alpha,time,pos_err_noNN,pos_err_surrogate,pos_excess_surrogate_minus_noNN,vel_err_noNN,vel_err_surrogate,vel_excess_surrogate_minus_noNN,after_event_exit
0.25,12.677231025854878,0.03657021507386365,0.03657021507386365,0.0,0.0700988000450335,0.0700988000450335,0.0,0
0.25,12.760633861551291,0.03338829196737389,0.03338829196737389,0.0,0.058727984559710615,0.058727984559710615,0.0,0
0.25,12.844036697247706,0.030379109744629193,0.030379109744629193,0.0,0.04794499849535446,0.04794499849535446,0.0,0
0.25,12.927439532944119,0.027817599163414832,0.027817599163414832,0.0,0.03849836518023362,0.03849836518023362,0.0,0
0.25,13.010842368640533,0.025955263531308174,0.025955263531308174,0.0,0.030794924638467964,0.030794924638467964,0.0,0
0.25,13.094245204336946,0.024977883251650356,0.024977883251650356,0.0,0.025027979637805807,0.025027979637805807,0.0,0
0.25,13.17764804003336,0.024957232159926516,0.024957232159926516,0.0,0.021287694434809212,0.021287694434809212,0.0,0
0.25,13.261050875729774,0.02583233697668658,0.02583233697668658,0.0,0.019533634943482845,0.019533634943482845,0.0,0
0.25,13.344453711426187,0.027445997523025394,0.027445997523025394,0.0,0.019478807309152982,0.019478807309152982,0.0,0
0.25,13.427856547122602,0.02961009860887164,0.02961009860887164,0.0,0.020632680351017785,0.020632680351017785,0.0,0
0.25,13.511259382819015,0.03215512834039528,0.03215512834039528,0.0,0.022516728863820726,0.022516728863820726,0.0,0
0.25,13.594662218515428,0.03494931552761632,0.03494931552761632,0.0,0.02479795843047463,0.02479795843047463,0.0,0
0.25,13.678065054211842,0.03789786506039223,0.03789786506039223,0.0,0.027283707547797322,0.027283707547797322,0.0,0
0.25,13.761467889908255,0.03348146924878659,0.03348146924878659,0.0,0.04692919473181609,0.04692919473181609,0.0,0
0.25,13.84487072560467,0.029703200081322607,0.029703200081322607,0.0,0.04237118752247856,0.04237118752247856,0.0,0
0.25,13.928273561301083,0.026319854526429314,0.026319854526429314,0.0,0.03833972980179126,0.03833972980179126,0.0,0
0.25,14.011676396997498,0.023379773176714365,0.023379773176714365,0.0,0.03477610083386036,0.03477610083386036,0.0,0
0.25,14.09507923269391,0.020950200416111366,0.020950200416111366,0.0,0.03163998753638723,0.03163998753638723,0.0,0
0.25,14.178482068390323,0.01911155534224099,0.01911155534224099,0.0,0.028906887297905658,0.028906887297905658,0.0,0
0.25,14.261884904086738,0.01793840488510147,0.01793840488510147,0.0,0.02656540235469795,0.02656540235469795,0.0,0
0.25,14.345287739783151,0.01746710855060539,0.01746710855060539,0.0,0.024613925795300945,0.024613925795300945,0.0,0
0.25,14.428690575479566,0.017667329101555898,0.017667329101555898,0.0,0.023056222306210378,0.023056222306210378,0.0,0
0.25,14.512093411175979,0.018442585863406618,0.018442585863406618,0.0,0.021895740450513762,0.021895740450513762,0.0,0
0.25,14.595496246872392,0.01966137346336161,0.01966137346336161,0.0,0.02112929408878926,0.02112929408878926,0.0,0
0.25,14.678899082568806,0.021193244240237316,0.021193244240237316,0.0,0.020741755762673477,0.020741755762673477,0.0,0
0.25,14.76230191826522,0.022929514010948324,0.022929514010948324,0.0,0.020703785253962905,0.020703785253962905,0.0,0
0.25,14.845704753961634,0.024788015468950396,0.024788015468950396,0.0,0.020973634026249632,0.020973634026249632,0.0,0
0.25,14.929107589658047,0.02670974748654365,0.02670974748654365,0.0,0.021502179932944388,0.021502179932944388,0.0,0
0.25,15.012510425354462,0.028653489018893148,0.028653489018893148,0.0,0.0222390567707342,0.0222390567707342,0.0,0
0.25,15.095913261050875,0.030591006525384854,0.030591006525384854,0.0,0.023137952479876718,0.023137952479876718,0.0,0
0.25,15.179316096747288,0.0325035041666819,0.0325035041666819,0.0,0.02416032657603938,0.02416032657603938,0.0,0
0.25,15.262718932443702,0.03437923068832439,0.03437923068832439,0.0,0.025277908167129895,0.025277908167129895,0.0,0
0.25,15.346121768140115,0.03621199637173907,0.03621199637173907,0.0,0.026474890624076944,0.026474890624076944,0.0,0
0.25,15.42952460383653,0.03800038498836514,0.03800038498836514,0.0,0.027750847303393545,0.027750847303393545,0.0,0
0.25,15.512927439532943,0.03974751779070647,0.03974751779070647,0.0,0.029125355969737053,0.029125355969737053,0.0,0
0.25,15.596330275229356,0.04146129359270165,0.04146129359270165,0.0,0.030645369471479677,0.030645369471479677,0.0,0
0.25,15.67973311092577,0.04315508222649464,0.04315508222649464,0.0,0.03239657009576673,0.03239657009576673,0.0,0
0.25,15.763135946622183,0.048869594380881336,0.048869594380881336,0.0,0.07905568372936224,0.07905568372936224,0.0,0
0.25,15.846538782318598,0.0497333537499325,0.0497333537499325,0.0,0.08391905299508469,0.08391905299508469,0.0,0
0.25,15.929941618015011,0.050556640992541646,0.050556640992541646,0.0,0.08953965214829138,0.08953965214829138,0.0,0
0.25,16.013344453711426,0.05124097966473259,0.05124097966473259,0.0,0.09575408442021385,0.09575408442021385,0.0,0
0.25,16.096747289407837,0.05164792282543767,0.05164792282543767,0.0,0.10212222916758977,0.10212222916758977,0.0,0
0.25,16.18015012510425,0.05158777329637567,0.05158777329637567,0.0,0.10774303325684213,0.10774303325684213,0.0,0
0.25,16.263552960800666,0.050820039355771056,0.050820039355771056,0.0,0.11111269337960675,0.11111269337960675,0.0,0
0.25,16.34695579649708,0.04908727350733708,0.04908727350733708,0.0,0.11027797715273585,0.11027797715273585,0.0,0
0.25,16.430358632193492,0.0462054981139573,0.0462054981139573,0.0,0.10359440116802617,0.10359440116802617,0.0,0
0.25,16.513761467889907,0.04219905338850866,0.04219905338850866,0.0,0.09093082943330773,0.09093082943330773,0.0,0
0.25,16.59716430358632,0.03739873164876064,0.03739873164876064,0.0,0.07430123225733316,0.07430123225733316,0.0,0
0.25,16.680567139282733,0.03241461811109186,0.03241461811109186,0.0,0.057073497428751244,0.057073497428751244,0.0,0
0.25,16.763969974979148,0.02800359508666343,0.02800359508666343,0.0,0.04248588467339922,0.04248588467339922,0.0,0
0.25,16.847372810675562,0.024907321804618892,0.024907321804618892,0.0,0.03274777544827251,0.03274777544827251,0.0,0
0.25,16.930775646371977,0.02363592376999224,0.02363592376999224,0.0,0.028535790731208727,0.028535790731208727,0.0,0
0.25,17.014178482068388,0.024218503945334157,0.024218503945334157,0.0,0.028517004919414838,0.028517004919414838,0.0,0
0.25,17.097581317764803,0.02622032729357825,0.02622032729357825,0.0,0.03048205868191855,0.03048205868191855,0.0,0
0.25,17.180984153461218,0.029076291816890323,0.029076291816890323,0.0,0.032962144648885215,0.032962144648885215,0.0,0
0.25,17.26438698915763,0.03234672922874344,0.03234672922874344,0.0,0.03535140489824926,0.03535140489824926,0.0,0
0.25,17.347789824854043,0.035758511690354135,0.035758511690354135,0.0,0.03748100296386634,0.03748100296386634,0.0,0
0.25,17.431192660550458,0.03915833971800567,0.03915833971800567,0.0,0.0393491333428382,0.0393491333428382,0.0,0
0.25,17.51459549624687,0.042464829213569644,0.042464829213569644,0.0,0.041006465429748166,0.041006465429748166,0.0,0
0.25,17.597998331943284,0.04563734891881548,0.04563734891881548,0.0,0.04251335764273927,0.04251335764273927,0.0,0
0.25,17.6814011676397,0.018234224780276035,0.018234224780276035,0.0,0.024724307056122552,0.024724307056122552,0.0,0
0.25,17.764804003336113,0.01611986908904046,0.01611986908904046,0.0,0.020164888822526598,0.020164888822526598,0.0,0
0.25,17.848206839032525,0.01502857610984664,0.01502857610984664,0.0,0.01614175980617953,0.01614175980617953,0.0,0
0.25,17.93160967472894,0.014908424345090517,0.014908424345090517,0.0,0.012581348401217001,0.012581348401217001,0.0,0
0.25,18.015012510425354,0.015565005570989185,0.015565005570989185,0.0,0.009464626448434916,0.009464626448434916,0.0,0
0.25,18.098415346121765,0.01674178669614281,0.01674178669614281,0.0,0.006877030210015719,0.006877030210015719,0.0,0
0.25,18.18181818181818,0.018212742650421037,0.018212742650421037,0.0,0.005145553366742645,0.005145553366742645,0.0,0
0.25,18.265221017514595,0.019817336859024683,0.019817336859024683,0.0,0.004870570825175712,0.004870570825175712,0.0,0
0.25,18.34862385321101,0.021453501501191234,0.021453501501191234,0.0,0.006063376651861849,0.006063376651861849,0.0,0
0.25,18.43202668890742,0.02306005245101019,0.02306005245101019,0.0,0.008013022275244773,0.008013022275244773,0.0,0
0.25,18.515429524603835,0.0246020354529965,0.0246020354529965,0.0,0.01026464285139761,0.01026464285139761,0.0,0
0.25,18.59883236030025,0.026061041388421212,0.026061041388421212,0.0,0.012654762942146269,0.012654762942146269,0.0,0
0.25,18.68223519599666,0.02742931608372199,0.02742931608372199,0.0,0.01513385075154777,0.01513385075154777,0.0,0
0.25,18.765638031693076,0.02870630778399257,0.02870630778399257,0.0,0.017694687064682864,0.017694687064682864,0.0,0
0.25,18.84904086738949,0.029896710280330217,0.029896710280330217,0.0,0.020348637246816514,0.020348637246816514,0.0,0
0.25,18.9324437030859,0.031009429462625727,0.031009429462625727,0.0,0.023117683206951192,0.023117683206951192,0.0,0
0.25,19.015846538782316,0.03205714171812543,0.03205714171812543,0.0,0.026032119238391434,0.026032119238391434,0.0,0
0.25,19.09924937447873,0.03305625556672509,0.03305625556672509,0.0,0.029130730553800794,0.029130730553800794,0.0,0
0.25,19.182652210175146,0.03402716995435892,0.03402716995435892,0.0,0.03246244615363607,0.03246244615363607,0.0,0
0.25,19.266055045871557,0.0349947679505419,0.0349947679505419,0.0,0.03608924551973906,0.03608924551973906,0.0,0
0.25,19.34945788156797,0.03598910657834521,0.03598910657834521,0.0,0.040090460729932165,0.040090460729932165,0.0,0
0.25,19.432860717264386,0.03704626804896904,0.03704626804896904,0.0,0.04456884201762391,0.04456884201762391,0.0,0
0.25,19.516263552960798,0.03820932496730348,0.03820932496730348,0.0,0.04965892330098637,0.04965892330098637,0.0,0
0.25,19.599666388657212,0.039529335786633465,0.039529335786633465,0.0,0.055538297655058175,0.055538297655058175,0.0,0
0.25,19.683069224353627,0.02792253513510797,0.02792253513510797,0.0,0.03572520403391907,0.03572520403391907,0.0,0
