mode,k,alpha,gate,used,use_frac,neighbor_dist_med,base_pos_mean,method_pos_mean,base_pos_med,method_pos_med,base_pos_p95,method_pos_p95,pos_impr_mean_pct,pos_impr_med_pct,pos_success_frac,pos_unsafe_frac,base_vel_mean,method_vel_mean,base_vel_med,method_vel_med,base_vel_p95,method_vel_p95,vel_impr_mean_pct,vel_impr_med_pct,vel_success_frac,vel_unsafe_frac,any_unsafe_frac,both_success_frac,pos_ratio_p95,vel_ratio_p95
hybrid26,20,0.25,vr<-0.40,237,0.5511627906976744,2.699501591446031,0.0256006014762614,0.02402521398370261,0.006870118122986404,0.0065768527174180766,0.09209041027083548,0.08962823646005454,6.153712810300938,4.2687097997209715,0.5302325581395348,0.0,0.1194582466397035,0.11592249531944358,0.02202055897654521,0.01927974242853299,0.5671814169533762,0.5578866712613492,2.9598218789566366,12.446625677992774,0.5232558139534884,0.0,0.0,0.5069767441860465,1.0,1.0
xrel18,40,0.25,vr<-0.40,237,0.5511627906976744,2.2179227917402384,0.0256006014762614,0.024328427592225477,0.006870118122986404,0.006520137767402009,0.09209041027083548,0.08962823646005454,4.969312479691412,5.094240729477595,0.5093023255813953,0.002325581395348837,0.1194582466397035,0.11634380396777323,0.02202055897654521,0.019237799680134293,0.5671814169533762,0.5600994854655221,2.6071391130691013,12.637096539533443,0.46744186046511627,0.002325581395348837,0.002325581395348837,0.46511627906976744,1.0,1.1628943614973566
hybrid26,40,0.25,vr<-0.40,237,0.5511627906976744,3.0099584426507997,0.0256006014762614,0.024318872880765306,0.006870118122986404,0.0065768527174180766,0.09209041027083548,0.08962823646005454,5.006634694441059,4.2687097997209715,0.5325581395348837,0.0,0.1194582466397035,0.11640577069915749,0.02202055897654521,0.01927974242853299,0.5671814169533762,0.5612613631094745,2.5552659832288938,12.446625677992774,0.5162790697674419,0.002325581395348837,0.002325581395348837,0.5116279069767442,1.0,1.0
hybrid26,80,0.25,vr<-0.40,237,0.5511627906976744,3.2987614530742686,0.0256006014762614,0.024597467731687847,0.006870118122986404,0.006616630567411758,0.09209041027083548,0.08976482121689992,3.918399126300709,3.689711749300395,0.4930232558139535,0.004651162790697674,0.1194582466397035,0.11689336687909206,0.02202055897654521,0.01950552627600619,0.5671814169533762,0.563075639669192,2.1470930913186304,11.42129363390757,0.45813953488372094,0.004651162790697674,0.004651162790697674,0.44883720930232557,1.0234377900115867,1.1904372807972168
xrel18,80,0.25,vr<-0.40,237,0.5511627906976744,2.498566192929773,0.0256006014762614,0.024591969912874177,0.006870118122986404,0.0065768527174180766,0.09209041027083548,0.09132465108047114,3.9398744764746696,4.2687097997209715,0.4744186046511628,0.004651162790697674,0.1194582466397035,0.11696766917041142,0.02202055897654521,0.019416836402880028,0.5671814169533762,0.5592899364290053,2.0848937091834996,11.82405304260663,0.43488372093023253,0.0069767441860465115,0.0069767441860465115,0.43488372093023253,1.131547540866266,1.578302652059916
hybrid26,5,0.25,full,430,1.0,2.1543533092658445,0.0256006014762614,0.022999358851780054,0.006870118122986404,0.006002713647483889,0.09209041027083548,0.08516192619316101,10.160865270659336,12.625757810485194,0.9023255813953488,0.004651162790697674,0.1194582466397035,0.1136056488076339,0.02202055897654521,0.019502523022844963,0.5671814169533762,0.5305235619089407,4.899283219618611,11.43493203956487,0.8418604651162791,0.01627906976744186,0.018604651162790697,0.8046511627906977,1.0614471098438907,1.3000542142009748
hybrid26,20,0.5,full,430,1.0,2.699501591446031,0.0256006014762614,0.022014002303454454,0.006870118122986404,0.005431683526589215,0.09209041027083548,0.08231335397521253,14.009823855633552,20.937552610404165,0.8744186046511628,0.013953488372093023,0.1194582466397035,0.11214338861085615,0.02202055897654521,0.017782577462772384,0.5671814169533762,0.5516924651014893,6.123359612760426,19.24556737313904,0.7906976744186046,0.044186046511627906,0.04883720930232558,0.727906976744186,1.1367398493738758,1.7585565739995466
hybrid26,40,0.75,full,430,1.0,3.0099584426507997,0.0256006014762614,0.021420211203658508,0.006870118122986404,0.004897350940525989,0.09209041027083548,0.08270302006772758,16.329265843535868,28.715185782029373,0.8348837209302326,0.037209302325581395,0.1194582466397035,0.11088302578318963,0.02202055897654521,0.01458841821543189,0.5671814169533762,0.5529746546997991,7.178425180119619,33.7509178083514,0.7116279069767442,0.08837209302325581,0.09534883720930233,0.6697674418604651,1.520176169053368,3.039750949016232
xrel18,80,0.75,vr<-0.40,237,0.5511627906976744,2.498566192929773,0.0256006014762614,0.022809198742763447,0.006870118122986404,0.005027526076348016,0.09209041027083548,0.0871283980388531,10.903660744402154,26.82038377874969,0.4325581395348837,0.053488372093023255,0.1194582466397035,0.11273537981781823,0.02202055897654521,0.015608652856141027,0.5671814169533762,0.5531018372909424,5.627796331350843,29.117817250841384,0.4186046511627907,0.08139534883720931,0.08372093023255814,0.40930232558139534,2.394903772524748,2.78794469283987
xrel18,80,1.0,vr<-0.40,237,0.5511627906976744,2.498566192929773,0.0256006014762614,0.02207288216808409,0.006870118122986404,0.004790842693247905,0.09209041027083548,0.08391621830843216,13.779829788172936,30.26549751425014,0.4069767441860465,0.07674418604651163,0.1194582466397035,0.11115083889212327,0.02202055897654521,0.014299037701380803,0.5671814169533762,0.5539528675559459,6.954235459889269,35.0650557208327,0.3953488372093023,0.09767441860465116,0.10232558139534884,0.3813953488372093,3.0292262249839887,3.4004685388003386
compact5,5,1.0,vr<-0.40,237,0.5511627906976744,0.12291129983670182,0.0256006014762614,0.02698255537223392,0.006870118122986404,0.006545084351912827,0.09209041027083548,0.11684347534107294,-5.398130576166182,4.731123472041365,0.2441860465116279,0.004651162790697674,0.1194582466397035,0.1210695745362579,0.02202055897654521,0.020679344817539712,0.5671814169533762,0.529331550320014,-1.3488628385902146,6.090736208985725,0.2372093023255814,0.0,0.004651162790697674,0.16744186046511628,1.7638821148657966,1.7547881947565505
hybrid26,10,0.25,full,430,1.0,2.438456032806942,0.0256006014762614,0.023387991822029462,0.006870118122986404,0.006196662716086708,0.09209041027083548,0.08576090057747804,8.642803397738986,9.80267580329388,0.9069767441860465,0.004651162790697674,0.1194582466397035,0.11492557339500131,0.02202055897654521,0.019594318178940605,0.5671814169533762,0.5552732378006511,3.7943577544488183,11.018070886342478,0.8162790697674419,0.023255813953488372,0.023255813953488372,0.7837209302325582,1.0541830714424976,1.235860549865472
hybrid26,40,1.0,full,430,1.0,3.0099584426507997,0.0256006014762614,0.02031107113842539,0.006870118122986404,0.004571012737307199,0.09209041027083548,0.08285992164719058,20.661742431094122,33.46529629507733,0.8046511627906977,0.04883720930232558,0.1194582466397035,0.10896884192600212,0.02202055897654521,0.012858495739193787,0.5671814169533762,0.5537957258672255,8.780812550629802,41.60686042125553,0.6744186046511628,0.11162790697674418,0.12325581395348838,0.6325581395348837,1.9707177774387739,4.129048802436652
compact8,40,1.0,vr<-0.40,237,0.5511627906976744,1.2133068420910154,0.0256006014762614,0.0259420429377922,0.006870118122986404,0.006507035048193904,0.09209041027083548,0.10884778966249092,-1.3337243730285442,5.284961165044266,0.23255813953488372,0.0,0.1194582466397035,0.11627263589670732,0.02202055897654521,0.02142599509268192,0.5671814169533762,0.5281163780151021,2.6667148000290575,2.700039924039055,0.2441860465116279,0.0,0.0,0.1697674418604651,1.4371022264174447,1.4318863040630256
