alpha,event_t,window_exit_t,r_pair,v_rad_norm,v_tan_norm,pred_pos_norm,pred_vel_norm,relE_corr,accepted,status
0.25,82.5599999999986,83.0599999999986,0.13896512917384254,-1.114827163230736,0.8493189585905352,0.007232969460293762,0.027493012715130775,0.00024215670365545722,1,used
0.5,82.5599999999986,83.0599999999986,0.13896512917384254,-1.114827163230736,0.8493189585905352,0.007232969460293762,0.027493012715130775,0.0005672939443834532,1,used
0.75,82.5599999999986,83.0599999999986,0.13896512917384254,-1.114827163230736,0.8493189585905352,0.007232969460293762,0.027493012715130775,0.0007071549732824777,1,used
1.0,82.5599999999986,83.0599999999986,0.13896512917384254,-1.114827163230736,0.8493189585905352,0.007232969460293762,0.027493012715130775,0.0006565976060035082,1,used
