mode,dt,runtime_sec,speed_ratio_ias15_over_simon,steps,planned_steps,completed_time,ejected,ejection_time,ejection_max_com,ejection_threshold_AU,total_substeps,avg_close_pair_frac,time_avg_rms,final_rms,max_rms,max_energy_drift_pct,final_energy_drift_pct,rms_energy_drift_pct,sun_earth_min,sun_earth_max,earth_moon_min,earth_moon_max,max_com,energy_finite,bounded,lunar_orbit_preserved,outcome,finite
adaptive_ON,0.008,16.929642600007355,0.023378172203812345,12500,12500,99.99999999998809,False,nan,nan,10.0,200000,0.3333333333333333,0.02305644189385166,0.0025824703177133443,0.04268096114686611,1.7136045356201095e-05,-9.839779519916634e-07,7.026644082206342e-06,0.9833013587989494,1.0166299381454544,0.0023757340292834975,0.0026440217995209077,1.0191562546436688,True,True,True,Valid,True
adaptive_ON,0.012,11.239280699985102,0.03521436207679144,8334,8334,100.00800000000334,False,nan,nan,10.0,133344,0.3333333333333333,0.03397164982958909,0.03969835752355004,0.06335372327080363,3.779498581126257e-05,-3.1252853826027864e-06,1.904938638746115e-05,0.9833030085493931,1.0166377740577286,0.0023762119882451546,0.002647429527075478,1.0191250490515413,True,True,True,Valid,True
adaptive_ON,0.016,8.581105299992487,0.04612274132707774,6250,6250,100.00000000000675,False,nan,nan,10.0,100000,0.3333333333333333,0.044508205339701463,0.005558885078052582,0.08462459849179439,6.641539698693406e-05,-7.32274457511785e-06,3.6966392637315644e-05,0.9833009852278058,1.016644724817182,0.002377716897156832,0.0026522806251524653,1.019175750158787,True,True,True,Valid,True
adaptive_OFF,0.008,1.3305316000478342,0.297463134312436,12500,12500,99.99999999998809,False,nan,nan,10.0,12500,0.3333333333333333,0.2409581746480353,0.4382243725759691,0.44528624971111513,0.0044191371208927265,8.619018920081944e-05,0.002783079886912315,0.9832919340346039,1.0179396511653127,0.0023595465931201603,0.0033572812396884632,1.0211149328143432,True,True,True,"Bounded, degraded",True
adaptive_OFF,0.012,0.4713775999844074,0.8396328125584698,8334,8334,100.00800000000334,False,nan,nan,10.0,8334,0.01931613677264547,0.974009340210079,1.2826163384493723,1.4655832126670565,0.011052703465611345,0.0032339002119644803,0.006998088065942892,0.9833266831821195,1.0210030717266623,0.002189806850662516,1.98621426169628,1.0217154337908607,True,True,False,Lunar orbit lost,True
adaptive_OFF,0.016,0.007651900057680905,51.72363688345419,17,6250,0.27200000000000013,True,0.27200000000000013,11.848143432655625,10.0,17,0.2777777777777778,6.890898399907757,7.2725382688959375,7.4703984764993665,1649.0402558848434,1649.0402558848434,1647.070501462533,0.9032780933382077,0.999003337700344,9.075115786176405e-05,11.200641889317986,11.848143432655625,True,False,False,Ejected,True
