scope,t_start_local,t_exit_local,pos_noNN_exit_error,pos_encounterNN_exit_error,pos_gain_pct,vel_noNN_exit_error,vel_encounterNN_exit_error,vel_gain_pct,r_pair_entry,v_rad_norm_entry,v_tan_norm_entry,pred_pos_norm,pred_vel_norm,relE_corr,accepted_by_safety,ias15_exit_time_sec,nonn_exit_time_sec
isolated_exact_exit_state,0.0,0.5,0.008013203457979947,0.0020930338564079656,73.88018577858999,0.12009135015113295,0.0270628128615391,77.4648108898093,0.14049276509366904,-0.5657975011204799,0.788252692553291,0.009483447269868125,0.10313361389061299,0.02350471006694085,1,0.0002055000004475005,0.00034479999976611
