t_start,t_exit,used,reason,r_pair,v_rad_norm,v_tan_norm,min_r_window,pred_pos_norm,pred_vel_norm,relE_corr
82.5599999999986,83.05999999999858,1,used,0.13896512963584115,-1.1148278244336685,0.8493189589951268,0.0622624895281709,0.006267198177014673,0.027583858619205502,1.6972948270247764e-06
