t_start,t_exit,used,reason,r_pair,v_rad_norm,v_tan_norm,min_r_window,pred_pos_norm,pred_vel_norm,relE_corr
33.59999999999976,34.09999999999978,1,used,0.14103032414111052,-0.9989415316079108,1.1864206703757205,0.08678173338301538,0.0011494639151159373,0.0045619047605651615,0.0009887256491473437
