scope,t_start_local,t_end_local,n_samples,pos_noNN_timeavg,pos_encounterNN_timeavg,pos_gain_pct,vel_noNN_timeavg,vel_encounterNN_timeavg,vel_gain_pct,pos_noNN_final,pos_encounterNN_final,pos_final_gain_pct,vel_noNN_final,vel_encounterNN_final,vel_final_gain_pct
isolated_training_window_0_to_exit,0.0,0.5,167,0.027783327971173465,0.026726578138200854,3.803539425043101,0.03244835028083534,0.03156990094450273,2.707223414225287,0.03455198584113302,0.0016723797519913287,95.15981582164109,0.03383293083530979,0.003915900758646514,88.42577139501117
isolated_physical_forward_window,0.0,3.0,1001,0.025808747478531045,0.029202957642815233,-13.151394375521926,0.02989478162388896,0.03357108504181479,-12.297475406169514,0.012890925968851505,0.005777612596643911,55.18077901770266,0.021280099987069246,0.009469829447789358,55.49913086149193
isolated_post_correction_to_physical_end,0.5,3.0,834,0.025394914768817,0.029674003781094253,-16.850180641407956,0.02935677601453723,0.03395763291380726,-15.672214472705466,0.012890925968851505,0.005777612596643911,55.18077901770266,0.021280099987069246,0.009469829447789358,55.49913086149193
isolated_post_correction_fixed_steps,0.5,2.0,500,0.026125862914806963,0.028940891266087173,-10.77487224234335,0.02514247959827017,0.02733664437668103,-8.726922775595384,0.03260466923756107,0.003380431204799885,89.63206410661705,0.038900867036571814,0.0018883435229404045,95.14575466617461
