t_yr,nearest_event_index,relative_to_entry,relative_to_exit,in_training_window,in_physical_window,in_post_to_physical_end,in_post_fixed,pos_noNN_err,pos_encounterNN_err,pos_gain_instant_pct,vel_noNN_err,vel_encounterNN_err,vel_gain_instant_pct
82.97659531906382,1,0.4165953190652232,-0.08340468093476261,1,1,0,0,1.4548341413725372,1.4548341413725372,0.0,1.128495689454551,1.128495689454551,0.0
82.99659931986398,1,0.4365993198653797,-0.06340068013460609,1,1,0,0,1.4630069982507787,1.4630069982507787,0.0,1.1371543921372123,1.1371543921372123,0.0
83.01660332066413,1,0.4566033206655362,-0.04339667933444957,1,1,0,0,1.4711038923558954,1.4711038923558954,0.0,1.145791976877552,1.145791976877552,0.0
83.0366073214643,1,0.47660732146570695,-0.023392678534278843,1,1,0,0,1.4791237772256067,1.4791237772256067,0.0,1.1544067050968188,1.1544067050968188,0.0
83.05661132226446,1,0.49661132226586346,-0.003388677734122325,1,1,0,0,1.4485164176521874,1.4777132936877395,-2.0156399803100298,1.128597344255234,1.1544441692582859,-2.290172410436455
83.07661532306462,1,0.51661532306602,0.016615323066034193,0,1,1,1,1.45670803811329,1.444460503022001,0.840768003666116,1.1374770950651543,1.133967483150638,0.30854352406237645
83.09661932386477,1,0.5366193238661765,0.03661932386619071,0,1,1,1,1.4648238187342326,1.4526739230135013,0.8294441669599668,1.14633124259252,1.1428470381362115,0.30394394978093636
83.11662332466494,1,0.5566233246663472,0.05662332466636144,0,1,1,1,1.4728626593832967,1.460811201982171,0.8182336163082408,1.1551579328395747,1.151700347602052,0.29931710108447046
83.1366273254651,1,0.5766273254665037,0.07662732546651796,0,1,1,1,1.4412090068759047,1.468871233464552,-1.9193764718838668,1.1298934077118308,1.1605255593963097,-2.711065616933967
83.15663132626526,1,0.5966313262666603,0.09663132626667448,0,1,1,1,1.4494246020161778,1.4364313002299534,0.8964455114222949,1.1389856465127632,1.1347358410163557,0.3731219536803793
83.17663532706541,1,0.6166353270668168,0.116635327066831,0,1,1,1,1.4575643715864992,1.4446723358989961,0.8844916861867737,1.148048116647903,1.1438310752186611,0.3673227078282194
83.19663932786558,1,0.6366393278669875,0.13663932786700173,0,1,1,1,1.46562715294929,1.4528371511099978,0.8726640887864787,1.1570788316353349,1.152895974932256,0.3615014455987472
83.21664332866574,1,0.656643328667144,0.15664332866715824,0,1,1,1,1.433240601971283,1.4609245765285557,-1.9315650505013724,1.1324950178332107,1.1619285504259627,-2.598998859091387
83.2366473294659,1,0.6766473294673006,0.17664732946731476,0,1,1,1,1.4414849308052804,1.4278818715919008,0.9436837612849872,1.1417913566920543,1.1370514662873943,0.41512754295077564
83.25665133026605,1,0.6966513302674571,0.19665133026747128,0,1,1,1,1.4496533277584644,1.4361545733817378,0.93117120612548,1.151053886913634,1.1463537126362269,0.408336597516721
83.27665533106622,1,0.7166553310676278,0.216655331067642,0,1,1,1,1.4577445603515036,1.4443508648869077,0.9187957773182361,1.1602804675318983,1.155621690702374,0.40152161135955994
83.29665933186638,1,0.7366593318677843,0.23665933186779853,0,1,1,1,1.4248136121234778,1.4524695073316518,-1.9410184583341341,1.136258477059308,1.1648532485687784,-2.516572776950802
83.31666333266654,1,0.7566633326679408,0.25666333266795505,0,1,1,1,1.4330912610181483,1.418990201849399,0.9839610046000276,1.1457522912221885,1.1406669772190332,0.4438406139018664
83.33666733346669,1,0.7766673334680974,0.27666733346811156,0,1,1,1,1.4412927377075,1.427298603889054,0.9709431992771167,1.1552081826643654,1.150170203515442,0.43611006436120364
83.35667133426686,1,0.7966713342682681,0.2966713342682823,0,1,1,1,1.4494167346636002,1.4355302855673933,0.9580715307133462,1.1646238284418071,1.159635150247285,0.4283510325558618
83.37667533506702,1,0.8166753350684246,0.3166753350684388,0,1,1,1,1.4160665516078192,1.4436839344135506,-1.950288478629357,1.1410306181323002,1.1690594737667568,-2.4564507901055004
83.39667933586718,1,0.8366793358685811,0.33667933586859533,0,1,1,1,1.4243820037531696,1.4098775729430106,1.0182964100880636,1.1507165691639816,1.1453853804706453,0.4632929459953356
83.41668333666733,1,0.8566833366687376,0.35668333666875185,0,1,1,1,1.4326209012910844,1.4182257271813274,1.0048139111180072,1.160360225515988,1.1550852016750908,0.45460226271987925
83.4366873374675,1,0.8766873374689084,0.3766873374689226,0,1,1,1,1.4407818587757155,1.426496728019714,0.9914846351646914,1.16995905236578,1.1647424569908045,0.44587845740643034
83.45669133826766,1,0.8966913382690649,0.3966913382690791,0,1,1,1,1.4071029220238291,1.4346891874173369,-1.9605008959707466,1.1466824364929014,1.1743545800613082,-2.4132351458213135
83.47669533906782,1,0.9166953390692214,0.4166953390692356,0,1,1,1,1.4154605748733156,1.4006349967968852,1.047403109603195,1.156555689196355,1.1510567369346834,0.47545935859714167
83.49669933986797,1,0.9366993398693779,0.43669933986939213,0,1,1,1,1.4237411481079765,1.409026985218009,1.0334858207561959,1.1663818526392977,1.1609494445471276,0.46574868083532556
83.51670334066814,1,0.9567033406695487,0.45670334066956286,0,1,1,1,1.4319431777354112,1.4173412699401222,1.0197267616709236,1.1761581516884863,1.1707948564499533,0.456001195998467
83.5367073414683,1,0.9767073414697052,0.4767073414697194,0,1,1,1,1.3980057115624567,1.4255763876628347,-1.9721433090258347,1.1531053055700475,1.1805901549287217,-2.383550680576112
83.55671134226846,1,0.9967113422698617,0.4967113422698759,0,1,1,1,1.4064098920055457,1.391336236300422,1.0717825429703538,1.1631607792491894,1.157560728656575,0.4814511194427615
83.57671534306861,1,1.0167153430700182,0.5167153430700324,0,1,1,1,1.4147363321852355,1.3997761939246551,1.0574506302154985,1.1731638062816312,1.167642479253153,0.4706356434552949
83.59671934386878,1,1.036719343870189,0.5367193438702031,0,1,1,1,1.4229834909364198,1.4081377938640196,1.0432796421714468,1.1831113475630184,1.1776716229017103,0.4597812938328103
83.61672334466894,1,1.0567233446703455,0.5567233446703597,0,1,1,1,1.3888452902391428,1.41641949976142,-1.9854054095203877,1.1602020070879413,1.1876450671962138,-2.365369128877255
83.6367273454691,1,1.076727345470502,0.5767273454705162,0,1,1,1,1.3973002806046515,1.3820448404698773,1.0917796515558373,1.170433740090894,1.1647918246985602,0.482036291255204
83.65673134626925,1,1.0967313462706585,0.5967313462706727,0,1,1,1,1.4056767479412315,1.39053699408713,1.0770437710003695,1.180606996284838,1.175057996964653,0.470012403589565
83.67673534706942,1,1.1167353470708292,0.6167353470708434,0,1,1,1,1.4139730770410954,1.3989500526047018,1.0624689168644585,1.1907184561547177,1.1852655653992084,0.45794962926154864
83.69673934786958,1,1.1367393478709857,0.636739347871,0,1,1,1,1.3796840466365634,1.4072824104241817,-2.000339415020302,1.1678786290154077,1.1954111470386637,-2.357481106274505
83.71674334866974,1,1.1567433486711423,0.6567433486711565,0,1,1,1,1.388194121500364,1.3728182832896652,1.1076144159204853,1.1782792776546545,1.172648242272844,0.4779032856301282
83.7367473494699,1,1.1767473494712988,0.676747349471313,0,1,1,1,1.3966247874390922,1.3813670014993165,1.0924756654042405,1.1886146713000205,1.183092953972311,0.4645506622991881
83.75675135027006,1,1.1967513502714695,0.6967513502714837,0,1,1,1,1.4049743598988287,1.3898358294540183,1.0774951399042265,1.198881202638311,1.1934723117863706,0.45116153627544353
83.77675535107022,1,1.216755351071626,0.7167553510716402,0,1,1,1,1.3705793011571819,1.3982230975180665,-2.0169424955962025,1.1760381803346365,1.203782635428842,-2.359145779290164
83.79675935187038,1,1.2367593518717825,0.7367593518717968,0,1,1,1,1.3791487705418488,1.3637105913020229,1.1193991228198306,1.1865986576276832,1.1810238222241953,0.46981642593743056
