rank,index,distance,category_id,category,source_row_idx,r_pair,v_rad_norm,v_tan_norm,min_r_ias,min_r_nonn,relE_nonn,pos_residual_rms,vel_residual_rms,pos_resid_cos_to_event,vel_resid_cos_to_event
23,2652,0.18381701382373403,0,strong_approach,-2,0.13339871168136597,-1.0038576126098633,0.8910136222839355,0.05527160316705704,0.06019720062613487,0.0020632012747228146,0.007755377795547247,0.031914304941892624,0.4595661902839201,0.9770187306108163
24,2501,0.18445094472033438,0,strong_approach,-2,0.13822253048419952,-1.038669228553772,0.9330000877380371,0.060859981924295425,0.06516419351100922,0.0007288181222975254,0.006388436537235975,0.025395024567842484,0.05667441935495436,0.05995809620522353
25,2796,0.1862421977968913,0,strong_approach,-2,0.14330802857875824,-1.1985554695129395,0.9221553206443787,0.058080945163965225,0.06293419748544693,0.0007670383783988655,0.00837111659348011,0.028272926807403564,-0.5176940401512619,-0.9922115334677868
26,2743,0.1864356467925918,0,strong_approach,-2,0.13339953124523163,-0.9608655571937561,0.8776470422744751,0.0552227683365345,0.061080627143383026,0.0030336263589560986,0.012515624985098839,0.042910411953926086,0.48727035000144,0.5034692974546917
27,2695,0.1867363011232221,0,strong_approach,-2,0.1442708671092987,-0.9473327398300171,0.8649086356163025,0.0580701008439064,0.06423203647136688,0.002885356079787016,0.010784070007503033,0.04333366081118584,0.9944315761585106,0.992169472602448
28,2857,0.18691090614278663,0,strong_approach,-2,0.13764013350009918,-1.173540711402893,0.933236837387085,0.05712246522307396,0.06803132593631744,0.00037762222927995026,0.017127513885498047,0.05284285917878151,0.6937909219420425,0.7766396850920853
29,2636,0.19144019458851863,0,strong_approach,-2,0.1405545026063919,-1.2089680433273315,0.943316638469696,0.0590977780520916,0.06145627051591873,0.00010927094263024628,0.0025533924344927073,0.014286362566053867,-0.5670037709040452,-0.6271371025914069
30,2451,0.19796973071993956,0,strong_approach,-2,0.13281984627246857,-0.9902825355529785,0.8891711235046387,0.05526651069521904,0.06041913852095604,0.00018160318722948432,0.009633841924369335,0.03567580506205559,0.20701899969689858,0.9474932907471103
31,2407,0.201251202221723,0,strong_approach,-2,0.13677950203418732,-1.2494864463806152,0.9448438286781311,0.05547071620821953,0.060880519449710846,0.00023650239745620638,0.00387898413464427,0.01800430379807949,0.8393349508364167,0.9366744472125643
32,2862,0.20238879838706597,0,strong_approach,-2,0.1405421942472458,-0.9910235404968262,0.9268621206283569,0.06253701448440552,0.0650595873594284,0.0009495605481788516,0.0016092747682705522,0.012495333328843117,0.4523223960239058,-0.245262998384696
33,2751,0.20356433525244988,0,strong_approach,-2,0.14033403992652893,-1.1840057373046875,0.9460130333900452,0.05935727432370186,0.06650485098361969,0.0055091846734285355,0.010183539241552353,0.031595971435308456,-0.14502961240579468,-0.059375145346743124
34,2794,0.20409399404922676,0,strong_approach,-2,0.1361067146062851,-1.2402209043502808,0.9415651559829712,0.0557054728269577,0.05942407622933388,0.0002863830595742911,0.005250145215541124,0.0203831996768713,-0.7184655154933665,-0.9588958412146467
35,2642,0.20414820086455038,0,strong_approach,-2,0.13983114063739777,-0.9306221604347229,0.9120803475379944,0.0624556727707386,0.06566590070724487,0.00032055037445388734,0.0027750239241868258,0.018801597878336906,0.14534061144711657,0.04632455214808733
36,2593,0.20974559324320213,0,strong_approach,-2,0.1439933180809021,-0.9254716634750366,0.8840583562850952,0.06108672916889191,0.0630556270480156,0.005553295835852623,0.0010050790151581168,0.008273103274405003,0.7830385563953112,0.3139311825427771
37,2553,0.21077836887356688,0,strong_approach,-2,0.1353575587272644,-0.9040454030036926,0.9070166349411011,0.06050776690244675,0.06345678120851517,1.1574901691346895e-05,0.003241333644837141,0.020496489480137825,-0.2842551274271093,-0.2389583636678138
38,2804,0.2134853893095493,0,strong_approach,-2,0.14311443269252777,-1.176044225692749,0.9347858428955078,0.059455130249261856,0.06652799993753433,0.010649519972503185,0.00980723649263382,0.030441200360655785,0.9022141233350093,0.8668763446528797
39,2386,0.21816801422647386,0,strong_approach,-2,0.13588634133338928,-1.2175331115722656,0.9540216326713562,0.057090599089860916,0.064267598092556,0.006723674014210701,0.015441816300153732,0.04826080799102783,-0.09790255178830445,-0.23377047776091794
40,2685,0.22069814860026613,0,strong_approach,-2,0.14326494932174683,-1.3089861869812012,0.9266117215156555,0.05601159483194351,0.06404755264520645,0.00903085246682167,0.020142748951911926,0.06638168543577194,-0.8805567462165438,-0.945750411583556
