r_AU,F_exact,F_no_nn_softened,F_simon_corrected,c_pred,rel_err_no_nn_softened,rel_err_simon_corrected
9.270815447895856321e-05,1.163493947659032885e+06,2.994586811725510779e+04,6.727229653190753888e+05,2.246463394165039062e+01,9.742621195602205741e-01,4.218079374863926145e-01
9.350869193862553711e-05,1.143657642027704744e+06,3.013607787326233301e+04,6.706372320932883304e+05,2.225363349914550781e+01,9.736493887980051110e-01,4.136031558323269852e-01
9.431614206123927391e-05,1.124159523820463801e+06,3.032641011957247974e+04,6.684458763180425158e+05,2.204170799255371094e+01,9.730230367870674746e-01,4.053816543346760448e-01
9.513056453783414260e-05,1.104993827309762593e+06,3.051683641727225768e+04,6.661569259124675300e+05,2.182916069030761719e+01,9.723827991948433835e-01,3.971396858077434477e-01
9.595201957487823653e-05,1.086154885067434050e+06,3.070732767855575003e+04,6.637541674038734054e+05,2.161549758911132812e+01,9.717284080744622576e-01,3.888954728932014770e-01
9.678056789872433504e-05,1.067637126288789790e+06,3.089785416244820954e+04,6.612615083386100596e+05,2.140153503417968750e+01,9.710595918766405932e-01,3.806308416444647014e-01
9.761627076009836488e-05,1.049435075145311654e+06,3.108838547083757294e+04,6.586670224681766704e+05,2.118691635131835938e+01,9.703760754646657549e-01,3.723603888721049859e-01
9.845918993862853288e-05,1.031543349165385589e+06,3.127889054483002110e+04,6.559686660758302314e+05,2.097160911560058594e+01,9.696775801325872024e-01,3.640900631014975519e-01
9.930938774741166018e-05,1.013956657642685110e+06,3.146933766144484616e+04,6.531645638366030762e+05,2.075558662414550781e+01,9.689638236267348326e-01,3.558259528024361740e-01
1.001669270376198218e-04,9.966698000716699753e+05,3.165969443066566964e+04,6.502675078131059418e+05,2.053928565979003906e+01,9.682345201706833437e-01,3.475597356653672421e-01
1.010318712031467355e-04,9.796776646097587654e+05,3.184992779286425503e+04,6.472677349037044914e+05,2.032242393493652344e+01,9.674893804937859665e-01,3.393054080073013012e-01
1.019042841852941042e-04,9.629752265657237731e+05,3.204000401661402066e+04,6.441657938737213844e+05,2.010504722595214844e+01,9.667281118633976877e-01,3.310671177170136925e-01
1.027842304774985471e-04,9.465575469138543122e+05,3.222988869691015498e+04,6.409684935257424368e+05,1.988739395141601562e+01,9.659504181209139784e-01,3.228425512896189176e-01
1.036717751300993655e-04,9.304197708334515337e+05,3.241954675381391644e+04,6.376763480872305809e+05,1.966950225830078125e+01,9.651559997217459275e-01,3.146358578386476146e-01
1.045669837551470337e-04,9.145571262732314644e+05,3.260894243153840944e+04,6.342840719931087224e+05,1.945123100280761719e+01,9.643445537793599032e-01,3.064576790541445606e-01
1.054699225312542718e-04,8.989649225401844596e+05,3.279803929799397156e+04,6.307988654838858638e+05,1.923282241821289062e+01,9.635157741135023102e-01,2.983053624590245034e-01
1.063806582084875593e-04,8.836385489125186577e+05,3.298680024481051805e+04,6.272131570306365611e+05,1.901406478881835938e+01,9.626693513027392290e-01,2.901926270616658199e-01
1.072992581133023148e-04,8.685734732762261992e+05,3.317518748785553908e+04,6.235332829870271962e+05,1.879516983032226562e+01,9.618049727414308414e-01,2.821179760014045912e-01
1.082257901535196555e-04,8.537652407849124866e+05,3.336316256826545577e+04,6.197667147613767302e+05,1.857637786865234375e+01,9.609223227012698709e-01,2.740783002695311166e-01
1.091603228233465917e-04,8.392094725424662465e+05,3.355068635400877247e+04,6.159092870176602155e+05,1.835757637023925781e+01,9.600210823975047214e-01,2.660839669126904838e-01
1.101029252084394949e-04,8.249018643081893679e+05,3.373771904199949495e+04,6.119601825462365523e+05,1.813875389099121094e+01,9.591009300599726561e-01,2.581418359874093627e-01
1.110536669910112864e-04,8.108381852240032749e+05,3.392422016077902663e+04,6.079158161591382232e+05,1.791981697082519531e+01,9.581615410090644769e-01,2.502624725410599882e-01
1.120126184549826988e-04,7.970142765633559320e+05,3.411014857378506713e+04,6.037957182212087791e+05,1.770135116577148438e+01,9.572025877367409397e-01,2.424279765417576005e-01
1.129798504911781791e-04,7.834260505014550872e+05,3.429546248322587053e+04,5.995823961323690601e+05,1.748284912109375000e+01,9.562237399927229209e-01,2.346662512070047113e-01
1.139554346025660280e-04,7.700694889064779272e+05,3.448011943457817688e+04,5.952902311046106042e+05,1.726473808288574219e+01,9.552246648759697978e-01,2.269655665101849296e-01
1.149394429095451046e-04,7.569406421513697132e+05,3.466407632172729063e+04,5.909089528451371007e+05,1.704672431945800781e+01,9.542050269315631716e-01,2.193457188853525919e-01
1.159319481552754287e-04,7.440356279459255747e+05,3.484728939276697929e+04,5.864600709745564964e+05,1.682943153381347656e+01,9.531644882531087326e-01,2.117849617045774457e-01
1.169330237110565557e-04,7.313506301887586014e+05,3.502971425647777505e+04,5.819264243887544144e+05,1.661236572265625000e+01,9.521027085907661780e-01,2.043126779851661690e-01
1.179427435817511347e-04,7.188818978388590040e+05,3.521130588950094534e+04,5.773134195413655834e+05,1.639568328857421875e+01,9.510193454650130995e-01,1.969287009772872354e-01
1.189611824112557932e-04,7.066257438063847367e+05,3.539201864422601648e+04,5.726299790249544894e+05,1.617963600158691406e+01,9.499140542862483105e-01,1.896276295562549508e-01
1.199884154880192784e-04,6.945785438623627415e+05,3.557180625740895630e+04,5.678729197902124142e+05,1.596412944793701172e+01,9.487864884803326460e-01,1.824208726166154648e-01
1.210245187506081690e-04,6.827367355669798562e+05,3.575062185953799781e+04,5.630424275496434420e+05,1.574916458129882812e+01,9.476362996201620481e-01,1.753154646321119225e-01
1.220695687933207653e-04,6.710968172161435941e+05,3.592841798496373667e+04,5.581494412665769923e+05,1.553504085540771484e+01,9.464631375633657528e-01,1.683026547765447967e-01
1.231236428718488472e-04,6.596553468060094165e+05,3.610514658280944423e+04,5.531905406736342702e+05,1.532165336608886719e+01,9.452666505962132870e-01,1.613945928701525090e-01
1.241868189089896169e-04,6.484089410151490010e+05,3.628075902867771219e+04,5.481644040366066620e+05,1.510895633697509766e+01,9.440464855838098801e-01,1.546007937854766423e-01
1.252591755004057268e-04,6.373542742040822050e+05,3.645520613716810476e+04,5.430834037821515230e+05,1.489727973937988281e+01,9.428022881266580058e-01,1.479096857703741386e-01
1.263407919204352474e-04,6.264880774318662006e+05,3.662843817522066820e+04,5.379381979144667275e+05,1.468635368347167969e+01,9.415337027236497791e-01,1.413432796365222677e-01
1.274317481279526069e-04,6.158071374894408509e+05,3.680040487629940617e+04,5.327418872018125840e+05,1.447652244567871094e+01,9.402403729415519384e-01,1.348884175429885812e-01
1.285321247722792551e-04,6.053082959494644310e+05,3.697105545542875188e+04,5.274918646256380016e+05,1.426769828796386719e+01,9.389219415910410316e-01,1.285566906063403958e-01
1.296420031991456906e-04,5.949884482323447010e+05,3.714033862509582832e+04,5.221939204690816696e+05,1.406002044677734375e+01,9.375780509093306625e-01,1.223461194574933242e-01
1.307614654567050973e-04,5.848445426881922176e+05,3.730820261203018163e+04,5.168463521584621631e+05,1.385342407226562500e+01,9.362083427494322097e-01,1.162671198352671492e-01
1.318905943015986687e-04,5.748735796944276663e+05,3.747459517487199628e+04,5.114523726195169729e+05,1.364797592163085938e+01,9.348124587760817672e-01,1.103220069856437752e-01
1.330294732050735988e-04,5.650726107687711483e+05,3.763946362273884006e+04,5.060175994965263526e+05,1.344380474090576172e+01,9.333900406683469653e-01,1.045087129455832403e-01
1.341781863591532222e-04,5.554387376973604551e+05,3.780275483469996834e+04,5.005446971330207889e+05,1.324095821380615234e+01,9.319407303289360955e-01,9.883005422327879874e-02
1.353368186828617981e-04,5.459691116777209099e+05,3.796441528016644588e+04,4.950317884056991898e+05,1.303936290740966797e+01,9.304641701002008825e-01,9.329707886861082766e-02
1.365054558285012010e-04,5.366609324763645418e+05,3.812439104020375817e+04,4.894902453083869768e+05,1.283929347991943359e+01,9.289600029868341213e-01,8.789662953536317436e-02
1.376841841879836907e-04,5.275114476007333724e+05,3.828262782977325696e+04,4.839133486596956500e+05,1.264054679870605469e+01,9.274278728852366482e-01,8.264863092418908708e-02
1.388730908992178369e-04,5.185179514852738357e+05,3.843907102090654371e+04,4.783156104152165353e+05,1.244347476959228516e+01,9.258674248195276624e-01,7.753317113688988627e-02
1.400722638525505768e-04,5.096777846913798130e+05,3.859366566681672703e+04,4.726849906726641930e+05,1.224773502349853516e+01,9.242783051841548803e-01,7.258074636530509327e-02
1.412817916972642968e-04,5.009883331209802418e+05,3.874635652694828605e+04,4.670367532832648139e+05,1.205369472503662109e+01,9.226601619930504539e-01,6.776920258044551171e-02
1.425017638481304550e-04,4.924470272435303777e+05,3.889708809296642721e+04,4.613690847442409722e+05,1.186127567291259766e+01,9.210126451352693699e-01,6.310920927525549839e-02
1.437322704920195829e-04,4.840513413361848798e+05,3.904580461568525061e+04,4.556868105586585589e+05,1.167057037353515625e+01,9.193354066370265087e-01,5.859818650482056385e-02
1.449734025945679356e-04,4.757987927369268145e+05,3.919245013293235388e+04,4.499888135034609004e+05,1.148151779174804688e+01,9.176281009300455427e-01,5.424557528824262842e-02
1.462252519069029335e-04,4.676869411104219616e+05,3.933696849834635213e+04,4.442814631259827875e+05,1.129424762725830078e+01,9.158903851261076534e-01,5.004518178093214642e-02
1.474879109724255518e-04,4.597133877263978356e+05,3.947930341110185691e+04,4.385677584436963079e+05,1.110880184173583984e+01,9.141219192976858254e-01,4.599741892939285259e-02
1.487614731336510941e-04,4.518757747503255960e+05,3.961939844655473280e+04,4.328487367059023818e+05,1.092517185211181641e+01,9.123223667645259383e-01,4.210678931601544855e-02
1.500460325391104912e-04,4.441717845461863326e+05,3.975719708779930806e+04,4.271312855447538896e+05,1.074349594116210938e+01,9.104913943860266645e-01,3.836465888719799849e-02
1.513416841503096872e-04,4.365991389911340084e+05,3.989264275812674896e+04,4.214111600150447921e+05,1.056363105773925781e+01,9.086286728592545270e-01,3.478701082916619419e-02
1.526485237487498476e-04,4.291555988018378848e+05,4.002567885437241057e+04,4.156980610055067227e+05,1.038578414916992188e+01,9.067338770224124822e-01,3.135817832483915601e-02
1.539666479430079865e-04,4.218389628723113565e+05,4.015624878113803425e+04,4.099921230206608889e+05,1.020992088317871094e+01,9.048066861635700731e-01,2.808379712244942622e-02
1.552961541758788764e-04,4.146470676230292302e+05,4.028429598587278451e+04,4.042970464664408937e+05,1.003609561920166016e+01,9.028467843344385457e-01,2.496103786750499334e-02
1.566371407315786781e-04,4.075777863611419452e+05,4.040976399479521933e+04,3.986125614134642528e+05,9.864263534545898438e+00,9.008538606689684425e-01,2.199635320589794427e-02
1.579897067430099077e-04,4.006290286516011693e+05,4.053259644963600294e+04,3.929449558594728587e+05,9.694541931152343750e+00,8.988276097065239778e-01,1.918002002498577635e-02
1.593539521990911044e-04,3.937987396989981062e+05,4.065273714517993358e+04,3.872965893688731012e+05,9.526949882507324219e+00,8.967677317193725184e-01,1.651135383291209638e-02
1.607299779521472404e-04,3.870848997399522923e+05,4.077013006758265692e+04,3.816674643212358351e+05,9.361448287963867188e+00,8.946739330442172733e-01,1.399547081882023154e-02
1.621178857253662941e-04,3.804855234458490741e+05,4.088471943343667954e+04,3.760631841575703584e+05,9.198135375976562500e+00,8.925459264174726570e-01,1.162288448776712876e-02
1.635177781203186803e-04,3.739986593357665115e+05,4.099644972955810954e+04,3.704833401172243175e+05,9.036961555480957031e+00,8.903834313139807888e-01,9.399282940707628237e-03
1.649297586245421384e-04,3.676223891994089354e+05,4.110526575346416212e+04,3.649335008468059241e+05,8.878023147583007812e+00,8.881861742888366162e-01,7.314267116479897073e-03
1.663539316191921886e-04,3.613548275298784138e+05,4.121111265450913197e+04,3.594123596432870254e+05,8.721248626708984375e+00,8.859538893219806033e-01,5.375513867822276880e-03
1.677904023867584531e-04,3.551941209661180037e+05,4.131393597564424272e+04,3.539257493677360471e+05,8.566740036010742188e+00,8.836863181652008237e-01,3.570925090009996819e-03
1.692392771188478990e-04,3.491384477448592079e+05,4.141368169576500804e+04,3.484740520930551575e+05,8.414466857910156250e+00,8.813832106911668740e-01,1.902957569111874206e-03
1.707006629240345166e-04,3.431860171619163593e+05,4.151029627260738926e+04,3.430591376736002858e+05,8.264434814453125000e+00,8.790443252441060284e-01,3.697105417212011910e-04
1.721746678357781695e-04,3.373350690426598885e+05,4.160372668615208386e+04,3.376865626232090290e+05,8.116738319396972656e+00,8.766694289917101868e-01,1.041971656094522721e-03
1.736614008204106650e-04,3.315838732215219061e+05,4.169392048249401705e+04,3.323534612802480115e+05,7.971269130706787109e+00,8.742582982778555056e-01,2.320945380271751627e-03
1.751609717851906173e-04,3.259307290303763002e+05,4.178082581813207798e+04,3.270646106656536576e+05,7.828103065490722656e+00,8.718107189756932884e-01,3.478903749427324655e-03
1.766734915864292177e-04,3.203739647956364788e+05,4.186439150463260012e+04,3.218223487806483754e+05,7.687257289886474609e+00,8.693264868406598289e-01,4.520916629214259512e-03
1.781990720376849325e-04,3.149119373439312330e+05,4.194456705361708737e+04,3.166264472512152279e+05,7.548687934875488281e+00,8.668054078629374715e-01,5.444410655704968842e-03
1.797378259180292708e-04,3.095430315162075567e+05,4.202130272202375636e+04,3.114795762246540980e+05,7.412420749664306641e+00,8.642472986188883821e-01,6.256140540334355696e-03
1.812898669803841368e-04,3.042656596901165321e+05,4.209454955758990400e+04,3.063830145245535532e+05,7.278448581695556641e+00,8.616519866209624290e-01,6.958901759053156243e-03
1.828553099599310909e-04,2.990782613105424098e+05,4.216425944450066891e+04,3.013386263882170315e+05,7.146778583526611328e+00,8.590193106655780175e-01,7.557771226065853123e-03
1.844342705825932540e-04,2.939793024281354155e+05,4.223038514914745610e+04,2.963484623654907919e+05,7.017422676086425781e+00,8.563491211784515222e-01,8.058934482078132858e-03
1.860268655735897701e-04,2.889672752457146998e+05,4.229288036593822471e+04,2.914141541953819105e+05,6.890383243560791016e+00,8.536412805568528439e-01,8.467668000075718321e-03
1.876332126660659478e-04,2.840406976723979460e+05,4.235169976309969934e+04,2.865347493562417221e+05,6.765602111816406250e+00,8.508956635082393083e-01,8.780613849640388907e-03
1.892534306097953378e-04,2.791981128853419796e+05,4.240679902841015428e+04,2.817124761750290054e+05,6.643096923828125000e+00,8.481121573847265616e-01,9.005660044412968496e-03
1.908876391799595748e-04,2.744380888989459490e+05,4.245813491480002267e+04,2.769499297261914471e+05,6.522894382476806641e+00,8.452906625128334683e-01,9.152668411746637742e-03
1.925359591860021085e-04,2.697592181414056686e+05,4.250566528575622215e+04,2.722460588554253336e+05,6.404935836791992188e+00,8.424310925179391285e-01,9.218742296013337362e-03
1.941985124805592640e-04,2.651601170384842553e+05,4.254934916046453145e+04,2.676027391279063886e+05,6.289232254028320312e+00,8.395333746428800259e-01,9.211875891077620990e-03
1.958754219684681738e-04,2.606394256043802598e+05,4.258914675862375589e+04,2.630205229142492753e+05,6.175764083862304688e+00,8.365974500601108810e-01,9.135599130283686073e-03
1.975668116158526622e-04,2.561958070395698596e+05,4.262501954486370232e+04,2.585009289152631245e+05,6.064535140991210938e+00,8.336232741768478949e-01,8.997500397565971753e-03
1.992728064592874378e-04,2.518279473355063819e+05,4.265693027269877348e+04,2.540442689273490396e+05,5.955521583557128906e+00,8.306108169326114066e-01,8.800935778942309273e-03
2.009935326150416482e-04,2.475345548860584095e+05,4.268484302794747782e+04,2.496496628883630328e+05,5.848672389984130859e+00,8.275600630885835418e-01,8.544697944407073781e-03
2.027291172884012303e-04,2.433143601055751787e+05,4.270872327154835511e+04,2.453191490609192406e+05,5.744005680084228516e+00,8.244710125081937679e-01,8.239501172368844661e-03
2.044796887830742013e-04,2.391661150534572662e+05,4.272853788170127518e+04,2.410526999291934771e+05,5.641491889953613281e+00,8.213436804283466008e-01,7.888177952443349572e-03
2.062453765106736872e-04,2.350885930651366070e+05,4.274425519526397693e+04,2.368503565950428310e+05,5.541103839874267578e+00,8.181780977207144812e-01,7.494040892992573540e-03
2.080263110002863319e-04,2.310805883893395367e+05,4.275584504833208484e+04,2.327129628715201106e+05,5.442833900451660156e+00,8.149743111425080677e-01,7.064091767977688160e-03
2.098226239081207216e-04,2.271409158315401583e+05,4.276327881593219354e+04,2.286400248820177512e+05,5.346643924713134766e+00,8.117323835761597328e-01,6.599907572748418480e-03
2.116344480272405650e-04,2.232684104034890770e+05,4.276652945075669413e+04,2.246321568427273596e+05,5.252522468566894531e+00,8.084523942573454969e-01,6.108102963485653042e-03
2.134619172973812229e-04,2.194619269787190424e+05,4.276557152086972928e+04,2.206886547299859230e+05,5.160428047180175781e+00,8.051344389907928445e-01,5.589706461412029086e-03
2.153051668148513469e-04,2.157203399539227248e+05,4.276038124631428946e+04,2.168096373633188487e+05,5.070339202880859375e+00,8.017786303533185333e-01,5.049581368306738441e-03
2.171643328425201705e-04,2.120425429161039938e+05,4.275093653455059393e+04,2.129953938214429945e+05,4.982239246368408203e+00,7.983850978835634882e-01,4.493677977234985382e-03
2.190395528198899099e-04,2.084274483154052868e+05,4.273721701465721708e+04,2.092450176197332621e+05,4.896084308624267578e+00,7.949539882578967598e-01,3.922560636499175697e-03
2.209309653732572862e-04,2.048739871435094101e+05,4.271920407022703876e+04,2.055592403106520942e+05,4.811869621276855469e+00,7.914854654519744015e-01,3.344754386327632775e-03
2.228387103259608893e-04,2.013811086175277596e+05,4.269688087089142937e+04,2.019366818932704336e+05,4.729541778564453125e+00,7.879797108874629918e-01,2.758815261057303344e-03
2.247629287087170400e-04,1.979477798692775250e+05,4.267023240240752784e+04,1.983774579357598268e+05,4.649083137512207031e+00,7.844369235634445214e-01,2.170663731445011957e-03
2.267037627700468059e-04,1.945729856398531992e+05,4.263924549524448230e+04,1.948809389262926998e+05,4.570459365844726562e+00,7.808573201720406809e-01,1.582713476008996024e-03
2.286613559867909198e-04,1.912557279794093047e+05,4.260390885160701873e+04,1.914468704521596956e+05,4.493645668029785156e+00,7.772411351978237848e-01,9.994078335314976295e-04
2.306358530747166374e-04,1.879950259520589025e+05,4.256421307083582360e+04,1.880747427869382955e+05,4.418612003326416016e+00,7.735886210005883390e-01,4.240369364864035920e-04
2.326273999992157235e-04,1.847899153458047949e+05,4.252015067312678730e+04,1.847630421490416047e+05,4.345305442810058594e+00,7.699000478810918979e-01,1.454256673742250266e-04
2.346361439860952444e-04,1.816394483874147118e+05,4.247171612151295994e+04,1.815123756184796803e+05,4.273723602294921875e+00,7.661757041293916215e-01,6.995879477898481191e-04
2.366622335324612507e-04,1.785426934621584369e+05,4.241890584205602499e+04,1.783213330914606922e+05,4.203817367553710938e+00,7.624158960554351383e-01,1.239817583152240735e-03
2.387058184176957818e-04,1.754987348383240169e+05,4.236171824219599512e+04,1.751894694055278960e+05,4.135560989379882812e+00,7.586209480015843054e-01,1.762208901853496096e-03
2.407670497145308528e-04,1.725066723964272824e+05,4.230015372721100721e+04,1.721156648513202963e+05,4.068913459777832031e+00,7.547912023367795431e-01,2.266622732182990273e-03
2.428460798002147071e-04,1.695656213630430575e+05,4.223421471474202554e+04,1.690992987659891951e+05,4.003846168518066406e+00,7.509270194320946112e-01,2.750101071817248350e-03
2.449430623677780589e-04,1.666747120491691749e+05,4.216390564733984502e+04,1.661395628052661486e+05,3.940326690673828125e+00,7.470287776174380223e-01,3.210740473606798432e-03
2.470581524373948791e-04,1.638330895930549887e+05,4.208923300299531547e+04,1.632354630699892878e+05,3.878318786621093750e+00,7.430968731192169052e-01,3.647776676556276857e-03
2.491915063678426826e-04,1.610399137074121682e+05,4.201020530361710553e+04,1.603865136191054480e+05,3.817798852920532227e+00,7.391317199787873493e-01,4.057379771662447329e-03
2.513432818680611815e-04,1.582943584309364087e+05,4.192683312142444629e+04,1.575912928555908729e+05,3.758721590042114258e+00,7.351337499515684382e-01,4.441507469467285280e-03
2.535136380088112793e-04,1.555956118840646232e+05,4.183912908322603471e+04,1.548489000262829650e+05,3.701054573059082031e+00,7.311034123867152790e-01,4.799054733870248071e-03
2.557027352344344367e-04,1.529428760288965714e+05,4.174710787256002368e+04,1.521590503759690619e+05,3.644780635833740234e+00,7.270411740872948503e-01,5.124956933459364448e-03
2.579107353747125964e-04,1.503353664332105836e+05,4.165078622967367119e+04,1.495202614936373138e+05,3.589854478836059570e+00,7.229475191509387999e-01,5.421910751356009799e-03
2.601378016568331670e-04,1.477723120384998037e+05,4.155018294932511344e+04,1.469316311765448190e+05,3.536245107650756836e+00,7.188229487909760795e-01,5.689028278423080218e-03
2.623840987174547298e-04,1.452529549319659127e+05,4.144531887639396882e+04,1.443920706799183972e+05,3.483917474746704102e+00,7.146679811381030367e-01,5.926793382280859390e-03
2.646497926148772082e-04,1.427765501223997562e+05,4.133621689929089189e+04,1.419011555082893465e+05,3.432852983474731445e+00,7.104831510226707891e-01,6.131221221972024162e-03
2.669350508413193186e-04,1.403423653198806569e+05,4.122290194116100611e+04,1.394571319909538724e+05,3.383001327514648438e+00,7.062690097377072318e-01,6.307670010471056778e-03
2.692400423352992920e-04,1.379496807192346605e+05,4.110540094887986197e+04,1.370598961414237274e+05,3.334352493286132812e+00,7.020261247828430973e-01,6.450066235541988650e-03
2.715649374941242868e-04,1.355977887871824205e+05,4.098374287984468538e+04,1.347077465077531233e+05,3.286858081817626953e+00,6.977550795893308067e-01,6.563840659866496119e-03
2.739099081864867038e-04,1.332859940531173197e+05,4.085795868656847597e+04,1.324002432566893112e+05,3.240500688552856445e+00,6.934564732263938103e-01,6.645490418708344463e-03
2.762751277651698972e-04,1.310136129034495243e+05,4.072808129908770934e+04,1.301359953352842422e+05,3.195240020751953125e+00,6.891309200891797548e-01,6.698674654610451730e-03
2.786607710798636611e-04,1.287799733794567146e+05,4.059414560519986844e+04,1.279142829787843511e+05,3.151052474975585938e+00,6.847790495686222334e-01,6.722243979050708702e-03
2.810670144900886242e-04,1.265844149785824266e+05,4.045618842855015100e+04,1.257342181912686647e+05,3.107910633087158203e+00,6.804015057035640579e-01,6.716441257461369142e-03
2.834940358782360036e-04,1.244262884591188631e+05,4.031424850459155277e+04,1.235944983923650725e+05,3.065777063369750977e+00,6.759989468155108705e-01,6.685002639350454308e-03
2.859420146627150738e-04,1.223049556482238695e+05,4.016836645444647002e+04,1.214948704130933183e+05,3.024640560150146484e+00,6.715720451264494129e-01,6.623486602297094621e-03
2.884111318112189768e-04,1.202197892532069673e+05,4.001858475670197367e+04,1.194338891647898563e+05,2.984460592269897461e+00,6.671214863601631073e-01,6.537194028529261930e-03
2.909015698541015001e-04,1.181701726760356541e+05,3.986494771717524418e+04,1.174107939419477625e+05,2.945213794708251953e+00,6.626479693275453275e-01,6.426145590645227466e-03
2.934135128978710566e-04,1.161554998310029041e+05,3.970750143668914097e+04,1.154246917382627144e+05,2.906873703002929688e+00,6.581522054964213941e-01,6.291635727997881011e-03
2.959471466388008919e-04,1.141751749655033200e+05,3.954629377690247929e+04,1.134748717574809998e+05,2.869418621063232422e+00,6.536349185464273015e-01,6.133585591035078076e-03
2.985026583766565468e-04,1.122286124838652468e+05,3.938137432424251165e+04,1.115602203372670774e+05,2.832816839218139648e+00,6.490968439095311515e-01,5.955630492128395279e-03
3.010802370285425291e-04,1.103152367741855996e+05,3.921279435199152067e+04,1.096802399029080116e+05,2.797052383422851562e+00,6.445387282968010334e-01,5.756202768049363018e-03
3.036800731428668915e-04,1.084344820381185709e+05,3.904060678058264602e+04,1.078338637907737429e+05,2.762094974517822266e+00,6.399613292120629460e-01,5.538996784562399446e-03
3.063023589134292461e-04,1.065857921235637332e+05,3.886486613616343675e+04,1.060204238388818048e+05,2.727924585342407227e+00,6.353654144531023507e-01,5.304349420479074172e-03
3.089472881936279874e-04,1.047686203602087335e+05,3.868562850748910569e+04,1.042390981390360685e+05,2.694517374038696289e+00,6.307517616011104611e-01,5.054206301009746966e-03
3.116150565107900293e-04,1.029824293978757341e+05,3.850295150121058396e+04,1.024892641098636959e+05,2.661854743957519531e+00,6.261211574990791506e-01,4.788829423577484375e-03
3.143058610806269068e-04,1.012266910476221528e+05,3.831689419562509283e+04,1.007699829158349894e+05,2.629909992218017578e+00,6.214743977198772251e-01,4.511736253161775963e-03
3.170199008218131209e-04,9.950088612555214786e+04,3.812751709296026820e+04,9.908082597473090573e+04,2.598669767379760742e+00,6.168122860247673422e-01,4.221672461200014909e-03
3.197573763706912809e-04,9.780450429929033271e+04,3.793488207026519376e+04,9.742087722744663188e+04,2.568108081817626953e+00,6.121356338131305197e-01,3.922386546429072925e-03
3.225184900961043698e-04,9.613704393707294366e+04,3.773905232898412214e+04,9.578952883791754721e+04,2.538207054138183594e+00,6.074452595641859354e-01,3.614788690433049564e-03
3.253034461143558369e-04,9.449801195941194601e+04,3.754009234329106403e+04,9.418627715032313426e+04,2.508951663970947266e+00,6.027419882715099320e-01,3.298850448014775758e-03
3.281124503042993608e-04,9.288692369328775385e+04,3.733806780726530269e+04,9.261032877145383100e+04,2.480319261550903320e+00,5.980266508711662432e-01,2.977759525627505458e-03
3.309457103225572536e-04,9.130330272882885765e+04,3.713304558099005226e+04,9.106125524960331677e+04,2.452296972274780273e+00,5.933000836642752240e-01,2.651026545495542303e-03
3.338034356188736848e-04,8.974668077843287028e+04,3.692509363565749663e+04,8.953826180855293933e+04,2.424862146377563477e+00,5.885631277348475354e-01,2.322302820251112305e-03
3.366858374515958418e-04,8.821659753829218971e+04,3.671428099776587624e+04,8.804083714930279530e+04,2.397999763488769531e+00,5.838166283637350462e-01,1.992373248277934210e-03
3.395931289032935426e-04,8.671260055227759585e+04,3.650067769249415869e+04,8.656852851502847625e+04,2.371696472167968750e+00,5.790614344395252910e-01,1.661489060776823829e-03
3.425255248965100910e-04,8.523424507814469689e+04,3.628435468634245626e+04,8.512081932509264152e+04,2.345937252044677734e+00,5.742983978672406842e-01,1.330753301657849582e-03
3.454832422096508807e-04,8.378109395602038421e+04,3.606538382912550878e+04,8.369719169429165777e+04,2.320707082748413086e+00,5.695283729756801527e-01,1.001446242427553746e-03
3.484664994930087700e-04,8.235271747913160652e+04,3.584383779540834075e+04,8.229699023979959020e+04,2.295987129211425781e+00,5.647522159242497342e-01,6.766897442836389102e-04
3.514755172849279101e-04,8.094869326673822070e+04,3.561979002547292475e+04,8.091992794037544809e+04,2.271768808364868164e+00,5.599707841101237982e-01,3.553525721284530345e-04
3.545105180281071106e-04,7.956860613923198252e+04,3.539331466590501805e+04,7.956551820889912779e+04,2.248038053512573242e+00,5.551849355765697824e-01,3.880840048211186085e-05
3.575717260860443122e-04,7.821204799536505016e+04,3.516448650989017915e+04,7.823334142820522538e+04,2.224782705307006836e+00,5.503955284232669998e-01,2.722525926112701229e-04
3.606593677596214116e-04,7.687861769157217350e+04,3.493338093730794935e+04,7.692290997376397718e+04,2.201988697052001953e+00,5.456034202194360860e-01,5.761326558900814292e-04
3.637736713038360482e-04,7.556792092334874906e+04,3.470007385471196176e+04,7.563379497200869082e+04,2.179643630981445312e+00,5.408094674205805585e-01,8.717197437092409672e-04
3.669148669446724948e-04,7.427957010865346820e+04,3.446464163528429344e+04,7.436567410804421525e+04,2.157738208770751953e+00,5.360145247896472842e-01,1.159188176032753493e-03
3.700831868961240115e-04,7.301318427329654514e+04,3.422716105884982971e+04,7.311806723887906992e+04,2.136258602142333984e+00,5.312194448233661381e-01,1.436493513143270988e-03
3.732788653773575003e-04,7.176838893828376604e+04,3.398770925203704974e+04,7.189074733891093638e+04,2.115198373794555664e+00,5.264250771845483401e-01,1.704906609125512789e-03
3.765021386300289189e-04,7.054481600908016844e+04,3.374636362866882700e+04,7.068328950310617802e+04,2.094545364379882812e+00,5.216322681410754392e-01,1.962915234029187495e-03
3.797532449357473921e-04,6.934210366676209378e+04,3.350320183046646707e+04,6.949531783080594323e+04,2.074288845062255859e+00,5.168418600123083628e-01,2.209540177496661754e-03
