r_AU,F_exact,F_no_nn_softened,F_simon_corrected,c_pred,rel_err_no_nn_softened,rel_err_simon_corrected
1.529033354074140188e-03,4.277264248574655539e+03,4.041654913333079094e+03,4.279418337040087863e+03,1.058828234672546387e+00,5.508411955611353800e-02,5.036136044552652234e-04
1.542236599073417824e-03,4.204341547883871499e+03,3.976518096637530562e+03,4.206647378432821824e+03,1.057872056961059570e+00,5.418766497717317915e-02,5.484403497405903032e-04
1.555553854455823471e-03,4.132662099881478753e+03,3.912370085048552028e+03,4.135112295890694440e+03,1.056932806968688965e+00,5.330511169525437715e-02,5.928856388442590953e-04
1.568986104704143004e-03,4.062204708462130384e+03,3.849197859672436607e+03,4.064791003180608186e+03,1.056009888648986816e+00,5.243626652934827576e-02,6.366726701611553213e-04
1.582534342802202664e-03,3.992948538890986129e+03,3.786988506874462473e+03,3.995663175358272838e+03,1.055103063583374023e+00,5.158093824913847353e-02,6.798576142032326190e-04
1.596199570308269979e-03,3.924873111642767526e+03,3.725729219819128048e+03,3.927709244234507423e+03,1.054212212562561035e+00,5.073893758065651377e-02,7.226049125834861642e-04
1.609982797429097400e-03,3.857958296345806957e+03,3.665407299899058216e+03,3.860908174362155933e+03,1.053336739540100098e+00,4.991007721082153792e-02,7.646215406587080670e-04
1.623885043094595209e-03,3.792184305829391178e+03,3.606010158056220462e+03,3.795240611501772037e+03,1.052476406097412109e+00,4.909417179090731082e-02,8.059486105890657608e-04
1.637907335033166652e-03,3.727531690272510332e+03,3.547525315998863334e+03,3.730688771394424293e+03,1.051631331443786621e+00,4.829103793896576818e-02,8.469629192295760698e-04
1.652050709847676041e-03,3.663981331452444920e+03,3.489940407317699737e+03,3.667231757057396408e+03,1.050800681114196777e+00,4.750049424126114028e-02,8.871294122186428564e-04
1.666316213092082109e-03,3.601514437091366744e+03,3.433243178504632851e+03,3.604851558763170942e+03,1.049984335899353027e+00,4.672236125273791785e-02,9.265884477473603463e-04
1.680704899348732084e-03,3.540112535299327192e+03,3.377421489877311615e+03,3.543530430011202952e+03,1.049182176589965820e+00,4.595646149657204443e-02,9.654762886193862543e-04
1.695217832306316046e-03,3.479757469112019862e+03,3.322463316412809945e+03,3.483250093019965334e+03,1.048393845558166504e+00,4.520261946282967680e-02,1.003697510228129504e-03
1.709856084838509965e-03,3.420431391121599063e+03,3.268356748493440591e+03,3.423992580050111883e+03,1.047618985176086426e+00,4.446066160628102393e-02,1.041151983856944191e-03
1.724620739083281831e-03,3.362116758199108972e+03,3.215089992567965510e+03,3.365740995486291922e+03,1.046857476234436035e+00,4.373041634339230183e-02,1.077962946511186720e-03
1.739512886522890820e-03,3.304796326306848187e+03,3.162651371731078598e+03,3.308478694854844434e+03,1.046109199523925781e+00,4.301171404853816604e-02,1.114249770457516027e-03
1.754533628064577086e-03,3.248453145399188543e+03,3.111029326224181204e+03,3.252187428038862436e+03,1.045373439788818359e+00,4.230438704946132278e-02,1.149557180765493989e-03
1.769684074121939590e-03,3.193070554410352088e+03,3.060212413860322613e+03,3.196851865895873743e+03,1.044650316238403320e+00,4.160826962201707307e-02,1.184224219630477431e-03
1.784965344697034490e-03,3.138632176327582329e+03,3.010189310376068079e+03,3.142455437020777936e+03,1.043939471244812012e+00,4.092319798422551502e-02,1.218129579512909752e-03
1.800378569463165039e-03,3.085121913348372345e+03,2.960948809713119772e+03,3.088982562362813042e+03,1.043240785598754883e+00,4.024901028967244054e-02,1.251376484584566058e-03
1.815924887848394207e-03,3.032523942120231368e+03,2.912479824232323608e+03,3.036417551490098504e+03,1.042554020881652832e+00,3.958554662027737731e-02,1.283950083884536318e-03
1.831605449119779383e-03,2.980822709061602836e+03,2.864771384862666309e+03,2.984744628499653572e+03,1.041878819465637207e+00,3.893264897846635680e-02,1.315717109282692372e-03
1.847421412468325036e-03,2.930002925762586983e+03,2.817812641187863392e+03,2.933948628387852750e+03,1.041214942932128906e+00,3.829016127877210574e-02,1.346654841390243799e-03
1.863373947094687597e-03,2.880049564464016839e+03,2.771592861472929599e+03,2.884015625991591605e+03,1.040562510490417480e+00,3.765792933889013094e-02,1.377080997671253047e-03
1.879464232295601119e-03,2.830947853613671214e+03,2.726101432633266995e+03,2.834928951520472310e+03,1.039920568466186523e+00,3.703580087021702411e-02,1.406277371629884466e-03
1.895693457551059485e-03,2.782683273498219478e+03,2.681327860148535819e+03,2.786676781619508802e+03,1.039289832115173340e+00,3.642362546789804784e-02,1.435128517615635608e-03
1.912062822612250849e-03,2.735241551949636687e+03,2.637261767923640946e+03,2.739243274755808216e+03,1.038669466972351074e+00,3.582125460040533338e-02,1.463023550267128882e-03
1.928573537590242120e-03,2.688608660124847120e+03,2.593892898099081776e+03,2.692615404133146058e+03,1.038059592247009277e+00,3.522854159867474383e-02,1.490266719632184211e-03
1.945226823045448188e-03,2.642770808357267015e+03,2.551211110812768766e+03,2.646778793008223602e+03,1.037459731101989746e+00,3.464534164482136608e-02,1.516584275216786501e-03
1.962023910077854462e-03,2.597714442079126002e+03,2.509206383915512561e+03,2.601720830182218833e+03,1.036870002746582031e+00,3.407151176045911806e-02,1.542274253934643007e-03
1.978966040418031307e-03,2.553426237813277567e+03,2.467868812642162993e+03,2.557427599950158765e+03,1.036289930343627930e+00,3.350691079464464261e-02,1.567056090215441285e-03
1.996054466518919993e-03,2.509893099233376688e+03,2.427188609240451569e+03,2.513886895832886239e+03,1.035719633102416992e+00,3.295139941146753293e-02,1.591221793760626106e-03
2.013290451648433541e-03,2.467102153291177274e+03,2.387156102559397368e+03,2.471085535284844809e+03,1.035158753395080566e+00,3.240484007730682486e-02,1.614599536688662027e-03
2.030675269982836015e-03,2.425040746409898475e+03,2.347761737599244498e+03,2.429010572146288723e+03,1.034606933593750000e+00,3.186709704777541952e-02,1.637014034616653298e-03
2.048210206700938011e-03,2.383696440742477535e+03,2.308996075024709626e+03,2.387650393647115379e+03,1.034064292907714844e+00,3.133803635436906848e-02,1.658748503817986716e-03
2.065896558079107891e-03,2.343057010493598682e+03,2.270849790643299912e+03,2.346992730552185094e+03,1.033530592918395996e+00,3.081752579084163363e-02,1.679737215509449419e-03
2.083735631587088806e-03,2.303110438304469426e+03,2.233313674850483494e+03,2.307025255741598357e+03,1.033005475997924805e+00,3.030543489932237960e-02,1.699795794426161829e-03
2.101728745984667458e-03,2.263844911699171007e+03,2.196378632043274138e+03,2.267736912179836509e+03,1.032489061355590820e+00,2.980163495619441230e-02,1.719199252807599755e-03
2.119877231419155152e-03,2.225248819591649863e+03,2.160035680003963989e+03,2.229116019927396337e+03,1.031981110572814941e+00,2.930599895774935529e-02,1.737873221951033529e-03
2.138182429523721902e-03,2.187310748852233701e+03,2.124275949255482828e+03,2.191151098750981419e+03,1.031481385231018066e+00,2.881840160563726994e-02,1.755740422691607619e-03
2.156645693516580104e-03,2.150019480932684473e+03,2.089090682389932681e+03,2.153831114042570334e+03,1.030989766120910645e+00,2.833871929212506899e-02,1.772836545756489553e-03
2.175268388301010436e-03,2.113363988548818725e+03,2.054471233371791641e+03,2.117145453096447909e+03,1.030506253242492676e+00,2.786683008517946286e-02,1.789310581669274281e-03
2.194051890566278522e-03,2.077333432419633027e+03,2.020409066817127268e+03,2.081082216454226909e+03,1.030030131340026855e+00,2.740261371339000260e-02,1.804613537763833948e-03
2.212997588889397283e-03,2.041917158062074577e+03,1.986895757250297265e+03,2.045632599448873634e+03,1.029562115669250488e+00,2.694595155074584747e-02,1.819584781943492987e-03
2.232106883837780067e-03,2.007104692640430585e+03,1.953922988339394124e+03,2.010784594697734519e+03,1.029101252555847168e+00,2.649672660127842805e-02,1.833438021841734752e-03
2.251381188072780221e-03,1.972885741869438107e+03,1.921482552111746145e+03,1.976528991400992481e+03,1.028647899627685547e+00,2.605482348358607175e-02,1.846660176124623317e-03
2.270821926454114938e-03,1.939250186970204368e+03,1.889566348150727208e+03,1.942855780534951009e+03,1.028201937675476074e+00,2.562012841525152310e-02,1.859271995419969773e-03
2.290430536145209809e-03,1.906188081677995342e+03,1.858166382775037619e+03,1.909754672916098798e+03,1.027763009071350098e+00,2.519252919716336372e-02,1.871059457555639865e-03
2.310208466719434594e-03,1.873689649301069721e+03,1.827274768201669303e+03,1.877216222863228950e+03,1.027331113815307617e+00,2.477191519775660822e-02,1.882154583857963527e-03
2.330157180267264459e-03,1.841745279829640367e+03,1.796883721693636289e+03,1.845230270936811849e+03,1.026905775070190430e+00,2.435817733717972680e-02,1.892222092456694038e-03
2.350278151504368428e-03,1.810345527094126737e+03,1.766985564693562537e+03,1.813788330610195089e+03,1.026487350463867188e+00,2.395120807140246541e-02,1.901738350244421396e-03
2.370572867880618977e-03,1.779481105971869056e+03,1.737572721944185560e+03,1.782880768819174364e+03,1.026075482368469238e+00,2.355090137627232835e-02,1.910479878598413941e-03
2.391042829690065690e-03,1.749142889641434522e+03,1.708637720596737154e+03,1.752498946377922721e+03,1.025670289993286133e+00,2.315715273153054130e-02,1.918686435718338539e-03
2.411689550181837002e-03,1.719321906883766133e+03,1.680173189308228075e+03,1.722633344148535343e+03,1.025271296501159668e+00,2.276985910479920744e-02,1.926013535633428527e-03
2.432514555672010779e-03,1.690009339429325792e+03,1.652171857328530905e+03,1.693275221052903134e+03,1.024878382682800293e+00,2.238891893554367449e-02,1.932463654124035903e-03
2.453519385656438567e-03,1.661196519350486369e+03,1.624626553578185849e+03,1.664416754683339377e+03,1.024491906166076660e+00,2.201423211902650903e-02,1.938503539672773108e-03
2.474705592924569039e-03,1.632874926498340756e+03,1.597530205717750960e+03,1.636048689285998762e+03,1.024111270904541016e+00,2.164569999025317895e-02,1.943665577904402520e-03
2.496074743674227270e-03,1.605036185983254654e+03,1.570875839209600599e+03,1.608162897276929471e+03,1.023736476898193359e+00,2.128322530792489675e-02,1.948062804427910322e-03
2.517628417627399730e-03,1.577672065698346614e+03,1.544656576372912014e+03,1.580751560357593462e+03,1.023367643356323242e+00,2.092671223840203085e-02,1.951923169713807834e-03
2.539368208147018899e-03,1.550774473885195448e+03,1.518865635432643330e+03,1.553806247271653319e+03,1.023004412651062012e+00,2.057606633968514856e-02,1.955005990563083492e-03
2.561295722354741452e-03,1.524335456741065173e+03,1.493496329563246036e+03,1.527319219512183736e+03,1.022646784782409668e+00,2.023119454542589984e-02,1.957418728222502530e-03
2.583412581249771179e-03,1.498347196066892138e+03,1.468542065927786780e+03,1.501282683407096783e+03,1.022294640541076660e+00,1.989200514896865071e-02,1.959150287670437598e-03
2.605720419828682407e-03,1.472802006955400429e+03,1.443996344713219742e+03,1.475688803226181108e+03,1.021947741508483887e+00,1.955840778743112018e-02,1.960070842616726781e-03
2.628220887206289894e-03,1.447692335518620439e+03,1.419852758162421651e+03,1.450530729133460227e+03,1.021606445312500000e+00,1.923031342583267356e-02,1.960633171289784694e-03
2.650915646737562158e-03,1.423010756654149418e+03,1.396104989603634067e+03,1.425800193965909330e+03,1.021270036697387695e+00,1.890763434127333553e-02,1.960236279814616105e-03
2.673806376140576944e-03,1.398749971849507347e+03,1.372746812477928870e+03,1.401490747689221962e+03,1.020938992500305176e+00,1.859028410717006655e-02,1.959446573636462220e-03
2.696894767620559592e-03,1.374902807023903051e+03,1.349772089365240390e+03,1.377594719924257106e+03,1.020612835884094238e+00,1.827817757755567304e-02,1.957893231872102294e-03
2.720182527994973072e-03,1.351462210406816666e+03,1.327174771009561255e+03,1.354105226595482691e+03,1.020291566848754883e+00,1.797123087144583686e-02,1.955671544726673896e-03
2.743671378819695708e-03,1.328421250452742242e+03,1.304948895343805589e+03,1.331015491458368160e+03,1.019975185394287109e+00,1.766936135727803850e-02,1.952875268098706396e-03
2.767363056516289593e-03,1.305773113791479091e+03,1.283088586514851386e+03,1.308318538761641094e+03,1.019663453102111816e+00,1.737248763742751598e-02,1.949362368758716544e-03
2.791259312500358417e-03,1.283511103213380920e+03,1.261588053909260452e+03,1.286008119819303602e+03,1.019356608390808105e+00,1.708052953280592492e-02,1.945457736727936732e-03
2.815361913311034171e-03,1.261628635688930444e+03,1.240441591180107253e+03,1.264077181620266856e+03,1.019054174423217773e+00,1.679340806754413967e-02,1.940781829194411197e-03
2.839672640741561054e-03,1.240119240422101939e+03,1.219643575275404146e+03,1.242519394582574250e+03,1.018756151199340820e+00,1.651104545376495120e-02,1.935422080585868718e-03
2.864193291971019531e-03,1.218976556936897850e+03,1.199188465468509548e+03,1.221328671898217635e+03,1.018462657928466797e+00,1.623336507644803153e-02,1.929581785584368481e-03
2.888925679697172330e-03,1.198194333196521029e+03,1.179070802390945573e+03,1.200498734521675942e+03,1.018173575401306152e+00,1.596029147839319803e-02,1.923228362303528241e-03
2.913871632270484836e-03,1.177766423754591870e+03,1.159285207067979400e+03,1.180023410205262053e+03,1.017888784408569336e+00,1.569175034528183521e-02,1.916327724367582848e-03
2.939032993829277397e-03,1.157686787937905365e+03,1.139826379957369454e+03,1.159896495893691963e+03,1.017608046531677246e+00,1.542766849084390400e-02,1.908726936171202104e-03
2.964411624436054209e-03,1.137949488060161457e+03,1.120689099991605872e+03,1.140112168215961901e+03,1.017331361770629883e+00,1.516797384212457966e-02,1.900506286519904964e-03
2.990009400215013977e-03,1.118548687666146634e+03,1.101868223623966969e+03,1.120664827637480357e+03,1.017058849334716797e+00,1.491259542486565899e-02,1.891862191308857659e-03
3.015828213490730214e-03,1.099478649805864961e+03,1.083358683878732108e+03,1.101548440413974276e+03,1.016790151596069336e+00,1.466146334899650489e-02,1.882520054823054673e-03
3.041869972928060162e-03,1.080733735338067163e+03,1.065155489405810840e+03,1.082757850850028944e+03,1.016525626182556152e+00,1.441450879423436353e-02,1.872908604383125529e-03
3.068136603673230715e-03,1.062308401262728466e+03,1.047253723540110968e+03,1.064287091982895390e+03,1.016264796257019043e+00,1.417166399580624056e-02,1.862633033698052202e-03
3.094630047496160774e-03,1.044197199081941335e+03,1.029648543365886098e+03,1.046130931784656013e+03,1.016007781028747559e+00,1.393286223028219334e-02,1.851884590779229395e-03
3.121352262934007880e-03,1.026394773188756972e+03,1.012335178786323013e+03,1.028283853491692980e+03,1.015754342079162598e+00,1.369803780153151448e-02,1.840500704292461712e-03
3.148305225435942597e-03,1.008895859283502773e+03,9.953089315986135261e+02,1.010740797083516213e+03,1.015504598617553711e+00,1.346712602680162109e-02,1.828670207174482119e-03
3.175490927509202685e-03,9.916952828170805105e+02,9.785651745747168206e+02,9.934965441952831497e+02,1.015258431434631348e+00,1.324006322291396316e-02,1.816345614840324078e-03
3.202911378866377199e-03,9.747879574608248276e+02,9.620993505480525982e+02,9.765459662790991615e+02,1.015015721321105957e+00,1.301678669258915684e-02,1.803478187044576294e-03
3.230568606573979481e-03,9.581688836024385409e+02,9.459069715063002377e+02,9.598842486246330736e+02,1.014776587486267090e+00,1.279723471089673839e-02,1.790253317082532653e-03
3.258464655202300379e-03,9.418331468675719407e+02,9.299836176905056391e+02,9.435063155844869698e+02,1.014540791511535645e+00,1.258134651182798644e-02,1.776502263144798602e-03
3.286601586976541263e-03,9.257759166666157853e+02,9.143249367006686725e+02,9.274075117241180806e+02,1.014308452606201172e+00,1.236906227500273424e-02,1.762408189853413836e-03
3.314981481929285372e-03,9.099924447662502871e+02,8.989266426079605026e+02,9.115828224086155842e+02,1.014079213142395020e+00,1.216032311249821106e-02,1.747682248915613133e-03
3.343606438054251128e-03,8.944780638853686696e+02,8.837845150737534823e+02,8.960277519388216660e+02,1.013853192329406738e+00,1.195507105581251374e-02,1.732505374946339454e-03
3.372478571461389428e-03,8.792281863149282799e+02,8.688943984755809424e+02,8.807378717212131960e+02,1.013630509376525879e+00,1.175324904295766901e-02,1.717057562283570964e-03
3.401600016533322737e-03,8.642383025613308973e+02,8.542522010401726220e+02,8.657084121436855639e+02,1.013410806655883789e+00,1.155480090567914675e-02,1.701046549311368856e-03
3.430972926083116024e-03,8.495039800129419518e+02,8.398538939836887494e+02,8.509350970676817951e+02,1.013194203376770020e+00,1.135967135681481555e-02,1.684650205780131426e-03
3.460599471513443708e-03,8.350208616293263049e+02,8.256955106592527045e+02,8.364136159939740764e+02,1.012980699539184570e+00,1.116780597777832819e-02,1.667927627496842719e-03
3.490481842977099722e-03,8.207846646528480505e+02,8.117731457119111838e+02,8.221395348301173271e+02,1.012770056724548340e+00,1.097915120617939423e-02,1.650701134678631823e-03
3.520622249538909662e-03,8.067911793422273377e+02,7.980829542410972408e+02,8.081087868704061066e+02,1.012562394142150879e+00,1.079365432357585683e-02,1.633145678728177737e-03
3.551022919339024645e-03,7.930362677276963268e+02,7.846211509707004552e+02,7.943170859520375870e+02,1.012357473373413086e+00,1.061126344335787397e-02,1.615081524595610206e-03
3.581686099757658021e-03,7.795158623873634269e+02,7.713840094268005032e+02,7.807606850393981404e+02,1.012155652046203613e+00,1.043192749876586424e-02,1.596917666591531103e-03
3.612614057581209435e-03,7.662259652444558924e+02,7.583678611231682680e+02,7.674351606521330496e+02,1.011956334114074707e+00,1.025559623104208354e-02,1.578118547955206482e-03
3.643809079169839978e-03,7.531626463850592472e+02,7.455690947545768950e+02,7.543368068778933093e+02,1.011759757995605469e+00,1.008222017771192094e-02,1.558973348545175967e-03
3.675273470626499745e-03,7.403220428960122490e+02,7.329841553979822493e+02,7.414618815843981565e+02,1.011566042900085449e+00,9.911750661003485008e-03,1.539652505721773564e-03
3.707009557967387396e-03,7.277003577226245170e+02,7.206095437216412165e+02,7.288064415456805136e+02,1.011374950408935547e+00,9.744139776396930006e-03,1.519971525804305647e-03
3.739019687293928043e-03,7.152938585458512080e+02,7.084418152021829655e+02,7.163666168633319558e+02,1.011186242103576660e+00,9.579340381305704449e-03,1.499744901573179948e-03
3.771306224966193121e-03,7.030988766786267661e+02,6.964775793497042287e+02,7.041389416534467500e+02,1.011000156402587891e+00,9.417306083890967378e-03,1.479258478883017881e-03
3.803871557777837708e-03,6.911118059810078194e+02,6.847134989408967840e+02,6.921198348613975213e+02,1.010816693305969238e+00,9.257991232010388469e-03,1.458561222172788559e-03
3.836718093132550529e-03,6.793291017938112191e+02,6.731462892602459078e+02,6.803056136243383207e+02,1.010635614395141602e+00,9.101350902293463274e-03,1.437465034176455469e-03
3.869848259222004056e-03,6.677472798904398132e+02,6.617727173493206010e+02,6.686929792734205193e+02,1.010457158088684082e+00,8.947340889354853458e-03,1.416253441175935757e-03
3.903264505205385811e-03,6.563629154465636475e+02,6.505896012641599100e+02,6.572781362156825935e+02,1.010280728340148926e+00,8.795917695130292188e-03,1.394382204692758403e-03
3.936969301390435411e-03,6.451726420273820395e+02,6.395938093407851284e+02,6.460581335692315861e+02,1.010106921195983887e+00,8.647038518350778219e-03,1.372487740749498558e-03
3.970965139416067144e-03,6.341731505921444523e+02,6.287822594688311710e+02,6.350294495429376411e+02,1.009935379028320312e+00,8.500661244140755857e-03,1.350260492727639984e-03
4.005254532436571153e-03,6.233611885156419703e+02,6.181519183732997362e+02,6.241889266484190557e+02,1.009766221046447754e+00,8.356744433747367168e-03,1.327862799331651182e-03
4.039840015307380634e-03,6.127335586263908453e+02,6.076998009044434639e+02,6.135331657568991659e+02,1.009599089622497559e+00,8.215247314398644446e-03,1.304983412857062567e-03
4.074724144772487455e-03,6.022871182611969516e+02,5.974229693357493716e+02,6.030592621767309538e+02,1.009434342384338379e+00,8.076129769287411150e-03,1.282019641667219920e-03
4.109909499653435078e-03,5.920187783358549041e+02,5.873185326700407813e+02,5.927639979385904780e+02,1.009271740913391113e+00,7.939352327685207308e-03,1.258776967903554476e-03
4.145398681039959461e-03,5.819255024316842082e+02,5.773836459536649954e+02,5.826443530273397755e+02,1.009111285209655762e+00,7.804876155178315164e-03,1.235296601801632709e-03
4.181194312482284028e-03,5.720043058976366410e+02,5.676155095987478489e+02,5.726973572208318046e+02,1.008952975273132324e+00,7.672663044033433723e-03,1.211619066586517917e-03
4.217299040185047872e-03,5.622522549677195229e+02,5.580113687135077498e+02,5.629199562775872892e+02,1.008796572685241699e+00,7.542675403685582779e-03,1.187547589126344665e-03
4.253715533202951336e-03,5.526664658934548697e+02,5.485685124405852093e+02,5.533093494039875395e+02,1.008642196655273438e+00,7.414876251347733357e-03,1.163239585187003829e-03
4.290446483638051325e-03,5.432441040911387518e+02,5.392842733033760396e+02,5.438628429474298400e+02,1.008490085601806641e+00,7.289229202749674189e-03,1.138970219154525690e-03
4.327494606838784390e-03,5.339823833036336964e+02,5.301560265603302469e+02,5.345774020092884484e+02,1.008339762687683105e+00,7.165698462991618861e-03,1.114304000018689249e-03
4.364862641600683775e-03,5.248785647764574378e+02,5.211811895671875163e+02,5.254504277341288798e+02,1.008191466331481934e+00,7.044248817523365326e-03,1.089514786939327481e-03
4.402553350368867621e-03,5.159299564479080118e+02,5.123572211470998354e+02,5.164792356864340945e+02,1.008045196533203125e+00,6.924845623242862486e-03,1.064639165959230119e-03
4.440569519442241937e-03,5.071339121530067473e+02,5.036816209686239176e+02,5.076610057997777403e+02,1.007900595664978027e+00,6.807454799712236646e-03,1.039357917385663396e-03
4.478913959179479064e-03,4.984878308410082468e+02,4.951519289315253332e+02,4.989933281699847498e+02,1.007758021354675293e+00,6.692042820493432354e-03,1.014061523074031483e-03
4.517589504206779433e-03,4.899891558062508921e+02,4.867657245603564320e+02,4.904735335637045068e+02,1.007617235183715820e+00,6.578576704601710352e-03,9.885479131810522534e-04
4.556599013627406214e-03,4.816353739321251624e+02,4.785206264057686667e+02,4.820991741763061782e+02,1.007478356361389160e+00,6.467024008073468146e-03,9.629696431856711071e-04
4.595945371233070911e-03,4.734240149479214210e+02,4.704142914534957072e+02,4.738676716682213623e+02,1.007341146469116211e+00,6.357352815650460509e-03,9.371233952902565745e-04
4.635631485717100521e-03,4.653526506983591844e+02,4.624444145409806879e+02,4.657766065610309170e+02,1.007205605506896973e+00,6.249531732577602756e-03,9.110421140515648870e-04
4.675660290889470383e-03,4.574188944255620868e+02,4.546087277815763628e+02,4.578237079269013634e+02,1.007071971893310547e+00,6.143529876514612631e-03,8.849951461835685795e-04
4.716034745893688852e-03,4.496204000632779980e+02,4.469049999962781499e+02,4.500064706431105606e+02,1.006939888000488281e+00,6.039316869558614652e-03,8.586589482555247654e-04
4.756757835425535520e-03,4.419548615431335747e+02,4.393310361529329953e+02,4.423227537429312406e+02,1.006809711456298828e+00,5.936862830378666217e-03,8.324203030896189974e-04
4.797832569953734520e-03,4.344200121127093439e+02,4.318846768128604481e+02,4.347700834056229269e+02,1.006680965423583984e+00,5.836138366459757768e-03,8.058360184906898692e-04
4.839261985942485723e-03,4.270136236652481330e+02,4.245637975848434280e+02,4.273464425232187409e+02,1.006554126739501953e+00,5.737114566455178526e-03,7.794103970591745138e-04
4.881049146075940558e-03,4.197335060807886862e+02,4.173663085864203026e+02,4.200494391236260299e+02,1.006428718566894531e+00,5.639762992646945097e-03,7.526991251838115703e-04
4.923197139484617249e-03,4.125775065785306879e+02,4.102901539124198393e+02,4.128770248498182696e+02,1.006304979324340820e+00,5.544055673513723081e-03,7.259684944326233284e-04
4.965709081973745942e-03,4.055435090802459399e+02,4.033333111106858269e+02,4.058269881125727352e+02,1.006182670593261719e+00,5.449965096402950050e-03,6.990101579229136960e-04
5.008588116253633905e-03,3.986294335845353771e+02,3.964937906649175261e+02,3.988973009671156547e+02,1.006061911582946777e+00,5.357464200307114795e-03,6.719709083485733659e-04
5.051837412171976231e-03,3.918332355517603673e+02,3.897696354845761562e+02,3.920859668554277846e+02,1.005942821502685547e+00,5.266526368745496484e-03,6.449971077913628763e-04
5.095460166948192690e-03,3.851529052994575864e+02,3.831589204017876114e+02,3.853908374834432493e+02,1.005825042724609375e+00,5.177125422745144749e-03,6.177603250861367964e-04
5.139459605409765590e-03,3.785864674080652890e+02,3.766597516751816670e+02,3.788100320134657863e+02,1.005708813667297363e+00,5.089235613926161757e-03,5.905245555423533710e-04
5.183838980230667109e-03,3.721319801367727109e+02,3.702702665005934364e+02,3.723416081100801875e+02,1.005594134330749512e+00,5.002831617683123518e-03,5.633162009629764152e-04
5.228601572171792840e-03,3.657875348493378738e+02,3.639886325285768294e+02,3.659835691580073558e+02,1.005480766296386719e+00,4.917888526469290505e-03,5.359239722322015368e-04
5.273750690323498677e-03,3.595512554496896769e+02,3.578130473886528762e+02,3.597341270276454566e+02,1.005368947982788086e+00,4.834381843175123913e-03,5.086105949680602223e-04
5.319289672350233263e-03,3.534212978271522729e+02,3.517417382202291947e+02,3.535913094569461919e+02,1.005258321762084961e+00,4.752287474606299578e-03,4.810452308311835264e-04
5.365221884737251222e-03,3.473958493111326788e+02,3.457729612101308589e+02,3.475534309924203171e+02,1.005149245262145996e+00,4.671581725054919053e-03,4.536084170266118493e-04
5.411550723039517362e-03,3.414731281350962604e+02,3.399050011366601893e+02,3.416186254236778268e+02,1.005041480064392090e+00,4.592241289966677784e-03,4.260870815111508173e-04
5.458279612132701207e-03,3.356513829096896870e+02,3.341361709201372037e+02,3.357852213318495842e+02,1.004935264587402344e+00,4.514243249699841781e-03,3.987423528533702187e-04
5.505412006466366831e-03,3.299288921048423617e+02,3.284648111798387617e+02,3.300513362885796482e+02,1.004830121994018555e+00,4.437565063378430194e-03,3.711229500275989497e-04
5.552951390319352774e-03,3.243039635406967705e+02,3.228892897972738751e+02,3.244153584456828412e+02,1.004726290702819824e+00,4.362184562833344888e-03,3.434891876432211557e-04
5.600901278057322970e-03,3.187749338872227440e+02,3.174080014857299830e+02,3.188756611453097776e+02,1.004623889923095703e+00,4.288079946638335624e-03,3.159823668026205288e-04
5.649265214392601431e-03,3.133401681723550496e+02,3.120193673660132845e+02,3.134305315041514746e+02,1.004522681236267090e+00,4.215229774228145161e-03,2.883873214324693748e-04
5.698046774646195294e-03,3.079980592985236285e+02,3.067218345483249777e+02,3.080783623610136601e+02,1.004422664642333984e+00,4.143612960111817817e-03,2.607258716919341919e-04
5.747249565012107694e-03,3.027470275674228333e+02,3.015138757201989392e+02,3.028176094624507186e+02,1.004323959350585938e+00,4.073208768166243325e-03,2.331381932797557557e-04
5.796877222823930940e-03,2.975855202128834094e+02,2.963939887404334286e+02,2.976466819735423428e+02,1.004226446151733398e+00,4.003996806019313043e-03,2.055266688217229228e-04
5.846933416823716506e-03,2.925120109417114804e+02,2.913606962389525847e+02,2.925641218136471480e+02,1.004130363464355469e+00,3.935957019516428748e-03,1.781495117684299661e-04
5.897421847433218997e-03,2.875249994823493580e+02,2.864125452225198387e+02,2.875682528492484948e+02,1.004035115242004395e+00,3.869069687270135487e-03,1.504334126667552065e-04
5.948346247027433420e-03,2.826230111412371002e+02,2.815481066862473085e+02,2.826578051071733171e+02,1.003941416740417480e+00,3.803315415292289961e-03,1.231108740782223233e-04
5.999710380210515094e-03,2.778045963667352112e+02,2.767659752308247221e+02,2.778310906800597877e+02,1.003848433494567871e+00,3.738675131707991199e-03,9.537032025777165370e-05
6.051518044094083074e-03,2.730683303204817776e+02,2.720647686854025551e+02,2.730869160130508817e+02,1.003756999969482422e+00,3.675130081549223514e-03,6.806242432907314000e-05
6.103773068577905345e-03,2.684128124560597826e+02,2.674431277360637864e+02,2.684237452262249235e+02,1.003666639328002930e+00,3.612661821628716970e-03,4.073117846015891606e-05
6.156479316633053402e-03,2.638366661048430046e+02,2.628997155598104882e+02,2.638402002700549360e+02,1.003577351570129395e+00,3.551252215490747609e-03,1.339527694959196382e-05
6.209640684587457680e-03,2.593385380689075532e+02,2.584332174640069866e+02,2.593348954788500578e+02,1.003489017486572266e+00,3.490883428439850184e-03,1.404569519292809270e-05
6.263261102413951453e-03,2.549170982208811438e+02,2.540423405312056673e+02,2.549065609443825622e+02,1.003401875495910645e+00,3.431537922644617954e-03,4.133609150631097035e-05
