step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step,encounter_gate_suppressed
6712,0,33.559999999998716,0.005,1,2,0.1244772093698436,-1.2763634733041163,0.3806975891719921,0.01,0.005,1.016518024632324,1.0000087127391588,False,True,1,False
6713,0,33.56499999999872,0.005,1,2,0.1222538953994599,-1.2742592456337292,0.38549750658528315,0.01,0.005,1.0163673137734728,1.0000090325216298,False,True,1,False
6714,0,33.56999999999872,0.005,1,2,0.12001382784555649,-1.272241409095032,0.3903890538305236,0.01,0.005,1.0162477791445461,1.0000093728544146,False,True,1,False
6715,0,33.574999999998724,0.005,1,2,0.11775619088794242,-1.2703062295707257,0.3953803090634753,0.01,0.005,1.0161630199035296,1.0000097356953483,False,True,1,False
6716,0,33.579999999998726,0.005,1,2,0.11548012549888183,-1.2684497515377322,0.4004801860217318,0.01,0.005,1.016117802455862,1.0000101232510425,False,True,1,False
6717,0,33.58499999999873,0.005,1,2,0.11318472535726072,-1.2666677743796995,0.40569853844518716,0.01,0.005,1.016117173419102,1.0000105380168465,False,True,1,False
6718,0,33.58999999999873,0.005,1,2,0.11086903225620923,-1.2649558087067916,0.41104628141007377,0.01,0.005,1.0161670347864207,1.0000109828246564,False,True,1,False
6719,0,33.594999999998734,0.005,1,2,0.10853203093228009,-1.2633090332488541,0.41653553289722334,0.01,0.005,1.0162740351035866,1.0000114609003963,False,True,1,False
6720,0,33.59999999999874,0.005,1,2,0.10617264321916645,-1.26172224008496,0.42217977971537113,0.01,0.005,1.016445553899807,1.000011975933517,False,True,1,False
6721,0,33.60499999999874,0.005,1,2,0.10378972142004238,-1.2601897670699949,0.4279940728816448,0.01,0.005,1.0166898905732606,1.0000125321615037,False,True,1,False
6722,0,33.60999999999874,0.005,1,2,0.10138204076721188,-1.2587054179573265,0.4339952588472169,0.01,0.005,1.017016102792634,1.0000131344732694,False,True,1,False
6723,0,33.614999999998744,0.005,1,2,0.09894829081417719,-1.2572623600238302,0.4402022546049494,0.01,0.005,1.017434197805452,1.0000137885364948,False,True,1,False
6724,0,33.61999999999875,0.005,1,2,0.09648706557360504,-1.2558530002407693,0.4466363768700916,0.01,0.005,1.0179548438511927,1.000014500955539,False,True,1,False
6725,0,33.62499999999875,0.005,1,2,0.09399685217808908,-1.254468823782879,0.4533217383513011,0.01,0.005,1.018589397622536,1.0000152794687505,False,True,1,False
6726,0,33.62999999999875,0.005,1,2,0.09147601779617462,-1.2531001910609199,0.4602857278745344,0.01,0.005,1.0193501003422343,1.0000161331969517,False,True,1,False
6727,0,33.634999999998755,0.005,1,2,0.0889227944665348,-1.2517360844783052,0.46755959617327275,0.01,0.005,1.020250202193516,1.0000170729590911,False,True,1,False
6728,0,33.63999999999876,0.005,1,2,0.08633526143342363,-1.250363787134098,0.47517917598226145,0.01,0.005,1.0213049440813433,1.0000181116769216,False,True,1,False
6729,0,33.64499999999876,0.005,1,2,0.08371132444788197,-1.2489684918401722,0.48318577446711297,0.01,0.005,1.0225322687293237,1.0000192648989998,False,True,1,False
6730,0,33.64999999999876,0.005,1,2,0.08104869135004487,-1.2475328076829852,0.4916272890556654,0.01,0.005,1.0239549745801437,1.0000205514866,False,True,1,False
6731,0,33.654999999998765,0.005,1,2,0.07834484303655684,-1.2460361641461324,0.5005596161254363,0.01,0.005,1.0256019426967566,1.000021994522147,False,True,1,False
6732,0,33.65999999999877,0.005,1,2,0.07559699865653655,-1.2444540420557362,0.5100484482054388,0.01,0.005,1.0275100416926026,1.0000236225279366,False,True,1,False
6733,0,33.66499999999877,0.005,1,2,0.07280207355970489,-1.242756977605066,0.5201715932462756,0.01,0.005,1.0297265585486317,1.0000254711242211,False,True,1,False
6734,0,33.66999999999877,0.005,1,2,0.06995662804851562,-1.2409092520798688,0.5310220055156515,0.01,0.005,1.0323122515630105,1.000027585320175,False,True,1,False
6735,0,33.674999999998775,0.005,1,2,0.06705680435327914,-1.2388671349819453,0.5427118018010089,0.01,0.005,1.0353474038640953,1.0000300227338126,False,True,1,False
6736,0,33.67999999999878,0.005,1,2,0.0640982482920107,-1.236576556049347,0.555377666011755,0.01,0.005,1.0389417197085498,1.000032858204234,False,True,1,False
6737,0,33.68499999999878,0.005,1,2,0.0610760106060919,-1.233970023151389,0.5691882491950601,0.01,0.005,1.0432470694340528,1.0000361905400883,False,True,1,False
6738,0,33.68999999999878,0.005,1,2,0.057984420888216696,-1.2309624156360544,0.5843545009357632,0.01,0.005,1.0484783477484272,1.0000401526327565,False,True,1,False
6739,0,33.694999999998785,0.005,1,2,0.05481692384611305,-1.2274452239269795,0.6011444153276604,0.01,0.005,1.0549404660952695,1.0000449270289171,False,True,1,False
6740,0,33.69999999999879,0.005,1,2,0.0515658628926357,-1.223278287797073,0.6199046146576216,0.01,0.005,1.0630644099183189,1.0000507706664457,False,True,1,False
6763,0,33.81499999999885,0.005,1,2,0.051308589001640634,1.2143784038822565,0.6187326961752786,0.01,0.005,1.0,1.000051281100548,False,False,1,True
6764,0,33.81999999999885,0.005,1,2,0.05454572087584071,1.219621836924295,0.5996864651648324,0.01,0.005,1.0,1.0000453749000362,False,False,1,True
6765,0,33.82499999999885,0.005,1,2,0.05770162137473063,1.2236363635677956,0.5826376317718908,0.01,0.005,1.0,1.0000405471813951,False,False,1,True
6766,0,33.829999999998854,0.005,1,2,0.06078245853320398,1.2266628196760152,0.5672490790217017,0.01,0.005,1.0,1.0000365409545755,False,False,1,True
6767,0,33.83499999999886,0.005,1,2,0.06379366130313693,1.2288808889742544,0.5532581520013611,0.01,0.005,1.0,1.0000331727222929,False,False,1,True
6768,0,33.83999999999886,0.005,1,2,0.06674002141612777,1.2304273440198592,0.5404568420479123,0.01,0.005,1.0,1.0000303084187465,False,False,1,True
6769,0,33.84499999999886,0.005,1,2,0.06962578351466864,1.2314081333784672,0.5286780173939324,0.01,0.005,1.0,1.00002784810151,False,False,1,True
6770,0,33.849999999998865,0.005,1,2,0.07245472261533362,1.2319066049531635,0.5177856480978761,0.01,0.005,1.0,1.0000257159299204,False,False,1,True
6771,0,33.85499999999887,0.005,1,2,0.07523020979408135,1.2319892320859736,0.5076677317593455,0.01,0.005,1.0,1.0000238534361516,False,False,1,True
6772,0,33.85999999999887,0.005,1,2,0.07795526757568147,1.2317096838551165,0.4982310843089677,0.01,0.005,1.0,1.0000222149041285,False,False,1,True
6773,0,33.86499999999887,0.005,1,2,0.08063261658243594,1.2311117721718423,0.4893974436068666,0.01,0.005,1.0,1.0000207641312362,False,False,1,True
6774,0,33.869999999998875,0.005,1,2,0.08326471486803709,1.2302316212449789,0.4811005132984185,0.01,0.005,1.0,1.00001947211741,False,False,1,True
6775,0,33.87499999999888,0.005,1,2,0.08585379116963064,1.2290992886647796,0.4732836908362266,0.01,0.005,1.0,1.0000183153886526,False,False,1,True
6776,0,33.87999999999888,0.005,1,2,0.08840187311410108,1.2277399932754305,0.46589830057499687,0.01,0.005,1.0,1.0000172747624683,False,False,1,True
6777,0,33.88499999999888,0.005,1,2,0.09091081123627841,1.2261750567931327,0.4589022046995419,0.01,0.005,1.0,1.0000163344262518,False,False,1,True
6778,0,33.889999999998885,0.005,1,2,0.09338229951405642,1.224422634128185,0.4522587002642468,0.01,0.005,1.0,1.0000154812406217,False,False,1,True
6779,0,33.89499999999889,0.005,1,2,0.09581789299825713,1.2224982857481757,0.44593563533478203,0.01,0.005,1.0,1.0000147042067158,False,False,1,True
6780,0,33.89999999999889,0.005,1,2,0.09821902301076645,1.2204154305679178,0.43990469466746185,0.01,0.005,1.0,1.0000139940545234,False,False,1,True
6781,0,33.90499999999889,0.005,1,2,0.10058701029955061,1.218185707494954,0.43414081784239655,0.01,0.005,1.0,1.0000133429216018,False,False,1,True
6782,0,33.909999999998895,0.005,1,2,0.10292307647026128,1.2158192664357401,0.42862172180739483,0.01,0.005,1.0,1.0000127441000555,False,False,1,True
6783,0,33.9149999999989,0.005,1,2,0.10522835395827351,1.2133250043212493,0.423327506415128,0.01,0.005,1.0,1.0000121918355773,False,False,1,True
6784,0,33.9199999999989,0.005,1,2,0.10750389475966128,1.210710757907248,0.41824032644421594,0.01,0.005,1.0,1.000011681166568,False,False,1,True
6785,0,33.9249999999989,0.005,1,2,0.1097506781027407,1.2079834623160703,0.4133441172677548,0.01,0.005,1.0,1.0000112077943941,False,False,1,True
6786,0,33.929999999998905,0.005,1,2,0.11196961721174217,1.2051492822210454,0.40862436410735437,0.01,0.005,1.0,1.000010767978033,False,False,1,True
6787,0,33.93499999999891,0.005,1,2,0.1141615652895688,1.2022137210295385,0.40406790692538114,0.01,0.005,1.0,1.0000103584479616,False,False,1,True
6788,0,33.93999999999891,0.005,1,2,0.11632732082640282,1.1991817122540447,0.3996627746332944,0.01,0.005,1.0,1.0000099763353412,False,False,1,True
6789,0,33.94499999999891,0.005,1,2,0.11846763232427754,1.19605769637263,0.39539804355274444,0.01,0.005,1.0,1.0000096191134547,False,False,1,True
6790,0,33.949999999998916,0.005,1,2,0.12058320251397092,1.1928456857982233,0.39126371604849364,0.01,0.005,1.0,1.000009284549002,False,False,1,True
6791,0,33.95499999999892,0.005,1,2,0.12267469212914936,1.1895493200490088,0.38725061602407623,0.01,0.005,1.0,1.0000089706613986,False,False,1,True
6792,0,33.95999999999892,0.005,1,2,0.12474272329317117,1.1861719128013757,0.38335029858178016,0.01,0.005,1.0,1.000008675688582,False,False,1,True
6793,0,33.96499999999892,0.005,1,2,0.1267878825659984,1.182716492184731,0.379554971634561,0.01,0.005,1.0,1.0000083980581707,False,False,1,True
6794,0,33.969999999998926,0.005,1,2,0.12881072369198238,1.179185835423141,0.3758574276467007,0.01,0.005,1.0,1.000008136363015,False,False,1,True
6795,0,33.97499999999893,0.005,1,2,0.13081177008366152,1.1755824987268082,0.37225098399344025,0.01,0.005,1.0,1.0000078893403987,False,False,1,True
6796,0,33.97999999999893,0.005,1,2,0.13279151707195325,1.1719088431750146,0.3687294306835869,0.01,0.005,1.0,1.0000076558542628,False,False,1,True
6797,0,33.984999999998934,0.005,1,2,0.13475043394908806,1.1681670572025877,0.36528698439552165,0.01,0.005,1.0,1.0000074348799721,False,False,1,True
6798,0,33.989999999998936,0.005,1,2,0.13668896582720236,1.164359176197267,0.36191824794596317,0.01,0.005,1.0,1.0000072254911945,False,False,1,True
6799,0,33.99499999999894,0.005,1,2,0.13860753533257844,1.1604870996304406,0.3586181744494883,0.01,0.005,1.0,1.0000070268485757,False,False,1,True
6800,0,33.99999999999894,0.005,1,2,0.14050654415301275,1.1565526060744618,0.35538203554133374,0.01,0.005,1.0,1.0000068381899303,False,False,1,True
6801,0,34.004999999998944,0.005,1,2,0.14238637445364058,1.1525573664030355,0.35220539313083576,0.01,0.005,1.0,1.0000066588217098,False,False,1,True
6802,0,34.009999999998946,0.005,1,2,0.14424739017469293,1.1485029554245008,0.3490840742317945,0.01,0.005,1.0,1.0000064881115704,False,False,1,True
6803,0,34.01499999999895,0.005,1,2,0.14608993822305952,1.1443908621592562,0.34601414848201384,0.01,0.005,1.0,1.0000063254818727,False,False,1,True
6804,0,34.01999999999895,0.005,1,2,0.1479143495681473,1.1402224989406242,0.34299190801952756,0.01,0.005,1.0,1.0000061704039858,False,False,1,True
6805,0,34.024999999998954,0.005,1,2,0.1497209402513208,1.1359992094918114,0.3400138494295193,0.01,0.005,1.0,1.0000060223932794,False,False,1,True
14806,0,74.03000000000516,0.005,1,2,0.14946348828159622,-1.3183010468669343,0.1650776973002464,0.01,0.005,1.0239663471083555,1.0000060431584032,False,True,1,False
14807,0,74.03500000000516,0.005,1,2,0.14737099220607197,-1.314666214248093,0.1641149894692285,0.01,0.005,1.0238545432341668,1.0000062159885164,False,True,1,False
14808,0,74.04000000000515,0.005,1,2,0.14526923209150816,-1.311212019966392,0.16324404338332418,0.01,0.005,1.0237567621925976,1.0000063971561248,False,True,1,False
14809,0,74.04500000000515,0.005,1,2,0.1431576034302102,-1.3079396302205213,0.16246467187489713,0.01,0.005,1.0236737824300803,1.0000065872691177,False,True,1,False
14810,0,74.05000000000514,0.005,1,2,0.14103547537909839,-1.3048502459406857,0.1617767831637974,0.01,0.005,1.023606233813958,1.000006786994954,False,True,1,False
14811,0,74.05500000000514,0.005,1,2,0.1389021888938137,-1.3019451040824994,0.16118039085305685,0.01,0.005,1.0235546163593598,1.0000069970680183,False,True,1,False
14812,0,74.06000000000513,0.005,1,2,0.1367570546793384,-1.299225479228388,0.16067562514500505,0.01,0.005,1.0235198771311818,1.000007218298095,False,True,1,False
14813,0,74.06500000000513,0.005,1,2,0.13459935092816958,-1.2966926923169604,0.1602627454667088,0.01,0.005,1.0235024799520276,1.0000074515801416,False,True,1,False
14814,0,74.07000000000512,0.005,1,2,0.13242832082223246,-1.2943481086454394,0.15994215472237722,0.01,0.005,1.0235034660961264,1.0000076979056018,False,True,1,False
14815,0,74.07500000000512,0.005,1,2,0.1302431697659594,-1.292193149125095,0.159714415433619,0.01,0.005,1.02352374733714,1.0000079583755639,False,True,1,False
14816,0,74.08000000000511,0.005,1,2,0.12804306231019147,-1.290229293444843,0.15958026807982778,0.01,0.005,1.0235644596178939,1.000008234216089,False,True,1,False
14817,0,74.08500000000511,0.005,1,2,0.12582711872781419,-1.2884580882464383,0.15954065200730133,0.01,0.005,1.0236270004566734,1.0000085267961765,False,True,1,False
14818,0,74.0900000000051,0.005,1,2,0.12359441118675839,-1.286881156651247,0.159596729355058,0.01,0.005,1.0237128989469875,1.0000088376488687,False,True,1,False
14819,0,74.0950000000051,0.005,1,2,0.12134395946224635,-1.2855002069474364,0.15974991253454615,0.01,0.005,1.023824337160476,1.000009168496179,False,True,1,False
14820,0,74.1000000000051,0.005,1,2,0.11907472611361179,-1.2843170497752696,0.16000189591872974,0.01,0.005,1.0239638529611763,1.0000095212786444,False,True,1,False
14821,0,74.10500000000509,0.005,1,2,0.11678561103920411,-1.28333361283294,0.16035469253889317,0.01,0.005,1.0241348619059916,1.0000098981905512,False,True,1,False
14822,0,74.11000000000509,0.005,1,2,0.11447544530624672,-1.2825519653139086,0.1608106767683712,0.01,0.005,1.0243412488853787,1.00001030172212,False,True,1,False
14823,0,74.11500000000508,0.005,1,2,0.11214298413368093,-1.2819743388402334,0.16137263420024156,0.01,0.005,1.0245884867240944,1.0000107347102978,False,True,1,False
14824,0,74.12000000000508,0.005,1,2,0.10978689887226958,-1.2816031692986682,0.16204382022393699,0.01,0.005,1.0248829684908145,1.0000112004002741,False,True,1,False
14825,0,74.12500000000507,0.005,1,2,0.1074057677970375,-1.2814411329123299,0.16282802917984954,0.01,0.005,1.0252329793052384,1.0000117025204158,False,True,1,False
14826,0,74.13000000000507,0.005,1,2,0.10499806548893238,-1.2814912041448085,0.16372967645596798,0.01,0.005,1.02564847805375,1.0000122453741607,False,True,1,False
14827,0,74.13500000000506,0.005,1,2,0.10256215052439707,-1.281756717861067,0.16475389653125605,0.01,0.005,1.0261416261898886,1.0000128339534675,False,True,1,False
14828,0,74.14000000000506,0.005,1,2,0.10009625113296067,-1.2822414504914401,0.1659066608026366,0.01,0.005,1.0267268910216165,1.000013474079924,False,True,1,False
14829,0,74.14500000000506,0.005,1,2,0.0975984483940226,-1.282949715596957,0.16719492014922277,0.01,0.005,1.0274213018095064,1.0000141725816467,False,True,1,False
14830,0,74.15000000000505,0.005,1,2,0.09506665644026796,-1.2838864797777645,0.1686267786783707,0.01,0.005,1.028244057354337,1.0000149375169194,False,True,1,False
14831,0,74.15500000000505,0.005,1,2,0.09249859900468368,-1.2850574894993334,0.17021170711647657,0.01,0.005,1.0292169595353824,1.0000157784595478,False,True,1,False
14832,0,74.16000000000504,0.005,1,2,0.08989178146211121,-1.2864694291977317,0.17196080709016878,0.01,0.005,1.030363676626193,1.0000167068665342,False,True,1,False
14833,0,74.16500000000504,0.005,1,2,0.08724345728014782,-1.2881300909453872,0.17388714140272457,0.01,0.005,1.0317098524144297,1.0000177365569372,False,True,1,False
14834,0,74.17000000000503,0.005,1,2,0.08455058747593001,-1.290048578434831,0.17600615084858456,0.01,0.005,1.0332826610066728,1.0000188843428408,False,True,1,False
14835,0,74.17500000000503,0.005,1,2,0.0818097912252177,-1.2922355397502556,0.17833618590362812,0.01,0.005,1.0351107417187397,1.0000201708713647,False,True,1,False
14836,0,74.18000000000502,0.005,1,2,0.07901728515929586,-1.294703446167665,0.18089919295241375,0.01,0.005,1.037224517081553,1.0000216217641082,False,True,1,False
14837,0,74.18500000000502,0.005,1,2,0.07616880799850605,-1.2974669400307863,0.183721611507708,0.01,0.005,1.0396575390709206,1.0000232691829627,False,True,1,False
14838,0,74.19000000000501,0.005,1,2,0.07325952588000072,-1.3005433018923003,0.18683556427313025,0.01,0.005,1.0424489931143563,1.0000251540188385,False,True,1,False
14839,0,74.19500000000501,0.005,1,2,0.07028391182367522,-1.3039531102971726,0.1902804611594886,0.01,0.005,1.045649655772787,1.0000273290097867,False,True,1,False
14840,0,74.200000000005,0.005,1,2,0.06723558983120369,-1.3077212741220026,0.19410520065089848,0.01,0.005,1.0493322202376114,1.0000298632790063,False,True,1,False
14841,0,74.205000000005,0.005,1,2,0.06410712946378604,-1.3118787298224683,0.1983712535512042,0.01,0.005,1.0536066791849468,1.0000328491006985,False,True,1,False
14842,0,74.210000000005,0.005,1,2,0.060889769348063914,-1.316465263607301,0.20315708512962405,0.01,0.005,1.0586449426811555,1.0000364122693115,False,True,1,False
14843,0,74.21500000000499,0.005,1,2,0.057573035809026285,-1.3215343354884914,0.2085646700444923,0.01,0.005,1.0647161670364271,1.0000407285037778,False,True,1,False
14844,0,74.22000000000499,0.005,1,2,0.054144201909062675,-1.327161361047565,0.21472939691529902,0.01,0.005,1.0722413339041073,1.0000460503768502,False,True,1,False
14845,0,74.22500000000498,0.005,1,2,0.050587494905886966,-1.3334582829406425,0.2218356946326849,0.01,0.005,1.081876691687337,1.0000527534952328,False,True,1,False
14865,2,74.32750000000489,0.0025,1,2,0.05102102425968542,0.9790786283131707,0.22324151624224853,0.01,0.005,1.0,1.0000518607957611,False,False,1,True
14866,0,74.33000000000489,0.005,1,2,0.05233111443658624,0.966688764211113,0.2208149323141822,0.01,0.005,1.0,1.000049296645711,False,False,1,True
14867,0,74.33500000000488,0.005,1,2,0.054853782014855954,0.9422359921647343,0.21648923794321728,0.01,0.005,1.0,1.0000448666726753,False,False,1,True
14868,0,74.34000000000488,0.005,1,2,0.05725809488926822,0.9182858469052924,0.21276571900968416,0.01,0.005,1.0,1.0000411777830485,False,False,1,True
14869,0,74.34500000000487,0.005,1,2,0.05955366898038325,0.89479472096946,0.20955258594796228,0.01,0.005,1.0,1.000038064442935,False,False,1,True
14870,0,74.35000000000487,0.005,1,2,0.06174864834394198,0.8717247254617472,0.20677800595244272,0.01,0.005,1.0,1.000035406371372,False,False,1,True
14871,0,74.35500000000486,0.005,1,2,0.06385000793698337,0.8490426542139364,0.20438476722595825,0.01,0.005,1.0,1.0000331141989873,False,False,1,True
14872,0,74.36000000000486,0.005,1,2,0.06586377961283169,0.826719181114229,0.20232659626239108,0.01,0.005,1.0,1.0000311202245926,False,False,1,True
14873,0,74.36500000000485,0.005,1,2,0.06779522402541717,0.8047282282522036,0.20056555378029922,0.01,0.005,1.0,1.000029372282338,False,False,1,True
14874,0,74.37000000000485,0.005,1,2,0.06964896357653871,0.7830464619076375,0.1990701539089878,0.01,0.005,1.0,1.0000278295681035,False,False,1,True
14875,0,74.37500000000485,0.005,1,2,0.07142908675662907,0.7616528858842362,0.197813980058742,0.01,0.005,1.0,1.000026459734893,False,False,1,True
14876,0,74.38000000000484,0.005,1,2,0.07313923111466406,0.7405285100418937,0.1967746491851058,0.01,0.005,1.0,1.0000252368306999,False,False,1,True
14877,0,74.38500000000484,0.005,1,2,0.07478265001479988,0.7196560776465692,0.195933025095061,0.01,0.005,1.0,1.0000241398081413,False,False,1,True
14878,0,74.39000000000483,0.005,1,2,0.07636226692082287,0.699019839232601,0.19527261282440775,0.01,0.005,1.0,1.0000231514298814,False,False,1,True
14879,0,74.39500000000483,0.005,1,2,0.07788071996508643,0.6786053636100012,0.19477908670187508,0.01,0.005,1.0,1.000022257452959,False,False,1,True
14880,0,74.40000000000482,0.005,1,2,0.07934039886242028,0.6583993788014675,0.1944399184997424,0.01,0.005,1.0,1.0000214460128523,False,False,1,True
14881,0,74.40500000000482,0.005,1,2,0.0807434757292703,0.6383896372928797,0.19424408147358196,0.01,0.005,1.0,1.0000207071527232,False,False,1,True
14882,0,74.41000000000481,0.005,1,2,0.08209193100365321,0.618564801183797,0.19418181261725714,0.01,0.005,1.0,1.0000200324596005,False,False,1,True
14883,0,74.41500000000481,0.005,1,2,0.0833875753921181,0.5989143437392632,0.1942444200557641,0.01,0.005,1.0,1.0000194147803338,False,False,1,True
14884,0,74.4200000000048,0.005,1,2,0.08463206856844906,0.5794284645469452,0.19442412578352714,0.01,0.005,1.0,1.000018847997729,False,False,1,True
14885,0,74.4250000000048,0.005,1,2,0.08582693519649508,0.5600980160284532,0.19471393633443637,0.01,0.005,1.0,1.0000183268525604,False,False,1,True
14886,0,74.4300000000048,0.005,1,2,0.08697357873308503,0.5409144394796597,0.19510753571330727,0.01,0.005,1.0,1.0000178468009244,False,False,1,True
14887,0,74.43500000000479,0.005,1,2,0.08807329337715578,0.5218697091505179,0.19559919621063193,0.01,0.005,1.0,1.0000174038990397,False,False,1,True
14888,0,74.44000000000479,0.005,1,2,0.08912727446127887,0.5029562831413553,0.1961837036903249,0.01,0.005,1.0,1.0000169947095592,False,False,1,True
14889,0,74.44500000000478,0.005,1,2,0.09013662752685389,0.48416706010559596,0.1968562946721558,0.01,0.005,1.0,1.0000166162248911,False,False,1,True
14890,0,74.45000000000478,0.005,1,2,0.09110237628078367,0.4654953409202136,0.19761260308923367,0.01,0.005,1.0,1.0000162658040308,False,False,1,True
14891,0,74.45500000000477,0.005,1,2,0.09202546959679819,0.4469347946238839,0.198448615030987,0.01,0.005,1.0,1.0000159411202474,False,False,1,True
14892,0,74.46000000000477,0.005,1,2,0.09290678769678512,0.4284794280356778,0.199360630115812,0.01,0.005,1.0,1.000015640117512,False,False,1,True
14893,0,74.46500000000476,0.005,1,2,0.09374714762501209,0.41012355855952604,0.20034522839850274,0.01,0.005,1.0,1.0000153609740354,False,False,1,True
14894,0,74.47000000000476,0.005,1,2,0.09454730810985333,0.3918617897556699,0.20139924192308828,0.01,0.005,1.0,1.0000151020715944,False,False,1,True
14895,0,74.47500000000475,0.005,1,2,0.0953079738926912,0.37368898932312644,0.202519730194632,0.01,0.005,1.0,1.0000148619696427,False,False,1,True
14896,0,74.48000000000475,0.005,1,2,0.09602979959137341,0.3556002691893658,0.20370395897357013,0.01,0.005,1.0,1.0000146393833373,False,False,1,True
14897,0,74.48500000000475,0.005,1,2,0.09671339315544665,0.3375909674469002,0.2049493819005717,0.01,0.005,1.0,1.0000144331648477,False,False,1,True
14898,0,74.49000000000474,0.005,1,2,0.09735931896194298,0.31965663191292193,0.2062536245442271,0.01,0.005,1.0,1.0000142422873826,False,False,1,True
14899,0,74.49500000000474,0.005,1,2,0.09796810059344402,0.301793005118766,0.2076144705323583,0.01,0.005,1.0,1.0000140658315009,False,False,1,True
14900,0,74.50000000000473,0.005,1,2,0.09854022333423235,0.2839960105618292,0.2090298494837051,0.01,0.005,1.0,1.000013902973352,False,False,1,True
14901,0,74.50500000000473,0.005,1,2,0.09907613641535352,0.26626174007447784,0.21049782650267018,0.01,0.005,1.0,1.0000137529745419,False,False,1,True
14902,0,74.51000000000472,0.005,1,2,0.09957625503518702,0.24858644218308482,0.2120165930377451,0.01,0.005,1.0,1.000013615173384,False,False,1,True
14903,0,74.51500000000472,0.005,1,2,0.100040962178538,0.2309665113462022,0.21358445893572015,0.01,0.005,1.0,1.0000134889773287,False,False,1,True
14904,0,74.52000000000471,0.005,1,2,0.10047061025419117,0.21339847797444386,0.21519984555004262,0.01,0.005,1.0,1.0000133738564156,False,False,1,True
14905,0,74.52500000000471,0.005,1,2,0.10086552256823955,0.1958789991462772,0.21686127978374495,0.01,0.005,1.0,1.0000132693375876,False,False,1,True
14906,0,74.5300000000047,0.005,1,2,0.10122599464823037,0.1784048499439301,0.2185673889659545,0.01,0.005,1.0,1.0000131749997738,False,False,1,True
14907,0,74.5350000000047,0.005,1,2,0.10155229543121091,0.160972915342232,0.22031689647680358,0.01,0.005,1.0,1.0000130904696223,False,False,1,True
14908,0,74.5400000000047,0.005,1,2,0.10184466832704647,0.1435801825906549,0.22210861804906157,0.01,0.005,1.0,1.000013015417816,False,False,1,True
14909,0,74.54500000000469,0.005,1,2,0.10210333216688931,0.126223734035256,0.2239414586864433,0.01,0.005,1.0,1.0000129495558956,False,False,1,True
14910,0,74.55000000000469,0.005,1,2,0.10232848204536721,0.10890074033282254,0.2258144101486515,0.01,0.005,1.0,1.0000128926335294,False,False,1,True
14911,0,74.55500000000468,0.005,1,2,0.10252029006389586,0.0916084540143598,0.2277265489620673,0.01,0.005,1.0,1.0000128444361926,False,False,1,True
14912,0,74.56000000000468,0.005,1,2,0.1026789059814886,0.0743442033592988,0.22967703492285077,0.01,0.005,1.0,1.000012804783204,False,False,1,True
14913,0,74.56500000000467,0.005,1,2,0.10280445777850843,0.05710538654546807,0.23166511006625531,0.01,0.005,1.0,1.0000127735260909,False,False,1,True
14914,0,74.57000000000467,0.005,1,2,0.10289705213797098,0.03988946604309164,0.23369009808236102,0.01,0.005,1.0,1.0000127505472631,False,False,1,True
14915,0,74.57500000000466,0.005,1,2,0.10295677484824294,0.02269396322387847,0.23575140416434803,0.01,0.005,1.0,1.00001273575896,False,False,1,True
