step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step,encounter_gate_suppressed
838,0,33.51999999999946,0.04,1,2,0.141066995344936,-1.293352456486644,0.6566479672852827,0.01,0.005,1.0760516806700144,1.0000067839623215,False,True,1,False
839,0,33.55999999999946,0.04,1,2,0.12405704451362641,-1.2459860594188272,0.6968619952458833,0.01,0.005,1.0949004843016634,1.0000087718569857,False,True,1,False
840,0,33.59999999999946,0.04,1,2,0.10649612862601074,-1.2027378540727802,0.7479413026843448,0.01,0.005,1.1269232718813647,1.0000119032893058,False,True,1,False
841,0,33.63999999999946,0.04,1,2,0.08811394435028577,-1.1599905524685272,0.8171851717358523,0.01,0.005,1.1817568356309005,1.000017387844275,False,True,1,False
842,0,33.67999999999946,0.04,1,2,0.06859028273908538,-1.109478765282985,0.9204666269903498,0.01,0.005,1.2631618211019013,1.0000286952927204,False,True,1,False
846,0,33.839999999999456,0.04,1,2,0.05461535280950804,1.0423751075072436,1.0244869342672158,0.01,0.005,1.0,1.0000452592713143,False,False,1,True
847,0,33.879999999999455,0.04,1,2,0.07561020044017189,1.18969472530795,0.8658168702595248,0.01,0.005,1.0,1.000023614279486,False,False,1,True
848,0,33.919999999999455,0.04,1,2,0.09600098535214052,1.2721009793141975,0.7594889035735434,0.01,0.005,1.0,1.0000146481725598,False,False,1,True
849,0,33.959999999999454,0.04,1,2,0.11548000326425004,1.3275453316468573,0.6798013454095148,0.01,0.005,1.0,1.000010123272473,False,False,1,True
850,0,33.99999999999945,0.04,1,2,0.13411533955448032,1.3690909188355227,0.614469927004478,0.01,0.005,1.0,1.0000075054615558,False,False,1,True
