step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
369,0,36.900000000000254,0.1,1,2,0.1405226492022885,-0.5655959731462298,0.78824534213392,0.01,0.005,1.107533257791393,1.000006836622593,False,False,1
370,0,37.000000000000256,0.1,1,2,0.12117109460192924,-0.6208914729313076,0.7985523886200283,0.01,0.005,1.147377841765544,1.000009194674762,False,True,1
371,0,37.10000000000026,0.1,1,2,0.09752568507778299,-0.7171865083221406,0.8547154906228558,0.01,0.005,1.2303035501770014,1.0000141937377385,False,True,1
372,0,37.20000000000026,0.1,1,2,0.06802564760332133,-0.7950731700356688,1.0156568713297562,0.01,0.005,1.2700215856864967,1.0000291736326603,False,True,1
373,2,37.35000000000026,0.05,1,2,0.054586879155906654,0.3634231593691508,1.1334121542763789,0.01,0.005,0.8833281532635439,1.0000453065003432,False,False,1
374,0,37.40000000000026,0.1,1,2,0.06563850055443513,0.5447915571203866,1.0286290980264499,0.01,0.005,0.7798753633519586,1.0000313342088352,False,False,1
375,0,37.50000000000026,0.1,1,2,0.09199390877850883,0.7261929610997855,0.876977996806069,0.01,0.005,0.825583972118286,1.0000159520601546,False,False,1
376,0,37.600000000000264,0.1,1,2,0.11932087673704897,0.7776387156163252,0.8031070241374781,0.01,0.005,0.8669885980635833,1.0000094820356382,False,False,1
377,0,37.700000000000266,0.1,1,2,0.14563982765458244,0.8314960529876761,0.7728187097309936,0.01,0.005,0.893247501351407,1.0000063646410644,False,False,1
700,0,70.0000000000003,0.1,1,2,0.11841241926013003,-1.1095292881782852,1.0405272918409563,0.01,0.005,1.2799262230036683,1.0000096280859159,False,True,1
701,0,70.10000000000029,0.1,1,2,0.08071244334244729,-0.9086168378054367,1.2769267628045626,0.01,0.005,1.2477650894551982,1.0000207230788452,False,True,1
702,0,70.20000000000029,0.1,1,2,0.061749505761264555,0.04682363083591474,1.4715676291243076,0.01,0.005,0.8236703038286903,1.000035405388109,False,False,1
703,0,70.30000000000028,0.1,1,2,0.08718418131275471,1.081299372340445,1.2256325609305632,0.01,0.005,0.7060749847705297,1.0000177606831513,False,False,1
704,0,70.40000000000028,0.1,1,2,0.13485896751593868,1.5205272417712328,0.9581197652250731,0.01,0.005,0.7606668150329052,1.0000074229176923,False,False,1
