step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
560,0,33.59999999999976,0.06,1,2,0.14103032414111052,-0.9989415316079108,1.1864206703757205,0.01,0.005,1.1051694660340332,1.0000067874907637,False,True,1
561,0,33.65999999999976,0.06,1,2,0.12242038248143385,-0.8547644096828103,1.2422062098841293,0.01,0.005,1.1004393535495554,1.0000090079705248,False,True,1
562,0,33.719999999999764,0.06,1,2,0.10583705858280862,-0.6864163298282334,1.3100543997514822,0.01,0.005,1.0943875461249482,1.0000120519998588,False,True,1
563,0,33.77999999999977,0.06,1,2,0.09251049125895283,-0.4711368309561394,1.3828250091990695,0.01,0.005,1.0762474745811668,1.000015774403146,False,False,1
564,0,33.83999999999977,0.06,1,2,0.08448068029958476,-0.18830158727572713,1.4388614964274493,0.01,0.005,1.0278187272636363,1.0000189156091952,False,False,1
565,0,33.89999999999977,0.06,1,2,0.08398037981676035,0.1498371829456983,1.4462379356818844,0.01,0.005,0.9565773966658037,1.0000191416550257,False,False,1
566,0,33.95999999999977,0.06,1,2,0.09172715927942066,0.4840827979346967,1.3958591228083654,0.01,0.005,0.9081369782424371,1.000016044974897,False,False,1
567,0,34.019999999999776,0.06,1,2,0.1061899136094155,0.766222748986355,1.3141877284785204,0.01,0.005,0.889598079921097,1.000011972038371,False,False,1
568,0,34.07999999999978,0.06,1,2,0.1250957004254842,0.9957819903723555,1.229249244209865,0.01,0.005,0.8846674733688278,1.0000086267979542,False,False,1
569,0,34.13999999999978,0.06,1,2,0.14678387869767293,1.1917438231333217,1.1531365640774256,0.01,0.005,0.8828033972980953,1.0000062658140603,False,False,1
