time,rmin_ias15,rmin_noNN,rmin_v4,pair_ias15,pair_noNN,pair_v4,err_noNN,err_v4
2.400480096019204090e-01,9.996648495356382780e-01,9.994828381528612082e-01,9.994828381528612082e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.188084155664352187e-02,6.188084155664352187e-02
2.600520104020804246e-01,9.996059457919260760e-01,9.994828381528612082e-01,9.994828381528612082e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.645680283808677202e-02,4.645680283808677202e-02
2.800560112022404402e-01,9.995421914734601287e-01,9.994828381528612082e-01,9.994828381528612082e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.102732050078098672e-02,3.102732050078098672e-02
3.000600120024005113e-01,9.994735761623922965e-01,9.994828381528612082e-01,9.994828381528612082e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.559363006723280508e-02,1.559363006723280508e-02
3.200640128025605269e-01,9.994000915637305527e-01,9.991861892551394675e-01,9.991861892551394675e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.194395126596478202e-02,6.194395126596478202e-02
3.400680136027205425e-01,9.993217315126518008e-01,9.991861892551394675e-01,9.991861892551394675e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.651281898338419790e-02,4.651281898338419790e-02
3.600720144028806136e-01,9.992384919812102861e-01,9.991861892551394675e-01,9.991861892551394675e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.107586547870372709e-02,3.107586547870372709e-02
3.800760152030406291e-01,9.991503710844346076e-01,9.991861892551394675e-01,9.991861892551394675e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.563436824194804411e-02,1.563436824194804411e-02
4.000800160032006447e-01,9.990573690858162159e-01,9.988212242349762127e-01,9.988212242349762127e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.200883887409697898e-02,6.200883887409697898e-02
4.200840168033607158e-01,9.989594884021844035e-01,9.988212242349762127e-01,9.988212242349762127e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.656904424323454750e-02,4.656904424323454750e-02
4.400880176035207314e-01,9.988567336079687831e-01,9.988212242349762127e-01,9.988212242349762127e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.112306651546832212e-02,3.112306651546832212e-02
4.600920184036807470e-01,9.987491114388433733e-01,9.988212242349762127e-01,9.988212242349762127e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.567224874560597253e-02,1.567224874560597253e-02
4.800960192038408181e-01,9.986366307947565080e-01,9.983881132357514954e-01,9.983881132357514954e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.207450231546520619e-02,6.207450231546520619e-02
5.001000200040007782e-01,9.985193027423361345e-01,9.983881132357514954e-01,9.983881132357514954e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.662451790873403668e-02,4.662451790873403668e-02
5.201040208041608492e-01,9.983971405166751634e-01,9.983881132357514954e-01,9.983881132357514954e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.116800882618635596e-02,3.116800882618635596e-02
5.401080216043209203e-01,9.982701595224924285e-01,9.983881132357514954e-01,9.983881132357514954e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.570641532579231114e-02,1.570641532579231114e-02
5.601120224044808804e-01,9.981383773346628185e-01,9.978875242397804435e-01,9.978875242397804435e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.213994006121153352e-02,6.213994006121153352e-02
5.801160232046409515e-01,9.980018136981209098e-01,9.978875242397804435e-01,9.978875242397804435e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.667828741510117452e-02,4.667828741510117452e-02
6.001200240048010226e-01,9.978604905271287739e-01,9.978875242397804435e-01,9.978875242397804435e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.120979375353947691e-02,3.120979375353947691e-02
6.201240248049609827e-01,9.977144319039094045e-01,9.978875242397804435e-01,9.978875242397804435e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573603735091855249e-02,1.573603735091855249e-02
6.401280256051210538e-01,9.975636640766404328e-01,9.973206247592995011e-01,9.973206247592995011e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.220415543087479820e-02,6.220415543087479820e-02
6.601320264052811249e-01,9.974082154568058023e-01,9.973206247592995011e-01,9.973206247592995011e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.672941256781502212e-02,4.672941256781502212e-02
6.801360272054410849e-01,9.972481166159029575e-01,9.973206247592995011e-01,9.973206247592995011e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.124754285636193590e-02,3.124754285636193590e-02
7.001400280056011560e-01,9.970834002814999986e-01,9.973206247592995011e-01,9.973206247592995011e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.576031361531434263e-02,1.576031361531434263e-02
7.201440288057612271e-01,9.969141013326422440e-01,9.966890811067860012e-01,9.966890811067860012e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.226616087731333404e-02,6.226616087731333404e-02
7.401480296059211872e-01,9.967402567946026526e-01,9.966890811067860012e-01,9.966890811067860012e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.677696971253027247e-02,4.677696971253027247e-02
7.601520304060812583e-01,9.965619058329728830e-01,9.966890811067860012e-01,9.966890811067860012e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.128040191166131523e-02,3.128040191166131523e-02
7.801560312062413294e-01,9.963790897470928831e-01,9.966890811067860012e-01,9.966890811067860012e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.577847603939545873e-02,1.577847603939545873e-02
8.001600320064012895e-01,9.961918519628122359e-01,9.959950552060924389e-01,9.959950552060924389e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.232498224561187211e-02,6.232498224561187211e-02
8.201640328065613605e-01,9.960002380245837061e-01,9.959950552060924389e-01,9.959950552060924389e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.682005584865289033e-02,4.682005584865289033e-02
8.401680336067214316e-01,9.958042955868805501e-01,9.959950552060924389e-01,9.959950552060924389e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.130754482988063608e-02,3.130754482988063608e-02
8.601720344068813917e-01,9.956040744049382551e-01,9.959950552060924389e-01,9.959950552060924389e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578979326751806661e-02,1.578979326751806661e-02
8.801760352070414628e-01,9.953996263248123810e-01,9.952411989030164330e-01,9.952411989030164330e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.237966300658217417e-02,6.237966300658217417e-02
9.001800360072015339e-01,9.951910052727530598e-01,9.952411989030164330e-01,9.952411989030164330e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.685779268593958519e-02,4.685779268593958519e-02
9.201840368073614940e-01,9.949782672438888254e-01,9.952411989030164330e-01,9.952411989030164330e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.132817748203109431e-02,3.132817748203109431e-02
9.401880376075215651e-01,9.947614702902173311e-01,9.952411989030164330e-01,9.952411989030164330e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.579357416290164129e-02,1.579357416290164129e-02
9.601920384076816362e-01,9.945406745078982924e-01,9.944306457322541482e-01,9.944306457322541482e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.242926846482691611e-02,6.242926846482691611e-02
9.801960392078415962e-01,9.943159420238478763e-01,9.944306457322541482e-01,9.944306457322541482e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.688933064246962601e-02,4.688933064246962601e-02
1.000200040008001556e+00,9.940873369816242144e-01,9.944306457322541482e-01,9.944306457322541482e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.134154143566861977e-02,3.134154143566861977e-02
1.020204040808161627e+00,9.938549255266078131e-01,9.944306457322541482e-01,9.944306457322541482e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578917119540633462e-02,1.578917119540633462e-02
1.040208041608321698e+00,9.936187757904674234e-01,9.935670000976297711e-01,9.935670000976297711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.247288994019557090e-02,6.247288994019557090e-02
1.060212042408481770e+00,9.933789578749114835e-01,9.935670000976297711e-01,9.935670000976297711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.691385278085172944e-02,4.691385278085172944e-02
1.080216043208641841e+00,9.931355438347180264e-01,9.935670000976297711e-01,9.935670000976297711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.134691759460257049e-02,3.134691759460257049e-02
1.100220044008801912e+00,9.928886076600439425e-01,9.935670000976297711e-01,9.935670000976297711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.577598371407560457e-02,1.577598371407560457e-02
1.120224044808961761e+00,9.926382252580060461e-01,9.926543238245131295e-01,9.926543238245131295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250964891982645211e-02,6.250964891982645211e-02
1.140228045609121832e+00,9.923844744335335033e-01,9.926543238245131295e-01,9.926543238245131295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.693057867759941465e-02,4.693057867759941465e-02
1.160232046409281903e+00,9.921274348694878453e-01,9.926543238245131295e-01,9.926543238245131295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.134362973476376851e-02,3.134362973476376851e-02
1.180236047209441974e+00,9.918671881060473483e-01,9.926543238245131295e-01,9.926543238245131295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.575346109231094346e-02,1.575346109231094346e-02
1.200240048009602045e+00,9.916038175193534476e-01,9.916971200478491566e-01,9.916971200478491566e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.253870117585792754e-02,6.253870117585792754e-02
1.220244048809762116e+00,9.913374082994166336e-01,9.916971200478491566e-01,9.916971200478491566e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.693876821826582779e-02,4.693876821826582779e-02
1.240248049609921965e+00,9.910680474272799412e-01,9.916971200478491566e-01,9.916971200478491566e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.133104792588848470e-02,3.133104792588848470e-02
1.260252050410082036e+00,9.907958236514371464e-01,9.916971200478491566e-01,9.916971200478491566e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.572110572939170239e-02,1.572110572939170239e-02
1.280256051210242108e+00,9.905208274635052268e-01,9.907003144066436340e-01,9.907003144066436340e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.255924084133326901e-02,6.255924084133326901e-02
1.300260052010402179e+00,9.902431510731484199e-01,9.907003144066436340e-01,9.907003144066436340e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.693772530824218137e-02,4.693772530824218137e-02
1.320264052810562250e+00,9.899628883822532144e-01,9.907003144066436340e-01,9.907003144066436340e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.130859182567741206e-02,3.130859182567741206e-02
1.340268053610722099e+00,9.896801349583536078e-01,9.907003144066436340e-01,9.907003144066436340e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.567847588791094343e-02,1.567847588791094343e-02
1.360272054410882170e+00,9.893949880073065195e-01,9.896692335264474227e-01,9.896692335264474227e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.257050443385675509e-02,6.257050443385675509e-02
1.380276055211042241e+00,9.891075463452149164e-01,9.896692335264474227e-01,9.896692335264474227e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.692680148612493607e-02,4.692680148612493607e-02
1.400280056011202312e+00,9.888179103696027594e-01,9.896692335264474227e-01,9.896692335264474227e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.127573382993374673e-02,3.127573382993374673e-02
1.420284056811362383e+00,9.885261820298384405e-01,9.896692335264474227e-01,9.896692335264474227e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.562518834263175449e-02,1.562518834263175449e-02
1.440288057611522454e+00,9.882324647968108167e-01,9.886095807856806195e-01,9.886095807856806195e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.257177481324804891e-02,6.257177481324804891e-02
1.460292058411682303e+00,9.879368636318573982e-01,9.886095807856806195e-01,9.886095807856806195e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.690539942334975843e-02,4.690539942334975843e-02
1.480296059211842374e+00,9.876394849549476884e-01,9.886095807856806195e-01,9.886095807856806195e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.123200205897469148e-02,3.123200205897469148e-02
1.500300060012002445e+00,9.873404366121226738e-01,9.886095807856806195e-01,9.886095807856806195e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.556092081240698262e-02,1.556092081240698262e-02
1.520304060812162517e+00,9.870398278421959049e-01,9.875274093798188657e-01,9.875274093798188657e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.256238505583987253e-02,6.256238505583987253e-02
1.540308061612322588e+00,9.867377692427172775e-01,9.875274093798188657e-01,9.875274093798188657e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.687297629042840030e-02,4.687297629042840030e-02
1.560312062412482659e+00,9.864343727352044011e-01,9.875274093798188657e-01,9.875274093798188657e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.117698315745567883e-02,3.117698315745567883e-02
1.580316063212642508e+00,9.861297515296456595e-01,9.875274093798188657e-01,9.875274093798188657e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548541414324091335e-02,1.548541414324091335e-02
1.600320064012802579e+00,9.858240200882814053e-01,9.864290927196793790e-01,9.864290927196793790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.254172222426450378e-02,6.254172222426450378e-02
1.620324064812962650e+00,9.855172940886670618e-01,9.864290927196793790e-01,9.864290927196793790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.682904696673073630e-02,4.682904696673073630e-02
1.640328065613122721e+00,9.852096903860263488e-01,9.864290927196793790e-01,9.864290927196793790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.111032488174150096e-02,3.111032488174150096e-02
1.660332066413282792e+00,9.849013269748997379e-01,9.864290927196793790e-01,9.864290927196793790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.539847420744659169e-02,1.539847420744659169e-02
1.680336067213442863e+00,9.845923229500981311e-01,9.853212922264327212e-01,9.853212922264327212e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250923100768465690e-02,6.250923100768465690e-02
1.700340068013602712e+00,9.842827984669673125e-01,9.853212922264327212e-01,9.853212922264327212e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.677318706741504656e-02,4.677318706741504656e-02
1.720344068813762783e+00,9.839728747009750531e-01,9.853212922264327212e-01,9.853212922264327212e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.103173844623975663e-02,3.103173844623975663e-02
1.740348069613922855e+00,9.836626738066279740e-01,9.853212922264327212e-01,9.853212922264327212e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.529997348128600380e-02,1.529997348128600380e-02
1.760352070414082926e+00,9.833523188757309352e-01,9.842109226164429403e-01,9.842109226164429403e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.246441720353529403e-02,6.246441720353529403e-02
1.780356071214242997e+00,9.830419338949988317e-01,9.842109226164429403e-01,9.842109226164429403e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.670503575797015777e-02,4.670503575797015777e-02
1.800360072014403068e+00,9.827316437030321206e-01,9.842109226164429403e-01,9.842109226164429403e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.094100059781160553e-02,3.094100059781160553e-02
1.820364072814562917e+00,9.824215739466720665e-01,9.842109226164429403e-01,9.842109226164429403e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518985226162544375e-02,1.518985226162544375e-02
1.840368073614722988e+00,9.821118510367438104e-01,9.831051148035080400e-01,9.831051148035080400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.240685100810614699e-02,6.240685100810614699e-02
1.860372074414883059e+00,9.818026021032089101e-01,9.831051148035080400e-01,9.831051148035080400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.662429832399441615e-02,4.662429832399441615e-02
1.880376075215043130e+00,9.814939549497346816e-01,9.831051148035080400e-01,9.831051148035080400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.083795538560462832e-02,3.083795538560462832e-02
1.900380076015203201e+00,9.811860380077027655e-01,9.831051148035080400e-01,9.831051148035080400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.506811948115570170e-02,1.506811948115570170e-02
1.920384076815363272e+00,9.808789802896705767e-01,9.820111765841801343e-01,9.820111765841801343e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.233617007984643826e-02,6.233617007984643826e-02
1.940388077615523121e+00,9.805729113423027332e-01,9.820111765841801343e-01,9.820111765841801343e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.653074846145658500e-02,4.653074846145658500e-02
1.960392078415683192e+00,9.802679611987953345e-01,9.820111765841801343e-01,9.820111765841801343e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.072251559256853823e-02,3.072251559256853823e-02
1.980396079215843264e+00,9.799642603308064137e-01,9.820111765841801343e-01,9.820111765841801343e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.493485308175019483e-02,1.493485308175019483e-02
2.000400080016003113e+00,9.796619395999184299e-01,9.809365513131658165e-01,9.809365513131658165e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.225208233625374732e-02,6.225208233625374732e-02
2.020404080816163184e+00,9.793611302086510095e-01,9.809365513131658165e-01,9.809365513131658165e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.642423025089899985e-02,4.642423025089899985e-02
2.040408081616323255e+00,9.790619636510464741e-01,9.809365513131658165e-01,9.809365513131658165e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.059466379463721478e-02,3.059466379463721478e-02
2.060412082416483326e+00,9.787645716628514680e-01,9.809365513131658165e-01,9.809365513131658165e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.479019990673460273e-02,1.479019990673460273e-02
2.080416083216643397e+00,9.784690861713201127e-01,9.798887748196831726e-01,9.798887748196831726e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.215436844278809242e-02,6.215436844278809242e-02
2.100420084016803468e+00,9.781756392446597781e-01,9.798887748196831726e-01,9.798887748196831726e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.630465977797515453e-02,4.630465977797515453e-02
2.120424084816963539e+00,9.778843630411492294e-01,9.798887748196831726e-01,9.798887748196831726e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.045445301419721570e-02,3.045445301419721570e-02
2.140428085617123610e+00,9.775953897579521268e-01,9.798887748196831726e-01,9.798887748196831726e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.463437507536145994e-02,1.463437507536145994e-02
2.160432086417283681e+00,9.773088515796581888e-01,9.788754308613033528e-01,9.788754308613033528e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.204288395059364553e-02,6.204288395059364553e-02
2.180436087217443752e+00,9.770248806265730002e-01,9.788754308613033528e-01,9.788754308613033528e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.617202636251617476e-02,4.617202636251617476e-02
2.200440088017603824e+00,9.767436089027939916e-01,9.788754308613033528e-01,9.788754308613033528e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.030200693613534571e-02,3.030200693613534571e-02
2.220444088817763451e+00,9.764651682440956826e-01,9.788754308613033528e-01,9.788754308613033528e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.446766080673217089e-02,1.446766080673217089e-02
2.240448089617923522e+00,9.761896902656590491e-01,9.779041054582465753e-01,9.779041054582465753e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.191756103903466035e-02,6.191756103903466035e-02
2.260452090418083593e+00,9.759173063096771017e-01,9.779041054582465753e-01,9.779041054582465753e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.602639335908707829e-02,4.602639335908707829e-02
2.280456091218243664e+00,9.756481473928650949e-01,9.779041054582465753e-01,9.779041054582465753e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.013751965751928011e-02,3.013751965751928011e-02
2.300460092018403735e+00,9.753823441539135608e-01,9.779041054582465753e-01,9.779041054582465753e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.429040466589918783e-02,1.429040466589918783e-02
2.320464092818563806e+00,9.751200268009153627e-01,9.769823404972208802e-01,9.769823404972208802e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.177840981934554221e-02,6.177840981934554221e-02
2.340468093618723877e+00,9.748613250588021861e-01,9.769823404972208802e-01,9.769823404972208802e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.586789849383613588e-02,4.586789849383613588e-02
2.360472094418883948e+00,9.746063681168273263e-01,9.769823404972208802e-01,9.769823404972208802e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.996125494587971450e-02,2.996125494587971450e-02
2.380476095219044019e+00,9.743552845761300762e-01,9.769823404972208802e-01,9.769823404972208802e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.410301721198163431e-02,1.410301721198163431e-02
2.400480096019204090e+00,9.741082023974163562e-01,9.761175870384386499e-01,9.761175870384386499e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.162551915713863210e-02,6.162551915713863210e-02
2.420484096819364161e+00,9.738652488488011016e-01,9.761175870384386499e-01,9.761175870384386499e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.569675370541893822e-02,4.569675370541893822e-02
2.440488097619524233e+00,9.736265504538386129e-01,9.761175870384386499e-01,9.761175870384386499e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.977354498612412581e-02,2.977354498612412581e-02
2.460492098419683860e+00,9.733922329397926010e-01,9.761175870384386499e-01,9.761175870384386499e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.390596903681724783e-02,1.390596903681724783e-02
2.480496099219843931e+00,9.731624211861757967e-01,9.753171588010532966e-01,9.753171588010532966e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.145905697420456920e-02,6.145905697420456920e-02
2.500500100020004002e+00,9.729372391736031966e-01,9.753171588010532966e-01,9.753171588010532966e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.551324446191102463e-02,4.551324446191102463e-02
2.520504100820164073e+00,9.727168099330008033e-01,9.753171588010532966e-01,9.753171588010532966e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.957478860226838216e-02,2.957478860226838216e-02
2.540508101620324144e+00,9.725012554952064958e-01,9.753171588010532966e-01,9.753171588010532966e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.369978719296011983e-02,1.369978719296011983e-02
