time,rmin_ias15,rmin_noNN,rmin_v4,pair_ias15,pair_noNN,pair_v4,err_noNN,err_v4
7.001400280056011560e-01,9.970834002814999986e-01,9.970166462707761301e-01,9.970166462707761301e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.547414596530201011e-02,1.547414596530201011e-02
7.201440288057612271e-01,9.969141013326422440e-01,9.966756507482907868e-01,9.966756507482907868e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.097117111945974638e-02,3.097117111945974638e-02
7.401480296059211872e-01,9.967402567946026526e-01,9.966756507482907868e-01,9.966756507482907868e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.547734945014393911e-02,1.547734945014393911e-02
7.601520304060812583e-01,9.965619058329728830e-01,9.963172881399608993e-01,9.963172881399608993e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.098173227067767613e-02,3.098173227067767613e-02
7.801560312062413294e-01,9.963790897470928831e-01,9.963172881399608993e-01,9.963172881399608993e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548036348982985075e-02,1.548036348982985075e-02
8.001600320064012895e-01,9.961918519628122359e-01,9.959418965933206636e-01,9.959418965933206636e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.099238206777389995e-02,3.099238206777389995e-02
8.201640328065613605e-01,9.960002380245837061e-01,9.959418965933206636e-01,9.959418965933206636e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548315745439074811e-02,1.548315745439074811e-02
8.401680336067214316e-01,9.958042955868805501e-01,9.955498472110867469e-01,9.955498472110867469e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.100308076477339969e-02,3.100308076477339969e-02
8.601720344068813917e-01,9.956040744049382551e-01,9.955498472110867469e-01,9.955498472110867469e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548570101225921723e-02,1.548570101225921723e-02
8.801760352070414628e-01,9.953996263248123810e-01,9.951415437610757753e-01,9.951415437610757753e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.101378853103701344e-02,3.101378853103701344e-02
9.001800360072015339e-01,9.951910052727530598e-01,9.951415437610757753e-01,9.951415437610757753e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548796416387033387e-02,1.548796416387033387e-02
9.201840368073614940e-01,9.949782672438888254e-01,9.947174223432341256e-01,9.947174223432341256e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.102446549072251578e-02,3.102446549072251578e-02
9.401880376075215651e-01,9.947614702902173311e-01,9.947174223432341256e-01,9.947174223432341256e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548991727518814719e-02,1.548991727518814719e-02
9.601920384076816362e-01,9.945406745078982924e-01,9.942779510133277210e-01,9.942779510133277210e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.103507176273334611e-02,3.103507176273334611e-02
9.801960392078415962e-01,9.943159420238478763e-01,9.942779510133277210e-01,9.942779510133277210e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.549153111115182321e-02,1.549153111115182321e-02
1.000200040008001556e+00,9.940873369816242144e-01,9.938236293628419649e-01,9.938236293628419649e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.104556750116575781e-02,3.104556750116575781e-02
1.020204040808161627e+00,9.938549255266078131e-01,9.938236293628419649e-01,9.938236293628419649e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.549277686903864117e-02,1.549277686903864117e-02
1.040208041608321698e+00,9.936187757904674234e-01,9.933549880546546085e-01,9.933549880546546085e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.105591293626547289e-02,3.105591293626547289e-02
1.060212042408481770e+00,9.933789578749114835e-01,9.933549880546546085e-01,9.933549880546546085e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.549362621173357678e-02,1.549362621173357678e-02
1.080216043208641841e+00,9.931355438347180264e-01,9.928725883140578912e-01,9.928725883140578912e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.106606841590503834e-02,3.106606841590503834e-02
1.100220044008801912e+00,9.928886076600439425e-01,9.928725883140578912e-01,9.928725883140578912e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.549405130089651257e-02,1.549405130089651257e-02
1.120224044808961761e+00,9.926382252580060461e-01,9.923770213747321600e-01,9.923770213747321600e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.107599444758516599e-02,3.107599444758516599e-02
1.140228045609121832e+00,9.923844744335335033e-01,9.923770213747321600e-01,9.923770213747321600e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.549402483001320781e-02,1.549402483001320781e-02
1.160232046409281903e+00,9.921274348694878453e-01,9.918689078793045955e-01,9.918689078793045955e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.108565174096489248e-02,3.108565174096489248e-02
