step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
1675,0,33.49999999999964,0.02,1,2,0.14806520564570458,-1.319531897841564,0.392370383043359,0.01,0.005,1.0710253907718836,1.0000061578369595,False,True,1
1676,0,33.51999999999964,0.02,1,2,0.13959482532980935,-1.3058870828397853,0.4093081864478421,0.01,0.005,1.0672369738621565,1.0000069278046142,False,True,1
1677,0,33.539999999999644,0.02,1,2,0.13094671611766615,-1.293947405500052,0.42730700749342404,0.01,0.005,1.0647370404531273,1.000007873088169,False,True,1
1678,0,33.55999999999965,0.02,1,2,0.12208260419421994,-1.2835491961185872,0.44669547361307527,0.01,0.005,1.0639904205700397,1.0000090578860834,False,True,1
1679,0,33.57999999999965,0.02,1,2,0.11295688606253934,-1.2745188253064066,0.46794927211184034,0.01,0.005,1.0657321011476992,1.0000105805711357,False,True,1
1680,0,33.59999999999965,0.02,1,2,0.10351360040379118,-1.2666697779635452,0.4917713497907228,0.01,0.005,1.0710338604234484,1.0000125991095314,False,True,1
1681,0,33.619999999999656,0.02,1,2,0.09368164358256648,-1.2597931044422828,0.5192362374868943,0.01,0.005,1.0814144906821226,1.0000153824629885,False,True,1
1682,0,33.63999999999966,0.02,1,2,0.0833668874572485,-1.253629577660595,0.5520692505638904,0.01,0.005,1.0992059456229217,1.0000194244173226,False,True,1
1683,0,33.65999999999966,0.02,1,2,0.0724384808060771,-1.2478069428095013,0.5932399267678466,0.01,0.005,1.1286748392638202,1.0000257274630675,False,True,1
1684,0,33.679999999999666,0.02,1,2,0.06070336364456405,-1.2417274456436453,0.64839511816469,0.01,0.005,1.1794204749742463,1.0000366362410031,False,True,1
1690,2,33.80999999999968,0.01,1,2,0.05049884387239445,1.2083906763259995,0.7070443816379507,0.01,0.005,0.8885588322616297,1.0000529388776203,False,False,1
1691,0,33.81999999999969,0.02,1,2,0.05695370326843654,1.240183799798478,0.6646473516555749,0.01,0.005,0.8701700358190854,1.0000416191153334,False,False,1
1692,0,33.83999999999969,0.02,1,2,0.06921243319348133,1.2873340049125754,0.6003039765226545,0.01,0.005,0.8912323474326508,1.0000281817250645,False,False,1
1693,0,33.859999999999694,0.02,1,2,0.08082875771430088,1.3191739856301328,0.5523642988788849,0.01,0.005,0.9049696769482131,1.0000206634796147,False,False,1
1694,0,33.8799999999997,0.02,1,2,0.0918951380569882,1.3420877955410362,0.5144176731900915,0.01,0.005,0.9137535329913268,1.000015986369858,False,False,1
1695,0,33.8999999999997,0.02,1,2,0.1024905718227535,1.359214893404137,0.4829917697081402,0.01,0.005,0.9188175504750216,1.0000128518860527,False,False,1
1696,0,33.9199999999997,0.02,1,2,0.11267817225590215,1.3723018822702304,0.4560262819287081,0.01,0.005,0.9213579400607947,1.0000106329788667,False,False,1
1697,0,33.939999999999706,0.02,1,2,0.12250795437537582,1.3823827403025897,0.4322078437463136,0.01,0.005,0.9223435825606313,1.0000089950968414,False,False,1
1698,0,33.95999999999971,0.02,1,2,0.13201976395396928,1.3901035625130755,0.41064981832632397,0.01,0.005,0.9223167569568693,1.0000077456242562,False,False,1
1699,0,33.97999999999971,0.02,1,2,0.14124569172240026,1.395898950448571,0.3907247913868417,0.01,0.005,0.9213261255886226,1.0000067668077588,False,False,1
