t_start,t_exit,used,reason,r_pair,v_rad_norm,v_tan_norm,min_r_window,pred_pos_norm,pred_vel_norm,relE_corr
33.59999999999976,34.09999999999978,1,used,0.14102633259220604,-0.9989556531079286,1.1863876892326801,0.08677679884343477,0.0008413030003691897,0.004048848738076039,0.0028395917168083976
