step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step,encounter_gate_suppressed
6738,0,33.68999999999878,0.005,1,2,0.057984420888216696,-1.2309624156360544,0.5843545009357632,0.01,0.005,1.0484783477484272,1.0000401526327565,False,True,1,False
6739,0,33.694999999998785,0.005,1,2,0.05481692384611305,-1.2274452239269795,0.6011444153276604,0.01,0.005,1.0549404660952695,1.0000449270289171,False,True,1,False
6740,0,33.69999999999879,0.005,1,2,0.0515658628926357,-1.223278287797073,0.6199046146576216,0.01,0.005,1.0,1.0000507706664457,False,True,1,True
6763,0,33.81499999999885,0.005,1,2,0.0512416526305095,1.2126659121776273,0.6191443391928494,0.01,0.005,1.0,1.0000514151650055,False,False,1,True
6764,0,33.81999999999885,0.005,1,2,0.05447620946940486,1.2178373116048353,0.6000780396592051,0.01,0.005,1.0,1.0000454907711425,False,False,1,True
6765,0,33.82499999999885,0.005,1,2,0.057629388560177026,1.2217781896954847,0.5830133530039383,0.01,0.005,1.0,1.0000406488896545,False,False,1,True
6766,0,33.829999999998854,0.005,1,2,0.06070736712286614,1.2247301364843721,0.5676122525607106,0.01,0.005,1.0,1.0000366314090208,False,False,1,True
6767,0,33.83499999999886,0.005,1,2,0.06371558253436861,1.2268733383975334,0.5536114194402542,0.01,0.005,1.0,1.0000332540740309,False,False,1,True
6768,0,33.83999999999886,0.005,1,2,0.06665883413625436,1.2283449080864688,0.5408023510719951,0.01,0.005,1.0,1.0000303822924967,False,False,1,True
6769,0,33.84499999999886,0.005,1,2,0.06954137339947204,1.2292510264880911,0.5290175420434552,0.01,0.005,1.0,1.0000279157475436,False,False,1,True
6770,0,33.849999999998865,0.005,1,2,0.07236698145557234,1.2296752010260095,0.5181206754723869,0.01,0.005,1.0,1.0000257783264175,False,False,1,True
6771,0,33.85499999999887,0.005,1,2,0.07513903485955038,1.229684014423786,0.5079995256302595,0.01,0.005,1.0,1.0000239113598037,False,False,1,True
6772,0,33.85999999999887,0.005,1,2,0.07786056105507144,1.2293312101177343,0.4985607325347561,0.01,0.005,1.0,1.0000222689798661,False,False,1,True
6773,0,33.86499999999887,0.005,1,2,0.08053428509260256,1.228660649606821,0.4897258939864978,0.01,0.005,1.0,1.0000208148679266,False,False,1,True
6774,0,33.869999999998875,0.005,1,2,0.08316266902479667,1.2277084889893473,0.4814286010392541,0.01,0.005,1.0,1.0000195199339188,False,False,1,True
6775,0,33.87499999999888,0.005,1,2,0.08574794521216572,1.2265048049972647,0.47361215985057703,0.01,0.005,1.0,1.0000183606331716,False,False,1,True
6776,0,33.87999999999888,0.005,1,2,0.08829214457566176,1.2250748263791893,0.46622782017364917,0.01,0.005,1.0,1.0000173177270566,False,False,1,True
6777,0,33.88499999999888,0.005,1,2,0.09079712065469378,1.2234398780363125,0.4592333828094756,0.01,0.005,1.0,1.0000163753579059,False,False,1,True
6778,0,33.889999999998885,0.005,1,2,0.0932645701764302,1.2216181131682944,0.4525920939917263,0.01,0.005,1.0,1.0000155203498193,False,False,1,True
6779,0,33.89499999999889,0.005,1,2,0.09569605071502779,1.2196250869688714,0.4462717594795492,0.01,0.005,1.0,1.0000147416740732,False,False,1,True
6780,0,33.89999999999889,0.005,1,2,0.09809299591503003,1.21747421049625,0.44024402864013784,0.01,0.005,1.0,1.0000140300360343,False,False,1,True
6781,0,33.90499999999889,0.005,1,2,0.10045672866816435,1.2151771129444187,0.43448381132603814,0.01,0.005,1.0,1.0000133775528044,False,False,1,True
6782,0,33.909999999998895,0.005,1,2,0.1027884725637771,1.2127439331891303,0.428968799423044,0.01,0.005,1.0,1.0000127774993746,False,False,1,True
6783,0,33.9149999999989,0.005,1,2,0.1050893618771975,1.210183556216342,0.42367907159112045,0.01,0.005,1.0,1.0000122241070204,False,False,1,True
6784,0,33.9199999999989,0.005,1,2,0.10736045031491175,1.2075038062236967,0.4185967646442768,0.01,0.005,1.0,1.0000117124019268,False,False,1,True
6785,0,33.9249999999989,0.005,1,2,0.10960271869849463,1.2047116053876117,0.4137057986991106,0.01,0.005,1.0,1.000011238075048,False,False,1,True
6786,0,33.929999999998905,0.005,1,2,0.11181708173912382,1.201813105216023,0.4089916460044218,0.01,0.005,1.0,1.0000107973764376,False,False,1,True
6787,0,33.93499999999891,0.005,1,2,0.11400439402985792,1.1988137958567067,0.4044411354848907,0.01,0.005,1.0,1.0000103870288843,False,False,1,True
6788,0,33.93999999999891,0.005,1,2,0.11616545536262655,1.1957185975610587,0.40004228666146824,0.01,0.005,1.0,1.0000100041568978,False,False,1,True
6789,0,33.94499999999891,0.005,1,2,0.11830101546020885,1.192531937612402,0.3957841678733361,0.01,0.005,1.0,1.0000096462279762,False,False,1,True
6790,0,33.949999999998916,0.005,1,2,0.12041177819968842,1.1892578153442543,0.39165677471112975,0.01,0.005,1.0,1.0000093110037713,False,False,1,True
6791,0,33.95499999999892,0.005,1,2,0.12249840539242739,1.1858998573452522,0.38765092534506324,0.01,0.005,1.0,1.000008996499268,False,False,1,True
6792,0,33.95999999999892,0.005,1,2,0.12456152017606473,1.1824613645356152,0.3837581700436438,0.01,0.005,1.0,1.0000087009485106,False,False,1,True
6793,0,33.96499999999892,0.005,1,2,0.12660171006606818,1.1789453524770448,0.37997071266596905,0.01,0.005,1.0,1.000008422775676,False,False,1,True
6794,0,33.969999999998926,0.005,1,2,0.1286195297076762,1.1753545860230474,0.3762813423006364,0.01,0.005,1.0,1.000008160570568,False,False,1,True
6795,0,33.97499999999893,0.005,1,2,0.1306155033634278,1.1716916092142151,0.37268337353850384,0.01,0.005,1.0,1.0000079130677553,False,False,1,True
6796,0,33.97999999999893,0.005,1,2,0.13259012716671267,1.1679587711613098,0.36917059412076264,0.01,0.005,1.0,1.0000076791287662,False,False,1,True
6797,0,33.984999999998934,0.005,1,2,0.13454387116773509,1.1641582485290993,0.3657372189108551,0.01,0.005,1.0,1.0000074577268,False,False,1,True
6798,0,33.989999999998936,0.005,1,2,0.13647718119484553,1.160292065129076,0.3623778493078284,0.01,0.005,1.0,1.0000072479335862,False,False,1,True
6799,0,33.99499999999894,0.005,1,2,0.1383904805512622,1.1563621090440572,0.35908743735783394,0.01,0.005,1.0,1.0000070489080262,False,False,1,True
6800,0,33.99999999999894,0.005,1,2,0.14028417156469145,1.1523701476383197,0.3558612539351627,0.01,0.005,1.0,1.0000068598863614,False,False,1,True
6801,0,34.004999999998944,0.005,1,2,0.1421586370052012,1.1483178407500851,0.3526948604592223,0.01,0.005,1.0,1.000006680173623,False,False,1,True
6802,0,34.009999999998946,0.005,1,2,0.14401424138484475,1.144206752316449,0.34958408369297844,0.01,0.005,1.0,1.0000065091361783,False,False,1,True
6803,0,34.01499999999895,0.005,1,2,0.14585133215092771,1.1400383606421916,0.3465249932344669,0.01,0.005,1.0,1.0000063461952193,False,False,1,True
6804,0,34.01999999999895,0.005,1,2,0.14767024078342492,1.1358140674919304,0.3435138813682952,0.01,0.005,1.0,1.0000061908210494,False,False,1,True
6805,0,34.024999999998954,0.005,1,2,0.14947128380584757,1.1315352061583677,0.34054724499075467,0.01,0.005,1.0,1.000006042528069,False,False,1,True
10742,0,53.710000000009025,0.005,1,2,0.14906439808802802,-0.9557068311787228,1.0116124234182085,0.01,0.005,1.016289837045242,1.0000060755604554,False,True,1,False
10743,0,53.71500000000903,0.005,1,2,0.14754748429368003,-0.9522322520517638,1.0159889551150711,0.01,0.005,1.0160268173324858,1.0000062011266184,False,True,1,False
10744,0,53.72000000000903,0.005,1,2,0.1460284238397071,-0.9486046141136069,1.0204937175526219,0.01,0.005,1.015769844085321,1.0000063308122122,False,True,1,False
10745,0,53.72500000000903,0.005,1,2,0.14450739384672237,-0.9448175578972576,1.025128855669916,0.01,0.005,1.0155193575462724,1.0000064647851927,False,True,1,False
10746,0,53.730000000009035,0.005,1,2,0.14298458469328992,-0.9408644196931739,1.0298965247345402,0.01,0.005,1.0152756682793302,1.0000066032206527,False,True,1,False
10747,0,53.73500000000904,0.005,1,2,0.1414602009154359,-0.9367382146556045,1.0347988848735907,0.01,0.005,1.0150389018553265,1.0000067463010227,False,True,1,False
10748,0,53.74000000000904,0.005,1,2,0.13993446217090819,-0.9324316184955593,1.0398380947449746,0.01,0.005,1.0148089990341693,1.0000068942162472,False,True,1,False
10749,0,53.74500000000904,0.005,1,2,0.13840760427308355,-0.9279369483503176,1.045016304240943,0.01,0.005,1.0145857528906321,1.000007047163957,False,True,1,False
10750,0,53.750000000009045,0.005,1,2,0.13687988029880957,-0.923246143268999,1.0503356461068523,0.01,0.005,1.0143690491233128,1.0000072053495865,False,True,1,False
10751,0,53.75500000000905,0.005,1,2,0.1353515617722356,-0.9183507468253302,1.0557982263548775,0.01,0.005,1.0141582009453063,1.0000073689864728,False,True,1,False
10752,0,53.76000000000905,0.005,1,2,0.13382293993369826,-0.9132418809759965,1.0614061133126416,0.01,0.005,1.013952854562477,1.0000075382959033,False,True,1,False
10753,0,53.76500000000905,0.005,1,2,0.13229432709651395,-0.9079102301668815,1.0671613251551046,0.01,0.005,1.0137523610055903,1.0000077135070995,False,True,1,False
10754,0,53.770000000009055,0.005,1,2,0.13076605809395392,-0.9023460171873595,1.0730658157555972,0.01,0.005,1.01355605330502,1.000007894857135,False,True,1,False
10755,0,53.77500000000906,0.005,1,2,0.12923849182525238,-0.8965389818842846,1.0791214586488689,0.01,0.005,1.0133633203277885,1.0000080825907773,False,True,1,False
10756,0,53.78000000000906,0.005,1,2,0.12771201290217998,-0.8904783604732142,1.085330028909431,0.01,0.005,1.0131734036716973,1.0000082769602148,False,True,1,False
10757,0,53.78500000000906,0.005,1,2,0.12618703340266077,-0.8841528619458668,1.0916931827093643,0.01,0.005,1.012985803789112,1.000008478224676,False,True,1,False
10758,0,53.790000000009066,0.005,1,2,0.12466399473406851,-0.8775506498296064,1.0982124343146906,0.01,0.005,1.0127998000002016,1.0000086866499047,False,True,1,False
10759,0,53.79500000000907,0.005,1,2,0.12314336961159073,-0.8706593176743593,1.104889130246278,0.01,0.005,1.0126149303603287,1.0000089025074657,False,True,1,False
10760,0,53.80000000000907,0.005,1,2,0.12162566415586659,-0.8634658715240776,1.1117244203131416,0.01,0.005,1.0124309545707764,1.0000091260738624,False,True,1,False
10761,0,53.80500000000907,0.005,1,2,0.12011142010792579,-0.8559567128593922,1.1187192252310045,0.01,0.005,1.012247411130248,1.000009357629419,False,True,1,False
10762,0,53.810000000009076,0.005,1,2,0.11860121716983024,-0.8481176163635044,1.125874200469983,0.01,0.005,1.012064133885385,1.0000095974569114,False,True,1,False
10763,0,53.81500000000908,0.005,1,2,0.11709567547190623,-0.8399337167399995,1.133189695984495,0.01,0.005,1.0118810489782495,1.0000098458398818,False,True,1,False
10764,0,53.82000000000908,0.005,1,2,0.1155954581627191,-0.831389494859778,1.1406657114805379,0.01,0.005,1.011698230091722,1.0000101030606123,False,True,1,False
10765,0,53.825000000009084,0.005,1,2,0.11410127412207227,-0.8224687676028604,1.148301846838378,0.01,0.005,1.0115159536474898,1.0000103693976905,False,True,1,False
10766,0,53.830000000009086,0.005,1,2,0.11261388079178075,-0.8131546822265581,1.1560972473203548,0.01,0.005,1.0113344406130234,1.0000106451231272,False,True,1,False
10767,0,53.83500000000909,0.005,1,2,0.11113408712074725,-0.8034297111265861,1.1640505431755415,0.01,0.005,1.0111542067007904,1.0000109304989468,False,True,1,False
10768,0,53.84000000000909,0.005,1,2,0.10966275661368825,-0.7932756576427552,1.1721597832868946,0.01,0.005,1.0109758594671938,1.0000112257732017,False,True,1,False
10769,0,53.845000000009094,0.005,1,2,0.10820081046797674,-0.78267366530928,1.180422362542103,0.01,0.005,1.0108000614061887,1.0000115311753284,False,True,1,False
10770,0,53.850000000009096,0.005,1,2,0.10674923078434466,-0.7716042343755768,1.188834942625826,0.01,0.005,1.0106277325612325,1.000011846910772,False,True,1,False
10771,0,53.8550000000091,0.005,1,2,0.10530906382574162,-0.7600472512351917,1.1973933660317153,0.01,0.005,1.0104597188212328,1.000012173154824,False,True,1,False
10772,0,53.8600000000091,0.005,1,2,0.10388142329689973,-0.7479820232158102,1.206092563165469,0.01,0.005,1.0102969945824973,1.0000125100455592,False,True,1,False
10773,0,53.865000000009104,0.005,1,2,0.10246749361018988,-0.7353873297633752,1.2149264525367003,0.01,0.005,1.0101407179444717,1.0000128576758422,False,True,1,False
10774,0,53.87000000000911,0.005,1,2,0.10106853308843278,-0.7222414897112595,1.223887834244882,0.01,0.005,1.0099921017580384,1.0000132160843047,False,True,1,False
10775,0,53.87500000000911,0.005,1,2,0.0996858770511403,-0.7085224434775291,1.2329682771527855,0.01,0.005,1.009852247964641,1.0000135852452625,False,True,1,False
10776,0,53.88000000000911,0.005,1,2,0.09832094072431666,-0.6942078516269002,1.2421580003833759,0.01,0.005,1.0097224790867885,1.0000139650575235,False,True,1,False
10777,0,53.885000000009114,0.005,1,2,0.09697522189407073,-0.6792752219037667,1.2514457501540734,0.01,0.005,1.0096038412199382,1.000014355332084,False,True,1,False
10778,0,53.89000000000912,0.005,1,2,0.09565030321745682,-0.663702051249782,1.2608186733237081,0.01,0.005,1.0094975827992412,1.0000147557787367,False,True,1,False
10779,0,53.89500000000912,0.005,1,2,0.09434785408763792,-0.6474660046506739,1.2702621895112272,0.01,0.005,1.009404620906495,1.000015165991659,False,True,1,False
10780,0,53.90000000000912,0.005,1,2,0.09306963193682216,-0.6305451130370284,1.2797598641830366,0.01,0.005,1.0093259463637783,1.0000155854341226,False,True,1,False
10781,0,53.905000000009125,0.005,1,2,0.09181748284747385,-0.612918011761089,1.2892932857084758,0.01,0.005,1.0092621269637936,1.0000160134225096,False,True,1,False
10782,0,53.91000000000913,0.005,1,2,0.09059334132750907,-0.5945642027654888,1.2988419500639383,0.01,0.005,1.0092136204868043,1.0000164491099406,False,False,1,False
10783,0,53.91500000000913,0.005,1,2,0.0893992290942527,-0.5754643590846562,1.3083831575782783,0.01,0.005,1.009180590776239,1.0000168914698953,False,False,1,False
10784,0,53.92000000000913,0.005,1,2,0.0882372526938911,-0.555600661816465,1.317891926916476,0.01,0.005,1.0091626870098833,1.0000173392803349,False,False,1,False
10785,0,53.925000000009135,0.005,1,2,0.08710959978731365,-0.5349571680703781,1.3273409321601746,0.01,0.005,1.009159172528498,1.0000177911089552,False,False,1,False
10786,0,53.93000000000914,0.005,1,2,0.08601853392331621,-0.5135202162237731,1.3367004695790254,0.01,0.005,1.0091690167811231,1.0000182453003306,False,False,1,False
10787,0,53.93500000000914,0.005,1,2,0.08496638761496199,-0.4912788648125292,1.34593846132569,0.01,0.005,1.009190527200033,1.00001869996584,False,False,1,False
10788,0,53.94000000000914,0.005,1,2,0.0839555535571465,-0.46822534887043926,1.3550205035877234,0.01,0.005,1.0092216066300086,1.0000191529773854,False,False,1,False
10789,0,53.945000000009145,0.005,1,2,0.08298847383976313,-0.44435556143339433,1.3639099668626158,0.01,0.005,1.009259569102305,1.000019601965991,False,False,1,False
10790,0,53.95000000000915,0.005,1,2,0.08206762703717413,-0.41966953985576333,1.3725681557963287,0.01,0.005,1.0093014156306501,1.0000200443264466,False,False,1,False
10791,0,53.95500000000915,0.005,1,2,0.08119551309740208,-0.39417195632080476,1.3809545353018762,0.01,0.005,1.0093435211877475,1.0000204772291135,False,False,1,False
10792,0,53.96000000000915,0.005,1,2,0.08037463601479529,-0.36787258275935314,1.3890270283541672,0.01,0.005,1.009382223467937,1.0000208976399683,False,False,1,False
10793,0,53.965000000009155,0.005,1,2,0.07960748433170309,-0.3407867365546921,1.3967423890089175,0.01,0.005,1.0094134548451192,1.0000213023497255,False,False,1,False
10794,0,53.97000000000916,0.005,1,2,0.07889650959900575,-0.31293566288085184,1.404056651604202,0.01,0.005,1.0094330921756367,1.0000216880126374,False,False,1,False
10795,0,53.97500000000916,0.005,1,2,0.07824410302638347,-0.28434685209475186,1.410925653811312,0.01,0.005,1.0094371963610373,1.0000220511951186,False,False,1,False
10796,0,53.98000000000916,0.005,1,2,0.07765257063667828,-0.25505426858088526,1.417305627566299,0.01,0.005,1.0094219391651176,1.000022388433857,False,False,1,False
10797,0,53.985000000009165,0.005,1,2,0.07712410735466428,-0.22509846200997746,1.4231538476178311,0.01,0.005,1.0093840822377957,1.000022696302456,False,False,1,False
10798,0,53.99000000000917,0.005,1,2,0.07666077055348375,-0.19452655808054614,1.4284293231387712,0.01,0.005,1.0093205727491057,1.0000229714849744,False,False,1,False
10799,0,53.99500000000917,0.005,1,2,0.07626445368140973,-0.16339208878621117,1.4330935135595542,0.01,0.005,1.0092295192179852,1.000023210854088,False,False,1,False
10800,0,54.00000000000917,0.005,1,2,0.07593686064628136,-0.1317546916341629,1.4371110462571481,0.01,0.005,1.0091095476230016,1.0000234115509585,False,False,1,False
10801,0,54.005000000009176,0.005,1,2,0.0756794816857203,-0.09967962756845389,1.4404504109238352,0.01,0.005,1.0089601878708274,1.0000235710634324,False,False,1,False
10802,0,54.01000000000918,0.005,1,2,0.07549357148074069,-0.06723715063970136,1.4430846037974985,0.01,0.005,1.0087820206374658,1.0000236872988721,False,False,1,False
10803,0,54.01500000000918,0.005,1,2,0.07538013021699753,-0.03450173401886402,1.444991695297904,0.01,0.005,1.0085762168227523,1.0000237586479055,False,False,1,False
10804,0,54.02000000000918,0.005,1,2,0.07533988825710156,-0.0015511536802251002,1.4461552962334792,0.01,0.005,1.0083449414274386,1.0000237840356174,False,False,1,False
10805,0,54.025000000009186,0.005,1,2,0.07537329497170475,0.03153451820811157,1.4465649014636097,0.01,0.005,1.0080909478329019,1.0000237629572348,False,False,1,False
10806,0,54.03000000000919,0.005,1,2,0.07548051213313953,0.06467400146479652,1.44621609515649,0.01,0.005,1.0078174664588049,1.0000236954961839,False,False,1,False
10807,0,54.03500000000919,0.005,1,2,0.07566141212386973,0.0977859321366343,1.4451106080970222,0.01,0.005,1.0075282772534042,1.0000235823233685,False,False,1,False
10808,0,54.040000000009194,0.005,1,2,0.07591558101191544,0.13078997856863656,1.4432562248746463,0.01,0.005,1.0072271390346104,1.0000234246776714,False,False,1,False
10809,0,54.045000000009196,0.005,1,2,0.076242326372869,0.16360792991208953,1.4406665460202275,0.01,0.005,1.0069178993010341,1.0000232243287615,False,False,1,False
10810,0,54.0500000000092,0.005,1,2,0.0766406895584009,0.19616470143425954,1.4373606171173527,0.01,0.005,1.0066042000028121,1.000022983524335,False,False,1,False
10811,0,54.0550000000092,0.005,1,2,0.07710946194481115,0.22838923790433852,1.433362442950464,0.01,0.005,1.0062894959590685,1.00002270492473,False,False,1,False
10812,0,54.060000000009204,0.005,1,2,0.07764720457174784,0.2602152819139353,1.4287004092489326,0.01,0.005,1.00597681640385,1.0000223915284279,False,False,1,False
10813,0,54.065000000009206,0.005,1,2,0.0782522704902701,0.2915819981495767,1.4234066374395253,0.01,0.005,1.0056687655187,1.000022046592221,False,False,1,False
10814,0,54.07000000000921,0.005,1,2,0.078922829091095,0.3224344382570198,1.4175162988800858,0.01,0.005,1.0053674496405027,1.0000216735497918,False,False,1,False
10815,0,54.07500000000921,0.005,1,2,0.07965689166959354,0.3527238476750114,1.4110669144809749,0.01,0.005,1.0050744045969913,1.0000212759321814,False,False,1,False
10816,0,54.080000000009214,0.005,1,2,0.08045233751353445,0.38240782054182465,1.4040976635424582,0.01,0.005,1.0047907248342658,1.0000208572931117,False,False,1,False
10817,0,54.08500000000922,0.005,1,2,0.08130693985090072,0.41145030905276075,1.3966487225265196,0.01,0.005,1.0045171190048068,1.0000204211415165,False,False,1,False
10818,0,54.09000000000922,0.005,1,2,0.0822183910720782,0.4398215056992006,1.388760650618673,0.01,0.005,1.0042537821583752,1.0000199708829536,False,False,1,False
10819,0,54.09500000000922,0.005,1,2,0.08318432674378241,0.46749762228630404,1.3804738346350267,0.01,0.005,1.0040005612448955,1.0000195097708606,False,False,1,False
10820,0,54.100000000009224,0.005,1,2,0.0842023480312141,0.49446057834070556,1.3718280016338336,0.01,0.005,1.0037570470774073,1.0000190408679979,False,False,1,False
10821,0,54.10500000000923,0.005,1,2,0.08527004224188371,0.5206976216271956,1.362861803692107,0.01,0.005,1.0035224097009008,1.000018567017902,False,False,1,False
10822,0,54.11000000000923,0.005,1,2,0.08638500131140706,0.5462009068742322,1.35361247576238,0.01,0.005,1.003295691777583,1.0000180908257104,False,False,1,False
10823,0,54.11500000000923,0.005,1,2,0.08754483813418398,0.5709670391870759,1.3441155647055893,0.01,0.005,1.0030758635788348,1.0000176146474482,False,False,1,False
10824,0,54.120000000009234,0.005,1,2,0.08874720071294727,0.5949966042320926,1.334404725412717,0.01,0.005,1.0028613835969002,1.0000171405866747,False,False,1,False
10825,0,54.12500000000924,0.005,1,2,0.0899897841825858,0.6182937100226389,1.3245115781987844,0.01,0.005,1.0026511507882732,1.0000166704972644,False,False,1,False
10826,0,54.13000000000924,0.005,1,2,0.09127034079040142,0.6408655184816306,1.3144656208296002,0.01,0.005,1.0024435707499562,1.000016205991145,False,False,1,False
10827,0,54.13500000000924,0.005,1,2,0.09258668796422434,0.6627218192536365,1.3042941879401404,0.01,0.005,1.0022371599623137,1.0000157484498229,False,False,1,False
