step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step,encounter_gate_suppressed
1675,0,33.49999999999964,0.02,1,2,0.14806520564570458,-1.319531897841564,0.392370383043359,0.01,0.005,1.0359785859660235,1.0000061578369595,False,True,1,False
1676,0,33.51999999999964,0.02,1,2,0.13959962035064144,-1.30435341952822,0.4093013416106384,0.01,0.005,1.0384949576869391,1.000006927328704,False,True,1,False
1677,0,33.539999999999644,0.02,1,2,0.13096614439803608,-1.2911309200975658,0.42727641920831777,0.01,0.005,1.042040497289456,1.0000078707524604,False,True,1,False
1678,0,33.55999999999965,0.02,1,2,0.1221257557317797,-1.2797207735461058,0.44662000205779573,0.01,0.005,1.047008581821694,1.0000090514862334,False,True,1,False
1679,0,33.57999999999965,0.02,1,2,0.11303198566523077,-1.2699716103640064,0.4678015695003037,0.01,0.005,1.0539920724246765,1.0000105665161028,False,True,1,False
1680,0,33.59999999999965,0.02,1,2,0.10362789766795107,-1.2617176816619278,0.49151455853315895,0.01,0.005,1.0639121051845872,1.0000125713322119,False,True,1,False
1681,0,33.619999999999656,0.02,1,2,0.09384134456813226,-1.2547681889950881,0.5188180141129817,0.01,0.005,1.0782995839685148,1.000015330151069,False,True,1,False
1682,0,33.63999999999966,0.02,1,2,0.08357712091380579,-1.2488932045025452,0.5514101610461611,0.01,0.005,1.0998137377909625,1.000019326817899,False,True,1,False
1683,0,33.65999999999966,0.02,1,2,0.07270313250368517,-1.2438044114301872,0.5922092016869506,0.01,0.005,1.131899956868028,1.0000255404985492,False,True,1,False
1684,0,33.679999999999666,0.02,1,2,0.061025041975704894,-1.2389426152210332,0.6467502216790756,0.01,0.005,1.0,1.0000362510189884,False,True,1,True
1691,0,33.81999999999969,0.02,1,2,0.055580990881072795,1.2003884996756158,0.6730617379718424,0.01,0.005,1.0,1.0000437002942875,False,False,1,True
1692,0,33.83999999999969,0.02,1,2,0.06744262372554122,1.2188645064414494,0.6085098527796065,0.01,0.005,1.0,1.0000296802122337,False,False,1,True
1693,0,33.859999999999694,0.02,1,2,0.07848451749047197,1.2269936887134865,0.5611233127479823,0.01,0.005,1.0,1.0000219163067083,False,False,1,True
1694,0,33.8799999999997,0.02,1,2,0.08885400831500882,1.2291151873733126,0.5239939552522549,0.01,0.005,1.0,1.0000170994033928,False,False,1,True
1695,0,33.8999999999997,0.02,1,2,0.09865922059966763,1.227308435133221,0.493507298319845,0.01,0.005,1.0,1.0000138694555134,False,False,1,True
1696,0,33.9199999999997,0.02,1,2,0.10798011906178233,1.2227025549427952,0.46756478773708343,0.01,0.005,1.0,1.0000115783587686,False,False,1,True
1697,0,33.939999999999706,0.02,1,2,0.11687718723935633,1.215970541321114,0.44484881586623193,0.01,0.005,1.0,1.0000098826856423,False,False,1,True
1698,0,33.95999999999971,0.02,1,2,0.12539726419961617,1.2075447961699934,0.42448004105860504,0.01,0.005,1.0,1.000008585355179,False,False,1,True
1699,0,33.97999999999971,0.02,1,2,0.13357741822892397,1.1977215759944413,0.40584211254168484,0.01,0.005,1.0,1.0000075660329057,False,False,1,True
1700,0,33.999999999999716,0.02,1,2,0.14144756062568575,1.1867158587824616,0.38848524946769875,0.01,0.005,1.0,1.000006747506827,False,False,1,True
1701,0,34.01999999999972,0.02,1,2,0.14903225148059715,1.174692066082702,0.3720700017580895,0.01,0.005,1.0,1.000006078181766,False,False,1,True
2197,0,43.94000000000127,0.02,1,2,0.1497593365900855,-1.1335664385285076,0.9897840331685183,0.01,0.005,1.0293833404811015,1.0000060193055462,False,True,1,False
2198,0,43.96000000000127,0.02,1,2,0.1426054374734338,-1.1012269974962647,1.0014290076436922,0.01,0.005,1.0299604990852196,1.0000066383795325,False,True,1,False
