step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step,encounter_gate_suppressed
3350,0,33.500000000001904,0.01,1,2,0.14960227865154413,-1.312014163323458,0.3403796622712661,0.01,0.005,1.0259955974358683,1.0000060319507666,False,True,1,False
3351,0,33.5100000000019,0.01,1,2,0.14543032101328252,-1.3052069143578018,0.34866822621255344,0.01,0.005,1.026032545865609,1.000006382992072,False,True,1,False
3352,0,33.5200000000019,0.01,1,2,0.14121906763471748,-1.298892251769905,0.35712712867926644,0.01,0.005,1.0261461007074177,1.0000067693595005,False,True,1,False
3353,0,33.5300000000019,0.01,1,2,0.13696422643436293,-1.293050586991427,0.3657821647869006,0.01,0.005,1.0263501361459744,1.0000071964778239,False,True,1,False
3354,0,33.540000000001896,0.01,1,2,0.13266118231539875,-1.2876616884350733,0.3746643099066001,0.01,0.005,1.0266614985881326,1.000007670904865,False,True,1,False
3355,0,33.550000000001894,0.01,1,2,0.12830494455333566,-1.2827044242128103,0.38381074744967003,0.01,0.005,1.0271016261698078,1.0000082006367563,False,True,1,False
3356,0,33.56000000000189,0.01,1,2,0.12389008324479345,-1.278156451095579,0.3932661822492282,0.01,0.005,1.0276974320409697,1.0000087955158512,False,True,1,False
3357,0,33.57000000000189,0.01,1,2,0.11941065184166454,-1.2739938009303988,0.4030845373843849,0.01,0.005,1.0284826311074715,1.0000094677834406,False,True,1,False
3358,0,33.58000000000189,0.01,1,2,0.11486009183517332,-1.2701903285575171,0.4133311732046834,0.01,0.005,1.0295011259935085,1.0000102328401705,False,True,1,False
3359,0,33.590000000001886,0.01,1,2,0.1102311141607292,-1.2667170155676652,0.42408582906513564,0.01,0.005,1.0308098755125747,1.0000111103100442,False,True,1,False
3360,0,33.600000000001884,0.01,1,2,0.1055155498164074,-1.2635410231525654,0.43544658308500245,0.01,0.005,1.0324853491678536,1.0000121255574494,False,True,1,False
3361,0,33.61000000000188,0.01,1,2,0.10070415907494623,-1.2606244707649914,0.4475352745410269,0.01,0.005,1.0346333761584798,1.0000133118960466,False,True,1,False
3362,0,33.62000000000188,0.01,1,2,0.09578638377075324,-1.2579228683548551,0.46050507531273865,0.01,0.005,1.0374051250587413,1.0000147138823199,False,True,1,False
3363,0,33.63000000000188,0.01,1,2,0.09075001947823587,-1.2553831559327513,0.47455130007035745,0.01,0.005,1.0410229251730025,1.0000163923606762,False,True,1,False
3364,0,33.640000000001876,0.01,1,2,0.0855807718421902,-1.2529413552529596,0.4899272415115973,0.01,0.005,1.045810147317468,1.0000184324347268,False,True,1,False
3365,0,33.650000000001874,0.01,1,2,0.08026164130579556,-1.2505193817576656,0.5069680652409765,0.01,0.005,1.0521990041550973,1.0000209565222222,False,True,1,False
3366,0,33.66000000000187,0.01,1,2,0.07477205117174422,-1.2480184992450565,0.5261281242976614,0.01,0.005,1.0606725359005642,1.0000241466522275,False,True,1,False
3367,0,33.67000000000187,0.01,1,2,0.06908659500587772,-1.2453017021452513,0.5480415844647266,0.01,0.005,1.0716900577011628,1.0000282844825872,False,True,1,False
3368,0,33.68000000000187,0.01,1,2,0.06317321820195587,-1.2421529089303822,0.5736256436756046,0.01,0.005,1.0859021889259517,1.0000338275242435,False,True,1,False
3369,0,33.69000000000187,0.01,1,2,0.05699049146979492,-1.2382104070297852,0.6042668365945717,0.01,0.005,1.104799359957489,1.0000415654008008,False,True,1,False
3370,0,33.700000000001864,0.01,1,2,0.050483253465659864,-1.232873974006741,0.6421835447188147,0.01,0.005,1.0,1.0000529715804787,False,True,1,True
3381,2,33.815000000001845,0.005,1,2,0.05237963630025736,1.220801893632817,0.6273478767838637,0.01,0.005,1.0,1.0000492053553927,False,False,1,True
3382,0,33.82000000000184,0.01,1,2,0.05560282407793024,1.2268425874815723,0.6084418118937893,0.01,0.005,1.0,1.0000436659817586,False,False,1,True
3383,0,33.83000000000184,0.01,1,2,0.0618118118952281,1.2349636263484798,0.5761312156343154,0.01,0.005,1.0,1.0000353340465977,False,False,1,True
3384,0,33.84000000000184,0.01,1,2,0.0677568765245728,1.239906783448798,0.5492705109763395,0.01,0.005,1.0,1.0000294055388257,False,False,1,True
3385,0,33.850000000001835,0.01,1,2,0.07347081051118635,1.242593483302392,0.5264187388370245,0.01,0.005,1.0,1.0000250095522722,False,False,1,True
3386,0,33.86000000000183,0.01,1,2,0.07897993614277476,1.2436011710276058,0.5066151813065541,0.01,0.005,1.0,1.0000216422185555,False,False,1,True
3387,0,33.87000000000183,0.01,1,2,0.08430563108693223,1.2433104373400043,0.4891914062679762,0.01,0.005,1.0,1.000018994242391,False,False,1,True
