local_t_yr,phase,pos_noNN_err,pos_encounterNN_err,pos_gain_instant_pct,vel_noNN_err,vel_encounterNN_err,vel_gain_instant_pct
2.908,post_correction,0.28877716387603924,0.5417908103156922,-87.6155313126705,0.19314335577878344,0.3417877045054837,-76.96063275246698
2.912,post_correction,0.28764481370218625,0.5411583373265236,-88.13422371898324,0.19196208112834975,0.3408106167260829,-77.54059276853225
2.916,post_correction,0.28654178689745907,0.5405432727098928,-88.64378510465906,0.19083501823557902,0.3398615521254619,-78.09181735498613
2.92,post_correction,0.28546849056339685,0.5399457407071968,-89.14372638520176,0.18976387469475728,0.33894117734078855,-78.6120661195335
2.924,post_correction,0.2844253304528031,0.5393658664106994,-89.63355533490382,0.1887503872069987,0.33805018424875916,-79.09906795477269
2.928,post_correction,0.2834127106181305,0.5388037758348876,-90.11277746144219,0.18779631973773256,0.33718929146018395,-79.55053215690623
2.932,post_correction,0.28243103305495065,0.5382595959940042,-90.58089692618118,0.18690346152495885,0.3363592459310787,-79.96416074196769
2.936,post_correction,0.28148069734172154,0.5377334549862148,-91.03741750838383,0.18607362495559157,0.3355608247008015,-80.33766192327721
2.94,post_correction,0.28056210027717043,0.5372254820848948,-91.48184361115197,0.1853086433320486,0.3347948367688331,-80.6687646883934
2.944,post_correction,0.2796756355167302,0.5367358078375742,-91.91368130652437,0.18461036855641108,0.3340621251229704,-80.95523438646492
2.948,post_correction,0.2788216932095767,0.5362645641731119,-92.33243941676655,0.18398066876490646,0.33336356893301133,-81.19488920816394
2.952,post_correction,0.27800065963793447,0.5358118845177239,-92.73763062848857,0.18342142595107944,0.3327000859254568,-81.38561741101701
2.956,post_correction,0.27721291686043203,0.5353779039205451,-93.12877263583319,0.18293453362173712,0.3320726349563761,-81.52539511376202
2.96,post_correction,0.2764588423614078,0.5349627591894551,-93.50538930858706,0.18252189453546272,0.3314822188013791,-81.61230445532904
2.964,post_correction,0.2757388087081805,0.5345665890379712,-93.86701188069354,0.18218541857910736,0.33092988718365496,-81.64455188819667
2.968,post_correction,0.2750531832184193,0.534189534244077,-94.21318015428236,0.18192702084305196,0.330416740063281,-81.62048635333328
2.972,post_correction,0.2744023276398577,0.533831737821934,-94.54344371399328,0.18174861996108935,0.3299439312135158,-81.5386170657877
2.976,post_correction,0.27378659784471615,0.5334933452075098,-94.85736314605575,0.18165213678539138,0.329512672112608,-81.39763062732531
2.98,post_correction,0.2732063435413067,0.5331745044592533,-95.15451125630302,0.18163949347110667,0.3291242361827983,-81.19640717625761
2.984,post_correction,0.2726619080054066,0.5328753664750492,-95.43447428105098,0.18171261304859915,0.328779963411731,-80.93403528559604
2.988,post_correction,0.2721536278341,0.5325960852268027,-95.69685308456138,0.18187341956413655,0.3284812653954617,-80.60982532943731
2.992,post_correction,0.2716818327248945,0.5323368180141331,-95.94126433664718,0.18212383887193928,0.32822963084670836,-80.22332105436436
2.996,post_correction,0.2712468452830303,0.5320977257387992,-96.16734166385832,0.18246580016192254,0.32802663161701917,-79.77430911761219
3.0,post_correction,0.2708489808600123,0.5318789732016371,-96.3747367676224,0.1829012383082461,0.327873929287184,-79.26282638645309
3.004,post_correction,0.30429123227766885,0.5628486135730473,-84.97036847234631,0.19296965957937015,0.3299954607301515,-71.00898734519528
3.008,post_correction,0.3032543298015068,0.5623171382817422,-85.42757119075708,0.19225796897316827,0.32927278543596544,-71.26613122700735
3.012,post_correction,0.30224826457491105,0.5618049149426424,-85.87531535798156,0.19163514673877388,0.32859841455324806,-71.47084976075642
3.016,post_correction,0.30127351826535476,0.5613121657122836,-86.31314459503633,0.19110494919013923,0.32797453260334614,-71.62011449375336
3.02,post_correction,0.30033057686539993,0.5608391196886457,-86.7405994894748,0.19067126104341894,0.32740347175607365,-71.71096995132295
3.024,post_correction,0.2994199307855539,0.5603860134216601,-87.15721827583062,0.19033809820093014,0.326887724579944,-71.74056464243192
3.028,post_correction,0.2985420749774164,0.5599530914679084,-87.56253754525781,0.1901096109958867,0.32642995809013303,-71.7061838063494
3.032,post_correction,0.29769750909143294,0.5595406069938049,-87.9560929822732,0.18999008805575351,0.3260330292437339,-71.60528350724165
3.036,post_correction,0.29688673767401097,0.5591488224320263,-88.33742012618485,0.18998396096827921,0.32570000205082283,-71.43552560481858
3.04,post_correction,0.29611027040923144,0.5587780101964741,-88.7060551544631,0.19009580996196385,0.3254341664913854,-71.1948130558487
3.044,post_correction,0.29536862241091266,0.5584284534616452,-89.06153568498125,0.19033037084164584,0.3252390594525841,-70.88132493745928
3.048,post_correction,0.29466231457134795,0.5581004470129368,-89.40340159372548,0.19069254344973938,0.3251184879285876,-70.49355053270801
