scope,t_start_local,t_end_local,n_samples,pos_noNN_timeavg,pos_encounterNN_timeavg,pos_gain_pct,vel_noNN_timeavg,vel_encounterNN_timeavg,vel_gain_pct,pos_noNN_final,pos_encounterNN_final,pos_final_gain_pct,vel_noNN_final,vel_encounterNN_final,vel_final_gain_pct
isolated_training_window_0_to_exit,0.0,0.5,126,0.044242931798511444,0.04423755857822649,0.012144810631952163,0.08215132927709372,0.08154632397945119,0.7364522314689085,0.008004402100345446,0.002041294222775361,74.49785509042249,0.12018628644837946,0.0443391708744957,63.10796166121701
isolated_physical_forward_window,0.0,4.0,1001,0.22841962668095733,0.4082646988238072,-78.73450926966385,0.23985944167414922,0.3507593356940949,-46.235367365944256,0.4516745417409472,0.7419517278019278,-64.2668911429296,0.4275908382807703,0.5435559793009705,-27.120585999097965
isolated_post_correction_to_physical_end,0.5,4.0,876,0.24359636215425617,0.4360995804140352,-79.02548977224762,0.2545346167435174,0.37367610214290536,-46.80757647964295,0.4516745417409472,0.7419517278019278,-64.2668911429296,0.4275908382807703,0.5435559793009705,-27.120585999097965
isolated_post_correction_fixed_steps,0.5,2.5,501,0.10633585366319404,0.21680634467531779,-103.88828152170169,0.12902152773216222,0.2608305121622786,-102.16045860481569,0.18883380520809273,0.4044310362148638,-114.17300560627126,0.1758778551560304,0.3543807390344963,-101.49252941486391
