scope,t_start_local,t_exit_local,pos_noNN_exit_error,pos_encounterNN_exit_error,pos_gain_pct,vel_noNN_exit_error,vel_encounterNN_exit_error,vel_gain_pct,r_pair_entry,v_rad_norm_entry,v_tan_norm_entry,pred_pos_norm,pred_vel_norm,relE_corr,accepted_by_safety,ias15_exit_time_sec,nonn_exit_time_sec
isolated_exact_exit_state,0.0,0.5,0.008004402100345554,0.002041294222775312,74.49785509042346,0.12018628644837973,0.04433917087449597,63.107961661216855,0.1405226492022885,-0.5655959731462298,0.78824534213392,0.007760796997885013,0.09552707673095137,0.04401412866196374,1,0.00032170000122278,0.0006701999991491903
