step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
838,0,33.51999999999946,0.04,1,2,0.141066995344936,-1.293352456486644,0.6566479672852827,0.01,0.005,1.1560048287913673,1.0000067839623215,False,True,1
839,0,33.55999999999946,0.04,1,2,0.12400894621561742,-1.25372022041897,0.6969980596926382,0.01,0.005,1.1126048478017878,1.0000087786628473,False,True,1
840,0,33.59999999999946,0.04,1,2,0.10632358081979128,-1.2114415408412826,0.7485543178307964,0.01,0.005,1.078936226593303,1.0000119419553684,False,True,1
841,0,33.63999999999946,0.04,1,2,0.08784731717722663,-1.1596727799027944,0.8184441386381123,0.01,0.005,1.076468040993667,1.0000174935531567,False,True,1
842,0,33.67999999999946,0.04,1,2,0.06846285268514765,-1.0866007194209586,0.9213550776409883,0.01,0.005,1.1608701606400444,1.0000288022138666,False,True,1
846,0,33.839999999999456,0.04,1,2,0.05300978640049908,0.9926881772650183,1.0400298897370286,0.01,0.005,0.8143122813690694,1.0000480424489488,False,False,1
847,0,33.879999999999455,0.04,1,2,0.07408960435725633,1.2096178107613413,0.8751285661892468,0.01,0.005,0.8302630233841314,1.0000245935372631,False,False,1
848,0,33.919999999999455,0.04,1,2,0.09540151182548015,1.3414998624101029,0.7625403482972305,0.01,0.005,0.8462301003817617,1.000014832840547,False,False,1
849,0,33.959999999999454,0.04,1,2,0.11623654057816867,1.436526606743407,0.6781864866460061,0.01,0.005,0.8595503521788727,1.0000099919244039,False,False,1
850,0,33.99999999999945,0.04,1,2,0.13650357782330752,1.5121727551307873,0.6092286194962294,0.01,0.005,0.8694275988024638,1.0000072451306887,False,False,1
