step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
560,0,33.59999999999976,0.06,1,2,0.14103032414095293,-0.9989415316083856,1.186420670374462,0.01,0.005,1.1162781689701524,1.0000067874907637,False,True,1
561,0,33.65999999999976,0.06,1,2,0.12240556878659636,-0.8563666160475367,1.2422847240135033,0.01,0.005,1.128750438119962,1.0000090101509738,False,True,1
562,0,33.719999999999764,0.06,1,2,0.10573982414326107,-0.6926694527392077,1.3106855137595155,0.01,0.005,1.1277915107165726,1.0000120741752434,False,True,1
563,0,33.77999999999977,0.06,1,2,0.09220525655875494,-0.48251847305753653,1.3852306160518062,0.01,0.005,1.088795915318743,1.0000158790149158,False,False,1
564,0,33.83999999999977,0.06,1,2,0.08391780511595576,-0.19656892382851576,1.4439752802605001,0.01,0.005,1.0107121162383088,1.0000191702123447,False,False,1
565,0,33.89999999999977,0.06,1,2,0.08339377440518358,0.1564888490542883,1.4518034053472895,0.01,0.005,0.9312236344249853,1.0000194118940664,False,False,1
566,0,33.95999999999977,0.06,1,2,0.09151345327877511,0.5058137365106867,1.398053921057705,0.01,0.005,0.8872281148626888,1.0000161200003752,False,False,1
567,0,34.019999999999776,0.06,1,2,0.10658761424988447,0.7971441251231762,1.3122340843559779,0.01,0.005,0.8794661603771325,1.0000118828645186,False,False,1
568,0,34.07999999999978,0.06,1,2,0.12614900624190958,1.031120736078488,1.2244629839471213,0.01,0.005,0.8889516071497352,1.0000084833369143,False,False,1
569,0,34.13999999999978,0.06,1,2,0.14844490170643554,1.2286586448017303,1.1468749034980072,0.01,0.005,0.8949171439783791,1.0000061263758775,False,False,1
