step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
369,0,36.900000000000254,0.1,1,2,0.14054659236481426,-0.5654321539964873,0.7882393380991229,0.01,0.005,1.110260326393947,1.0000068342934494,False,False,1
370,0,37.000000000000256,0.1,1,2,0.12119207564673644,-0.6214019785261348,0.7985297803851967,0.01,0.005,1.149541686445839,1.0000091914914269,False,True,1
371,0,37.10000000000026,0.1,1,2,0.09752082646310574,-0.7182818876083488,0.8547801048836767,0.01,0.005,1.2338486352606144,1.0000141951520785,False,True,1
372,0,37.20000000000026,0.1,1,2,0.06795968316255084,-0.7974365845507264,1.0162022780688598,0.01,0.005,1.1436778627742512,1.000029230294658,False,True,1
373,2,37.35000000000026,0.05,1,2,0.054348593644220296,0.3345413301555397,1.1364852404083683,0.01,0.005,0.87474672010266,1.0000457046571674,False,False,1
374,0,37.40000000000026,0.1,1,2,0.06484657073953543,0.5241856635197375,1.03526842907678,0.01,0.005,0.7784178547939604,1.0000321042156148,False,False,1
375,0,37.50000000000026,0.1,1,2,0.0907028460847832,0.7155573047935585,0.8826299724335884,0.01,0.005,0.8189580937556702,1.0000164094160726,False,False,1
376,0,37.600000000000264,0.1,1,2,0.11786805545189744,0.7705304874505058,0.8064683185269869,0.01,0.005,0.8428005351920197,1.0000097172244522,False,False,1
377,0,37.700000000000266,0.1,1,2,0.14419780838059396,0.8302354006278814,0.7742549424043201,0.01,0.005,0.8412627783628034,1.00000649257416,False,False,1
689,0,68.90000000000036,0.1,1,2,0.1481261230353422,-0.9978756947993305,0.4397127230014023,0.01,0.005,1.2257145519452506,1.0000061527731312,False,True,1
690,0,69.00000000000036,0.1,1,2,0.11267776225066829,-1.1394078601001931,0.5393670512361326,0.01,0.005,1.3779089232534092,1.0000106330562486,False,True,1
691,0,69.10000000000035,0.1,1,2,0.06603703347615161,-1.3566238402960296,0.734028878631962,0.01,0.005,0.7579863209701977,1.0000309571447619,False,True,1
