scope,t_start_local,t_exit_local,pos_noNN_exit_error,pos_encounterNN_exit_error,pos_gain_pct,vel_noNN_exit_error,vel_encounterNN_exit_error,vel_gain_pct,r_pair_entry,v_rad_norm_entry,v_tan_norm_entry,pred_pos_norm,pred_vel_norm,relE_corr,accepted_by_safety,ias15_exit_time_sec,nonn_exit_time_sec
isolated_exact_exit_state,0.0,0.5,0.006270961207491394,0.0003960368398749912,93.68459113729043,0.028551089297352096,0.0017092705355074556,94.01329133993504,0.1389651296358417,-1.1148278244336702,0.8493189589951238,0.006267198177014673,0.027583858619205502,1.6972948279846015e-06,1,0.00018089999502990395,0.0006348000024445355
