scope,t_start_local,t_exit_local,pos_noNN_exit_error,pos_encounterNN_exit_error,pos_gain_pct,vel_noNN_exit_error,vel_encounterNN_exit_error,vel_gain_pct,r_pair_entry,v_rad_norm_entry,v_tan_norm_entry,pred_pos_norm,pred_vel_norm,relE_corr,accepted_by_safety,ias15_exit_time_sec,nonn_exit_time_sec
isolated_exact_exit_state,0.0,0.5,0.0013757177227055764,0.005901845060724046,-329.0011652330168,0.005691019200184462,0.040042774754666506,-603.6134187241646,0.13831621945604156,-0.8616293589017667,1.2027379863017014,0.005896018938192963,0.035874410486843776,0.015381250392163988,1,0.00026249999973515514,0.0006477000006270828
