label,runtime_sec,steps,total_substeps,close_pair_frac,fallback_frac,min_pair_distance,ejected,ejection_time,bounded,max_com,final_rms,max_rms,full_time_avg_rms,max_energy_drift_pct,final_energy_drift_pct,rms_0_1yr,final_rms_0_1yr,rms_0_2yr,final_rms_0_2yr,rms_0_5yr,final_rms_0_5yr,rms_0_10yr,final_rms_0_10yr,rms_0_1inner_period,final_rms_0_1inner_period,rms_0_2inner_periods,final_rms_0_2inner_periods
SIMON_with_NN,0.12620529998093843,2000,2000,0.0006663334999167084,0.0,0.0799999999999999,False,nan,True,10.588235294117645,5.418675738465014,5.418675738465014,3.265917473708515,98.93235416717633,92.06877572814666,0.11856526490048255,0.2174074347029279,0.281278245436202,0.5310037566247957,1.0470136027197434,2.242086942418691,1.8941959492307339,3.4805042458766664,1.0978652338195736,2.3879345586626557,1.9569122251710183,3.7577730469186696
No_NN_baseline,0.11580809997394681,2000,2000,0.0006663334999167084,0.0,0.0799999999999999,False,nan,True,10.588235294117645,5.408167027640723,5.408167027640723,3.260561539507741,98.8156064807968,91.95564716696131,0.11838896971025456,0.21710016480985747,0.28091625376164975,0.5303649462369772,1.0460533753460557,2.2404141193959406,1.892015680478309,3.4763344866435997,1.0968829683073136,2.3862817020438425,1.9546581662794806,3.7535802447058697
