scope,t_start_local,t_exit_local,pos_noNN_exit_error,pos_encounterNN_exit_error,pos_gain_pct,vel_noNN_exit_error,vel_encounterNN_exit_error,vel_gain_pct,r_pair_entry,v_rad_norm_entry,v_tan_norm_entry,pred_pos_norm,pred_vel_norm,relE_corr,accepted_by_safety,ias15_exit_time_sec,nonn_exit_time_sec
isolated_exact_exit_state,0.0,0.5,0.0013757177227055764,0.0016477006571728747,-19.77025737026916,0.005691019200184462,0.005430737478605975,4.573551984678787,0.13831621945604156,-0.8616293589017667,1.2027379863017014,0.0021850918721229365,0.00609150799822708,0.006952347063259818,1,0.00022739999985788018,0.00045780000800732523
