scope,t_start_local,t_exit_local,pos_noNN_exit_error,pos_encounterNN_exit_error,pos_gain_pct,vel_noNN_exit_error,vel_encounterNN_exit_error,vel_gain_pct,r_pair_entry,v_rad_norm_entry,v_tan_norm_entry,pred_pos_norm,pred_vel_norm,relE_corr,accepted_by_safety,ias15_exit_time_sec,nonn_exit_time_sec
isolated_exact_exit_state,0.0,0.5,0.006270961207491394,0.0013956849613973006,77.74368369987694,0.028551089297352096,0.0013959184806302178,95.11080482396979,0.1389651296358417,-1.1148278244336702,0.8493189589951238,0.007232966384503031,0.027493032770088768,0.0006565963432807434,1,0.00019770000017160783,0.0005292000000736152
