scope,t_start_local,t_exit_local,pos_noNN_exit_error,pos_encounterNN_exit_error,pos_gain_pct,vel_noNN_exit_error,vel_encounterNN_exit_error,vel_gain_pct,r_pair_entry,v_rad_norm_entry,v_tan_norm_entry,pred_pos_norm,pred_vel_norm,relE_corr,accepted_by_safety,ias15_exit_time_sec,nonn_exit_time_sec
isolated_exact_exit_state,0.0,0.5,0.0008921555244298233,0.00016493930331903744,81.51227013648207,0.0042633461065810915,0.0014089717892418643,66.95150349001896,0.14103032414111052,-0.9989415316079108,1.1864206703757205,0.0008411359165692406,0.0040480744796700255,0.00283911097356758,1,0.000221800000872463,0.0011919999997189734
