t_start,t_exit,used,reason,r_pair,v_rad_norm,v_tan_norm,min_r_window,pred_pos_norm,pred_vel_norm,relE_corr
82.71999999999859,83.21999999999858,1,used,0.1383162194560411,-0.8616293589017634,1.2027379863017043,0.10050680539977669,0.0026327707876548263,0.00863468386811028,0.02068262252648565
