step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
671,0,33.55000000000023,0.05,1,2,0.13818680311987633,-1.2016341065415441,0.8926787942952112,0.01,0.005,1.1150558435044053,1.0000070697025336,False,True,1
672,0,33.60000000000023,0.05,1,2,0.11848645227002202,-1.119474423417517,0.9481762144239599,0.01,0.005,1.1290598487511967,1.0000096160579646,False,True,1
673,0,33.650000000000226,0.05,1,2,0.0987158406745587,-1.0300380406123821,1.023635489987304,0.01,0.005,1.147113164516123,1.000013853549936,False,True,1
674,0,33.70000000000022,0.05,1,2,0.0791066472222515,-0.9107554211317193,1.1298183274181965,0.01,0.005,1.1723548577277934,1.0000215729418884,False,True,1
675,0,33.75000000000022,0.05,1,2,0.06096147917178048,-0.7025078965499564,1.2769278985622374,0.01,0.005,1.1455555284396013,1.000036326654674,False,True,1
677,0,33.850000000000215,0.05,1,2,0.05229909073013445,0.41189654450322816,1.3797312918892561,0.01,0.005,0.8247285993462953,1.0000493570351978,False,False,1
678,0,33.90000000000021,0.05,1,2,0.06857212238839197,0.9148856501575036,1.208930836322026,0.01,0.005,0.8188562087045431,1.0000287104938852,False,False,1
679,0,33.95000000000021,0.05,1,2,0.09133034186310944,1.2076471737212573,1.047402804067486,0.01,0.005,0.8494748738679052,1.0000161847044606,False,False,1
680,0,34.000000000000206,0.05,1,2,0.11602136352898015,1.4045229396384413,0.9237519337883849,0.01,0.005,0.8736120528974685,1.0000100290215403,False,False,1
681,0,34.0500000000002,0.05,1,2,0.1412319276658573,1.5599229900923295,0.8260970034876739,0.01,0.005,0.871144444746459,1.0000067681267724,False,False,1
