step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
369,0,36.900000000000254,0.1,1,2,0.1405226492022885,-0.5655959731462298,0.78824534213392,0.01,0.005,1.1103284083816423,1.000006836622593,False,False,1
370,0,37.000000000000256,0.1,1,2,0.12116070517088291,-0.6215799354361113,0.7985906960169296,0.01,0.005,1.1496301236307898,1.0000091962517035,False,True,1
371,0,37.10000000000026,0.1,1,2,0.09748024235571098,-0.7184501405408316,0.8549378159217269,0.01,0.005,1.2340720551375657,1.0000142069743483,False,True,1
372,0,37.20000000000026,0.1,1,2,0.06791132069464746,-0.7974684294786085,1.0165630048281675,0.01,0.005,1.1426936204801361,1.000029271941895,False,True,1
373,2,37.35000000000026,0.05,1,2,0.05441936257351048,0.33614677032657897,1.1357044386262294,0.01,0.005,0.8747337690416307,1.0000455858615425,False,False,1
374,0,37.40000000000026,0.1,1,2,0.06493624668547474,0.5246512548915072,1.034499773791109,0.01,0.005,0.7787834707757526,1.0000320156055256,False,False,1
375,0,37.50000000000026,0.1,1,2,0.09076940181796785,0.7145030044638572,0.8822293494404252,0.01,0.005,0.8192962558601652,1.000016385360757,False,False,1
376,0,37.600000000000264,0.1,1,2,0.11787698269797842,0.7686800626365997,0.8063612395148514,0.01,0.005,0.8430608139347215,1.0000097157526653,False,False,1
377,0,37.700000000000266,0.1,1,2,0.14413611656907155,0.8276948225952837,0.7744107918564991,0.01,0.005,0.841559061853145,1.0000064981331394,False,False,1
683,0,68.3000000000004,0.1,1,2,0.13186270534178457,-0.6669024736508176,0.800416103527648,0.01,0.005,1.1441808844083248,1.0000077640865352,False,True,1
684,0,68.40000000000039,0.1,1,2,0.10744123814879003,-0.7572006180086686,0.8603767953382508,0.01,0.005,1.210752289998819,1.0000116947948015,False,True,1
685,0,68.50000000000038,0.1,1,2,0.07772451697223741,-0.8056174625157093,1.0152613240872055,0.01,0.005,1.3019843528873816,1.000022347004812,False,True,1
686,0,68.60000000000038,0.1,1,2,0.05193690249871517,-0.42294178266803706,1.2524519342072056,0.01,0.005,0.9880121201061113,1.0000500478356937,False,False,1
687,0,68.70000000000037,0.1,1,2,0.06736388942716245,1.039921621504423,1.1004215601284162,0.01,0.005,0.668491107158899,1.000029749633045,False,False,1
688,0,68.80000000000037,0.1,1,2,0.11723570554475207,1.4852318280616568,0.8538770589143734,0.01,0.005,0.7454783159243243,1.0000098223335188,False,False,1
766,0,76.59999999999992,0.1,1,2,0.1338853871993576,-1.0068788452792408,1.2900525873538304,0.01,0.005,1.219417132140799,1.000007531265461,False,True,1
767,0,76.69999999999992,0.1,1,2,0.10453467627874155,-0.6555028370555022,1.5005823765409882,0.01,0.005,1.1571617004207313,1.0000123541794503,False,True,1
768,0,76.79999999999991,0.1,1,2,0.09233057363477626,0.02676027186856642,1.6085015478432312,0.01,0.005,0.9274617813557261,1.0000158359399844,False,False,1
769,0,76.8999999999999,0.1,1,2,0.1075695238101039,0.7440051640201836,1.4671065852659768,0.01,0.005,0.8049693676054991,1.0000116669173365,False,False,1
770,0,76.9999999999999,0.1,1,2,0.1409781507803984,1.1663885275200243,1.2565122520333765,0.01,0.005,0.7939479782572012,1.0000067925155443,False,False,1
