t_yr,ias15_rmin,noNN_rmin,unguarded_rmin,guarded_rmin,ias15_pair,noNN_pair,unguarded_pair,guarded_pair,noNN_err,unguarded_err,guarded_err,unguarded_minus_noNN,guarded_minus_noNN
0.7601520304060813,0.9965619058329729,0.9965197865907282,0.9965197865907282,0.9965197865907282,0-1,0-1,0-1,0-1,0.0037581332447661716,0.0037581332447661716,0.0037581332447661716,0.0,0.0
0.7801560312062413,0.9963790897470929,0.9963360218249291,0.9963360218249291,0.9963360218249291,0-1,0-1,0-1,0-1,0.003755974709823368,0.003755974709823368,0.003755974709823368,0.0,0.0
0.8001600320064013,0.9961918519628122,0.9961478498147573,0.9961478498147573,0.9961478498147573,0-1,0-1,0-1,0-1,0.0037538311192837756,0.0037538311192837756,0.0037538311192837756,0.0,0.0
0.8201640328065614,0.9960002380245837,0.9959553165541312,0.9959553165541312,0.9959553165541312,0-1,0-1,0-1,0-1,0.003751702108813432,0.003751702108813432,0.003751702108813432,0.0,0.0
0.8401680336067214,0.9958042955868806,0.9957584701423722,0.9957584701423722,0.9957584701423722,0-1,0-1,0-1,0-1,0.003749587309461925,0.003749587309461925,0.003749587309461925,0.0,0.0
0.8601720344068814,0.9956040744049383,0.995557360774798,0.995557360774798,0.995557360774798,0-1,0-1,0-1,0-1,0.0037474863477380575,0.0037474863477380575,0.0037474863477380575,0.0,0.0
0.8801760352070415,0.9953996263248124,0.9953520407326352,0.9953520407326352,0.9953520407326352,0-1,0-1,0-1,0-1,0.0037453988456876406,0.0037453988456876406,0.0037453988456876406,0.0,0.0
0.9001800360072015,0.9951910052727531,0.9951425643722455,0.9951425643722455,0.9951425643722455,0-1,0-1,0-1,0-1,0.0037433244209738427,0.0037433244209738427,0.0037433244209738427,0.0,0.0
0.9201840368073615,0.9949782672438888,0.9949289881136625,0.9949289881136625,0.9949289881136625,0-1,0-1,0-1,0-1,0.003741262686958524,0.003741262686958524,0.003741262686958524,0.0,0.0
0.9401880376075216,0.9947614702902173,0.9947113704284369,0.9947113704284369,0.9947113704284369,0-1,0-1,0-1,0-1,0.003739213252785414,0.003739213252785414,0.003739213252785414,0.0,0.0
0.9601920384076816,0.9945406745078983,0.9944897718267836,0.9944897718267836,0.9944897718267836,0-1,0-1,0-1,0-1,0.003737175723465675,0.003737175723465675,0.003737175723465675,0.0,0.0
