scope,t_start_local,t_exit_local,pos_noNN_exit_error,pos_encounterNN_exit_error,pos_gain_pct,vel_noNN_exit_error,vel_encounterNN_exit_error,vel_gain_pct,r_pair_entry,v_rad_norm_entry,v_tan_norm_entry,pred_pos_norm,pred_vel_norm,relE_corr,accepted_by_safety,ias15_exit_time_sec,nonn_exit_time_sec
isolated_exact_exit_state,0.0,0.5,0.006270961207491394,0.00022700983972228012,96.37998335165764,0.028551089297352096,0.0007205541422809096,97.47626391842172,0.1389651296358417,-1.1148278244336702,0.8493189589951238,0.006111201290924927,0.028659259731582447,0.0009867324091806836,1,0.0005135999999765772,0.0009427000004507136
