anchor_time,r_pair,v_rad_norm,v_tan_norm,min_r_ias,min_r_nonn,pos_residual_rms,vel_residual_rms,pos_pert_norm,vel_pert_norm,radial_pert,tangential_pert
82.58,0.12579249747047513,-1.188962799133404,1.1105387239191427,0.06888329020036724,0.07438149401305182,0.003922891820928514,0.012576110494389198,0.007337585766479451,0.04002631581458917,0.010309169223141594,-0.005544979693864283
82.5,0.12567171132031735,-1.1045898188681542,0.9817657475195888,0.06154452070774244,0.06527948895505145,0.005279880148246789,0.018426428518139408,0.006302585757957125,0.01836144397899077,-0.003538976571674403,0.0452941253328114
82.52,0.14450765764491458,-0.9522388833688167,0.8530407842262812,0.06423927058046966,0.06755568957834127,0.003741169536647459,0.023291049728504525,0.005384985645609293,0.02621309227836191,0.0018187345819864961,-0.019817932513710425
82.6,0.1098237050981224,-0.9323502858027268,1.0610850832884136,0.06395323691138181,0.06875857750892767,0.005595257487013999,0.017561540250415435,0.004008713062969062,0.019911644858437556,-0.006728229842341943,0.03070526730614457
82.62,0.10521394852151189,-0.9423747712296185,1.0788852910233915,0.06212717105098815,0.0658279140056861,0.006233943297976197,0.018143934627244174,0.006971160835022742,0.02681319758880226,-0.0003237761443471159,0.028694792624420557
82.62,0.10851186144186041,-0.87264873631188,0.9308559861011362,0.05365841386564928,0.059129710718101726,0.008844979797198217,0.02923773712215366,0.006013013444761351,0.018893356438219294,-0.004137178996203888,-0.013109862764446636
82.62,0.10991838889524914,-1.002461891994274,0.9843981556100783,0.05558765719743095,0.06226251907993307,0.008164270736742054,0.024864928656601747,0.0,0.0,0.0,0.0
82.5,0.13812556979393856,-1.030956161906323,0.8941972596451616,0.06230499546947247,0.06745456953170441,0.004501165688355984,0.022078092932249282,0.007242505527558414,0.046902261796171386,-0.001214831354305276,-0.0006194803436072507
82.56,0.11405483461864466,-1.0581996789981367,1.0167913781598419,0.0588243150888444,0.06525248641800854,0.00670555223311156,0.020628454144037058,0.004584932282823198,0.01973785790545666,0.008477809347479933,0.010080913866472259
82.62,0.11725711788567394,-0.9736613892837689,1.059153823711153,0.06728292562869882,0.07177684084870138,0.004568317708145773,0.015440880049122176,0.005462581248095036,0.030856060425219774,0.007760860760092116,0.0033101493183379923
82.56,0.10991838889524914,-1.002461891994274,0.9843981556100783,0.05558765719743095,0.06226251907993307,0.008164270736742054,0.024864928656601747,0.0,0.0,0.0,0.0
82.6,0.10847839338309166,-0.8843150058901826,1.1314864243127443,0.07007665939461845,0.0731590262644794,0.004518758811585381,0.014035668072118986,0.004951088459409931,0.023260712007089852,-0.0009884925169056102,0.0017305159824321749
82.62,0.11872805752330788,-0.9879198065964447,1.0910316434462322,0.07000009191661834,0.07440783894757072,0.004045462081467736,0.013635847584691881,0.005115024611919995,0.0284235265029095,0.006298255929133374,0.024525972077519477
82.62,0.11331900832121831,-1.074691562203118,0.9716943607832594,0.05436841618481305,0.06177661233394327,0.00853782324621996,0.025930529191199387,0.008012055161778857,0.026225992997420004,-0.000579717630707265,-0.013450872846095181
82.56,0.11788958186287571,-1.0328556375150655,0.999420123645127,0.060405021961707,0.06516983821312555,0.005997533713583873,0.01974079594482121,0.0036929948649875974,0.026147988013161854,0.001831245846230305,-0.014588685614805714
82.54,0.13774760608209186,-1.0206629047932758,0.8258362168495866,0.054926548610853304,0.060595182115589966,0.0064033736361138625,0.03145365633390093,0.007264332747414341,0.013670642099441485,0.004811208856001546,-0.004069050465415408
82.7,0.08576181124713703,-0.853247078085841,1.1748500964633402,0.057663218490889845,0.06450885980566202,0.009531835768223017,0.022122113635762705,0.008087201605450681,0.022735150868467967,0.0053940563119052745,0.00834258394684436
82.64,0.08213537270557503,-0.7969706369193114,1.1525437918606891,0.055662602001649575,0.06226251907993307,0.010866367721220495,0.02488105367519172,0.0,0.0,0.0,0.0
82.52,0.13393076468278234,-1.1902719139023537,0.8648512907892306,0.05276929643461005,0.057276453182169465,0.007093390873103488,0.027570738756275373,0.004024650459225363,0.025705912136991846,-0.008703549104065764,0.002664451082064435
82.52,0.13896512917384254,-1.114827163230736,0.8493189585905352,0.05569655684411448,0.06226251907993285,0.006270954854649758,0.0285510761842352,0.0,0.0,0.0,0.0
82.62,0.11513134648975844,-1.0588963502010762,1.186434191419129,0.07176288503710435,0.07451962684124849,0.003875703005489148,0.01150512303191484,0.005787581207862346,0.028610437793598436,0.0011696785036717503,0.013614447654630699
82.68,0.09279255318900974,-0.8682560542651632,1.1008100857922445,0.05759930150882548,0.06179354454681626,0.008438629238904077,0.020886815251644975,0.008035498056470556,0.02138303086161644,-0.002294809114282548,0.002642982188272269
82.6,0.11027686368735845,-0.9596204854370582,1.0828212057753352,0.06517700155704895,0.06927724989058656,0.005303322244283499,0.016402765180346668,0.0062348216470367816,0.03950300822085983,-0.001010500876027133,0.006452600417034924
82.5,0.14111404924228085,-1.143057704925759,1.0278463993799625,0.07361224889303511,0.07632705524332879,0.0028409757633709246,0.012052438887606227,0.00647070054087821,0.013062064734669221,-0.006338805711531323,0.054009237592957955
82.62,0.12498624131793229,-0.9319742301032411,1.0693748821184887,0.07459129876451474,0.07707443648516701,0.0032352917803255207,0.01267014162537937,0.006250325316771467,0.02017949247826835,0.005361193156991513,0.003534058905174614
82.5,0.14152862026936067,-1.1040166715124822,0.87296916069926,0.05960490102398097,0.06547051426232822,0.004995104303050942,0.02386229173775404,0.011113783119428594,0.017095284884838323,-0.005476816456491983,0.02311831382334268
82.48,0.14432842806683843,-1.082572709734048,1.0767807870927892,0.08242316211223852,0.08496979441895884,0.002075161886187168,0.00921224381845382,0.006127157641580014,0.03045264650728525,0.0052836550670825235,0.0039160627141259265
82.7,0.08496692203336159,-0.8560427879428845,1.1998922473409637,0.05828457899447514,0.06423064534607435,0.009352813205507243,0.021633480777096262,0.007458652196704617,0.026357930065614946,0.006941484025566598,-0.015312382376439034
82.48,0.14193737114104815,-1.202601532306082,0.8692371540366404,0.05681032523208984,0.062447396203881705,0.005785378143804764,0.025565201914564604,0.007218142051520475,0.030546263045771585,0.005037576071540507,-0.014844715704464875
82.66,0.08232386023794178,-0.7489967730109582,1.1451812483616877,0.05692069690813998,0.0635527430690102,0.01030683400216331,0.02419958366962175,0.006568705351255761,0.024600737048275565,0.004697691072747233,0.012623565590178378
82.58,0.11682005449083319,-0.9925192611860388,1.037319786564568,0.06435056681321297,0.06903717020475739,0.0051263998606732,0.017078968824950667,0.007030263965622731,0.036515395075294464,-0.00033349247017454563,-0.011304298787029458
82.62,0.1172128770738605,-1.03191355542883,0.9811360749108218,0.05839478811891931,0.06329885884585743,0.006596534293920023,0.02150516005737508,0.005043986807238132,0.029936778856190685,0.0032826553419042126,-0.007327074693867759
82.52,0.13896512917384254,-1.114827163230736,0.8493189585905352,0.05569655684411448,0.06226251907993285,0.006270954854649758,0.0285510761842352,0.0,0.0,0.0,0.0
82.62,0.12302855577589444,-1.0592015529501646,0.9474204196104765,0.05796191537703058,0.061945262613208825,0.006238609417698774,0.02197878668963261,0.007196018488406624,0.023494461048113167,0.006579049892716355,-0.017637849329666357
82.7,0.08038380835986943,-0.6136176243645363,1.1040744046261504,0.05766348068307214,0.06298638134566742,0.010425755498474428,0.02670866289690834,0.005853920429529738,0.03605506205719913,-0.0007343764495328117,0.01656367948239362
82.7,0.08604103015836881,-0.7331474120285626,1.1021239844988882,0.057466558461879896,0.06218022510474429,0.009479821566671908,0.023645940772926255,0.009117199528149886,0.037632419570311694,0.000803806104949339,0.01715702906174688
82.54,0.1412459425008673,-1.0719128114384227,0.9363876441045607,0.06722403915052726,0.07220452344840095,0.003591371428920176,0.017304175571288556,0.00639008497938274,0.042762040213899774,0.0014488267374665738,-0.01769518313824294
82.64,0.09418424948439945,-0.9662019556233034,1.110421262484534,0.05598039863240823,0.06067018466168,0.008743640933812706,0.02046337762797804,0.007988099387475979,0.03471160651417976,-0.0067026861546122495,0.020719470902588334
82.58,0.10991838889524914,-1.002461891994274,0.9843981556100783,0.05558765719743095,0.06226251907993307,0.008164270736742054,0.024864928656601747,0.0,0.0,0.0,0.0
82.68,0.08353971212855983,-0.6663140203506345,1.192857469850022,0.06298681237900801,0.06784278500758407,0.008062936085668588,0.02025529971931584,0.005939496399036573,0.024152181484699338,0.0043467209666180895,0.004038733334925856
82.6,0.09555814183917243,-0.8330453264873057,1.015073771188741,0.054629688888536844,0.05922171652843965,0.009413426909505865,0.026089970067220962,0.008955939598003204,0.017495776191374147,-0.009369496933510859,0.0015336083533906226
82.48,0.14197522694329603,-1.1503173207771407,0.9950261268126744,0.0705972381718138,0.0740239675209646,0.0031325018019004573,0.013737317913960517,0.006679881597129001,0.027687226693933722,-0.001341667020156195,-0.0025768007238334517
82.62,0.11352543045338342,-1.0145177925693187,1.015746520040798,0.05995274035157717,0.06624591469882096,0.006428387054558712,0.020164301117391165,0.004800287605255023,0.03301726177906926,0.0005373128932252791,-0.024689889032771438
82.56,0.1157689092950187,-1.0649492601024355,1.0481266762292853,0.062428892143098824,0.06807678872318945,0.005637433135449414,0.017626378103185,0.00890556195480724,0.029800855855362986,-2.2481961562244715e-05,0.024124395354722102
82.54,0.142457084441917,-1.2858068936876057,0.8548847560524739,0.0538782437032941,0.058697957167868055,0.006516879593737355,0.027347354349183034,0.010036971305228138,0.02679133127150717,0.003013645896169222,-0.0007807665319772331
82.66,0.0828115896399222,-0.769704523443214,1.098627558383871,0.053906092323315086,0.060228899591292594,0.011520579818243623,0.026601304317176402,0.0034022836064843453,0.024522447433619216,-0.003641401748229273,-0.033199810784329764
82.5,0.13199987467373697,-0.8204951175779207,0.9973837547024431,0.07855401459937575,0.08223434449906325,0.002626799882343705,0.013054447374836076,0.005668758734734285,0.035602158442969614,0.0013143861891572706,0.039051151259300476
82.48,0.14729443666963238,-1.1577276088865474,0.9696066596786285,0.07115377080439764,0.07585563037539433,0.002940285987161138,0.01405793458269039,0.008964221066425351,0.023726460619821917,-0.004017286843006502,0.004985177760817048
82.5,0.1380474326984936,-1.133030261381684,0.8286361667721884,0.05282621489095514,0.05913740130169953,0.007386820212261895,0.03267372661502437,0.005820492697269314,0.02346831015947568,-0.006230360431211782,-0.00860333525607866
82.56,0.10711799980469482,-1.0780431603573315,1.0654189863180046,0.05804832011304464,0.061983533060871086,0.0070090803376023055,0.019581513917712387,0.006711431297838128,0.02680802081577353,0.0021200855080537443,0.01681908733813185
82.66,0.08525285793240406,-0.8036883112491404,1.1304435183735393,0.056398629219412195,0.062418712715526965,0.010066033845161994,0.02357795586667874,0.009486693958062257,0.03424407188423753,-0.005154826015745571,0.002046059330645101
82.48,0.1343475418802942,-0.9600855345526521,0.9379769789459695,0.0669665892890645,0.07174786408194012,0.0038335110751710087,0.01874541091750556,0.008472785220765772,0.01224799836003083,-0.0071500667842945365,-0.008325539969086916
