step_idx,substep_idx,t_yr,dt_step,pair_i,pair_j,r_au,v_rad_norm,v_tan_norm,m_i,m_j,c_pred,c_anal_softening,gate_fallback,strong_approach,n_zone3_pairs_this_step
671,0,33.55000000000023,0.05,1,2,0.1381868031196574,-1.2016341065424154,0.8926787942921204,0.01,0.005,1.1150558435044053,1.0000070697025336,False,True,1
672,0,33.60000000000023,0.05,1,2,0.11848645226976716,-1.1194744234188347,0.9481762144210629,0.01,0.005,1.1290598487511967,1.0000096160579646,False,True,1
673,0,33.650000000000226,0.05,1,2,0.09871584067425179,-1.0300380406141207,1.023635489984764,0.01,0.005,1.147113164516123,1.000013853549936,False,True,1
674,0,33.70000000000022,0.05,1,2,0.07910664722187383,-0.9107554211336056,1.1298183274164173,0.01,0.005,1.1723548577277934,1.0000215729418878,False,True,1
675,0,33.75000000000022,0.05,1,2,0.06096147917133117,-0.7025078965504482,1.2769278985619719,0.01,0.005,1.1455555284396013,1.0000363266546746,False,True,1
677,0,33.850000000000215,0.05,1,2,0.05229909073003108,0.4118965445150815,1.3797312918853948,0.01,0.005,0.8247285993462953,1.0000493570351978,False,False,1
678,0,33.90000000000021,0.05,1,2,0.06857212238852803,0.9148856501656152,1.2089308363161124,0.01,0.005,0.8188562087045431,1.0000287104938852,False,False,1
679,0,33.95000000000021,0.05,1,2,0.09133034186335992,1.207647173726403,1.0474028040616934,0.01,0.005,0.8494748738679052,1.0000161847044606,False,False,1
680,0,34.000000000000206,0.05,1,2,0.11602136352927886,1.4045229396417704,0.9237519337829916,0.01,0.005,0.8736120528974685,1.0000100290215403,False,False,1
681,0,34.0500000000002,0.05,1,2,0.14123192766617193,1.5599229900943559,0.8260970034825472,0.01,0.005,0.871144444746459,1.0000067681267724,False,False,1
