event,t_start,t_end,r_pair,v_rad_norm,v_tan_norm,min_r_window,pred_pos_norm,pred_vel_norm,relE_corr,used,reason,z1,z2,z3,z4
1,82.5599999999986,83.05999999999858,0.13896512917384254,-1.114827163230736,0.8493189585905352,0.06226251907993296,0.007232969460293762,0.027493012715130775,0.0006565976060035082,1,used,0,0,7,14
